family,direction,scale,tested,robust_cells,best_score,median_score,best_10y_ann,best_5y_ann,best_3y_ann,best_10y_dd,best_5y_dd,best_3y_dd
blocked_entry,high,0.0,4,0,-0.409193282078961,-0.9033425555498339,-1.8992445580130486,0.0,0.0,-1.0658141036401503e-14,0.0,0.0
market_cap_min,low,0.25,3,0,-0.46546322759818926,-0.7528522573403802,-2.524893521075388,-1.6766564254330625,-2.6799178896544937,-1.9956543518815923,-0.15673915198528476,-0.15673915198528476
market_cap_max,low,0.25,3,0,-0.5127438180811195,-0.7409640284395507,-1.3579954098173808,-2.5528879727450615,-3.8862043177777075,-2.1408587734557454,-2.140858773455733,-2.1408587734557436
market_cap_median,low,0.25,3,0,-0.5227591839131203,-0.7664180443892351,-1.6059680945687234,-2.5528879727450615,-3.8862043177777075,-2.1408587734557116,-2.140858773455733,-2.1408587734557436
turnover_one_side,low,0.25,3,0,-0.5261000747759503,-0.7615593504883139,-1.5005661390068425,-0.9795567317013578,-0.9958858429244692,-2.3092638912203256e-14,-1.0658141036401503e-14,4.618527782440651e-14
market_cap_mean,low,0.25,3,0,-0.5666472546435406,-0.7662363870416635,-1.6537340486810557,-3.079964116840703,-4.704436808531231,-2.7923922995868775,-2.7923922995868757,-2.792392299586954
market_cap_min,high,0.25,3,0,-0.5857098938619859,-0.971898033279728,-3.4635874694159092,-1.8935385765999264,-3.0249095918395206,-2.534969444342739,-2.534969444342593,-2.5349694443427815
market_cap_max,high,0.25,3,0,-0.6003017997111932,-0.990126959920336,-4.338744390398187,-0.7796606609001131,-1.2490213769724932,-0.6175771931489766,-0.6175771931489429,-0.6175771931489216
market_cap_median,high,0.25,3,0,-0.6017763827654468,-0.9864744588760435,-4.396856649989168,-0.7796606609001131,-1.2490213769724932,-0.6175771931489873,-0.6175771931489429,-0.6175771931489216
market_cap_mean,high,0.25,3,0,-0.6024865045357477,-0.9824873917221244,-4.454268105135341,-0.7796606609001131,-1.2490213769724932,-0.6175771931489766,-0.6175771931489429,-0.6175771931489216
market_cap_min,low,0.0,3,0,-0.6435909300348563,-1.0297088044252918,-3.3591977721834105,-2.2340689283268453,-3.565815291252484,-2.9466867898797933,-1.6804359354713014,-1.6804359354712801
blocked_entry,low,0.5,3,0,-0.643835282061886,-0.9534529575545836,-4.5505441289185775,-8.366975238613335,-7.848745922644419,-1.686106052547066,-1.6861060525470535,-1.6861060525470428
blocked_total,low,0.5,3,0,-0.643835282061886,-0.9534529575545836,-4.5505441289185775,-8.366975238613335,-7.848745922644419,-1.686106052547066,-1.6861060525470535,-1.6861060525470428
turnover_one_side,low,0.0,3,0,-0.7005110268970762,-1.015167568219788,-1.9992162374165225,-1.3068132287514338,-1.32947612299321,-1.0658141036401503e-14,-2.1316282072803006e-14,0.0
market_cap_max,low,0.0,3,0,-0.71021318143205,-1.014190387196516,-1.8095913962545396,-3.3961010855914253,-5.160121555300389,-4.272286172843264,-4.272286172843298,-4.272286172843231
blocked_exit,low,0.5,3,0,-0.7105088424741577,-0.9534529575545836,-4.965176613953528,-9.135159498913858,-8.817789722038217,-1.6861060525470428,-1.6861060525470428,-1.6861060525470979
market_cap_median,low,0.0,3,0,-0.7235999950659395,-1.0474710574621007,-2.13927159524172,-3.3961010855914253,-5.160121555300389,-4.272286172843264,-4.272286172843298,-4.272286172843231
market_cap_mean,low,0.0,3,0,-0.7822414684566013,-1.0471846206192907,-2.202627915172961,-4.094601753841907,-6.241794658698829,-5.119381283363532,-5.119381283363509,-5.119381283363509
market_cap_min,high,0.0,3,0,-0.8011828003791079,-1.3193920912036012,-4.603534338712969,-2.5222398488758913,-4.022815113666912,-4.394743951346149,-4.3947439513461255,-4.394743951346111
market_cap_max,high,0.0,3,0,-0.8048561332779047,-1.3386698628138913,-5.758002185615684,-1.041438867273854,-1.6672872157064589,-1.0488490128922177,-1.0488490128922052,-1.0488490128922052
market_cap_median,high,0.0,3,0,-0.8068088659072321,-1.3343768290925686,-5.834645390471316,-1.041438867273854,-1.6672872157064589,-1.0488490128922283,-1.0488490128922052,-1.0488490128922052
market_cap_mean,high,0.0,3,0,-0.8077566147672619,-1.329119407855766,-5.910353184387908,-1.041438867273854,-1.6672872157064589,-1.0488490128922603,-1.0488490128922052,-1.0488490128922052
blocked_entry,low,0.25,3,0,-1.0101011853603457,-1.4754058371335619,-6.7800602622820385,-12.374714330667388,-11.611638038335403,-4.065364028586684,-4.06536402858665,-4.065364028586636
blocked_total,low,0.25,3,0,-1.0101011853603457,-1.4754058371335619,-6.7800602622820385,-12.374714330667388,-11.611638038335403,-4.065364028586684,-4.06536402858665,-4.065364028586636
blocked_exit,low,0.25,3,0,-1.110601509428041,-1.4754058371335619,-7.391127128222941,-13.488861701321039,-13.01778485171765,-4.065364028586648,-4.065364028586703,-4.0653640285866715
blocked_entry,low,0.0,3,0,-1.382840817698604,-2.001751703306602,-8.979413492357093,-16.268955894151024,-15.270179759511016,-6.384016939473481,-6.3840169394735256,-6.384016939473536
blocked_total,low,0.0,3,0,-1.382840817698604,-2.001751703306602,-8.979413492357093,-16.268955894151024,-15.270179759511016,-6.384016939473481,-6.3840169394735256,-6.384016939473536
blocked_exit,low,0.0,3,0,-1.5167885719687648,-2.001751703306602,-9.779856807849342,-17.705128251639366,-17.08365115305075,-6.384016939473524,-6.384016939473568,-6.384016939473522
