序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
136,300862,蓝盾光电,23.14,6.64,1.44,89611.0,204831503.87,8.43,23.63,21.8,21.91,21.7,2.99,5.92,-54.28,2.15,4272058252.0,3505039102.0,-0.09,-0.22,0.48,1.14
137,688717,艾罗能源,117.38,6.64,7.31,131691.0,1538419859.0,8.26,121.16,112.07,115.99,110.07,1.76,13.3,162.28,4.3,18780800000.0,11626231703.0,-0.36,-0.36,70.49,90.55
138,300502,新易盛,522.5,6.63,32.5,440252.0,22354767916.19,8.78,528.0,485.0,493.0,490.0,1.38,4.97,61.56,35.76,519369865520.0,462631496470.0,0.06,0.02,24.32,21.26
139,000559,万向钱潮,16.32,6.6,1.01,1824165.0,3002264499.93,9.41,16.84,15.4,15.47,15.31,3.82,5.5,52.25,6.2,54106649806.0,54090173052.0,0.06,0.0,-8.42,-5.12
140,688273,麦澜德,41.32,6.49,2.52,28137.0,115480762.0,6.68,41.69,39.1,39.1,38.8,2.05,2.81,40.49,3.07,4132000000.0,4132000000.0,0.07,0.19,-24.68,-2.82
141,002709,天赐材料,46.72,6.45,2.83,1504328.0,6850362498.3,6.58,46.74,43.85,44.25,43.89,2.1,9.97,69.93,5.32,95241604680.0,70500994808.0,0.06,0.43,2.82,0.95
142,603217,元利科技,25.95,6.44,1.57,100690.0,262401345.0,10.09,26.82,24.36,24.55,24.38,2.04,4.84,26.57,1.61,5399873220.0,5399873220.0,-0.12,-0.19,3.18,1.29
143,002066,瑞泰科技,22.36,6.43,1.35,121547.0,266170846.13,8.28,22.5,20.76,21.1,21.01,2.67,5.26,-90.92,8.36,5252520520.0,5165160000.0,0.0,0.13,19.25,19.7
144,300315,掌趣科技,5.13,6.43,0.31,1807475.0,913020986.0,8.3,5.25,4.85,4.85,4.82,2.92,7.0,136.07,2.81,13890044445.0,13250931880.0,0.0,0.2,-0.39,3.85
145,600732,爱旭股份,15.29,6.4,0.92,985792.0,1503044102.0,8.77,15.66,14.4,14.4,14.37,2.61,4.7,-45.62,5.0,32372751323.0,32100754149.0,0.0,0.0,12.92,14.1
146,002837,英维克,99.05,6.4,5.96,751986.0,7471457911.14,8.33,102.4,94.65,94.95,93.09,2.17,8.84,181.79,29.2,96727858626.0,84211811779.0,-0.08,-0.09,-5.22,-7.33
147,002918,蒙娜丽莎,11.98,6.39,0.72,78042.0,91826347.61,6.84,12.02,11.25,11.36,11.26,1.61,3.64,45.63,1.49,4897501618.0,2566014529.0,0.25,0.17,-22.86,-15.81
148,002701,奥瑞金,5.41,6.29,0.32,1295945.0,717489965.04,4.13,5.6,5.39,5.56,5.09,8.18,5.07,13.66,1.42,13848304137.0,13835565167.0,0.0,0.19,-9.23,-9.08
149,688377,迪威尔,38.87,6.26,2.29,35639.0,137905173.0,8.53,39.7,36.58,36.58,36.58,1.7,1.83,61.51,3.99,7565762604.0,7565762604.0,-0.03,0.08,6.2,5.91
150,920790,联迪信息,28.22,6.25,1.66,31352.0,87848207.97,8.09,28.87,26.72,26.72,26.56,2.54,5.77,295.52,7.14,2228449304.0,1533727595.0,-0.11,0.14,-17.65,-14.48
151,301626,苏州天脉,280.5,6.25,16.5,34595.0,962721784.39,9.84,290.99,265.0,265.33,264.0,1.33,6.57,170.7,20.6,32448240000.0,14759628939.0,-0.12,-0.17,49.99,50.56
152,688525,佰维存储,241.71,6.24,14.19,416178.0,9988463781.0,6.54,248.0,233.12,233.98,227.52,1.41,8.84,133.41,20.75,113805941174.0,113805941174.0,-0.12,0.1,87.4,110.57
153,688013,天臣医疗,38.11,6.22,2.23,20148.0,75814043.0,6.8,38.39,35.95,35.95,35.88,1.42,2.48,36.78,5.48,3092839916.0,3092839916.0,0.21,0.24,-21.68,-20.74
154,300037,新宙邦,63.79,6.21,3.73,371753.0,2345128379.55,7.88,64.95,60.22,60.22,60.06,2.09,6.9,43.7,4.55,47956800070.0,34365234260.0,0.03,-0.06,18.97,21.74
155,300014,亿纬锂能,69.13,6.17,4.02,1062825.0,7318087426.95,7.83,70.75,65.65,66.0,65.11,1.86,5.22,35.07,3.41,144984377136.0,140780475445.0,-0.06,-0.04,-0.8,5.12
156,300348,长亮科技,14.48,6.16,0.84,649675.0,927836716.4,9.53,14.95,13.65,13.68,13.64,2.92,9.16,-773.04,5.55,11743833136.0,10268700729.0,-0.28,-0.34,-2.16,-6.46
157,300480,光力科技,33.41,6.13,1.93,274267.0,925982446.06,8.29,34.9,32.29,33.0,31.48,1.62,10.24,252.37,9.2,12288928276.0,8945900690.0,-0.06,-0.15,82.47,99.94
158,603256,宏和科技,80.86,6.12,4.66,334072.0,2670258604.0,11.22,83.82,75.27,77.2,76.2,1.49,3.8,362.26,43.11,73144859943.0,71134765650.0,0.27,0.32,111.12,119.67
159,300750,宁德时代,413.61,6.06,23.62,502224.0,20516910797.08,6.75,419.0,392.68,394.0,389.99,2.01,1.18,26.15,5.6,1887742192147.0,1760668738077.0,0.15,-0.09,11.48,12.62
160,603893,瑞芯微,170.01,6.01,9.64,126398.0,2174452957.0,4.35,176.18,169.2,170.0,160.37,2.54,3.0,68.82,16.33,71573291946.0,71553230766.0,0.0,-0.04,-9.21,-4.48
161,600847,万里股份,13.58,6.01,0.77,47484.0,63165938.0,4.84,13.58,12.96,12.96,12.81,1.45,3.1,-47.09,4.05,2081642892.0,2081642892.0,0.22,0.44,18.5,16.87
162,002104,恒宝股份,16.31,5.98,0.92,728183.0,1184016830.17,10.14,16.93,15.37,15.45,15.39,3.14,12.14,232.31,5.39,11553011602.0,9781090755.0,0.0,0.06,-16.27,-24.53
163,603091,众鑫股份,77.33,5.98,4.36,8777.0,66704027.0,6.51,77.76,73.01,73.01,72.97,1.4,2.79,29.97,3.73,7906125863.0,2431380397.0,-0.09,-0.15,-0.35,-2.37
164,600379,宝光股份,12.78,5.97,0.72,164856.0,208064350.0,6.47,12.84,12.06,12.06,12.06,3.93,4.99,63.97,5.44,4219975988.0,4219975988.0,0.0,-0.08,6.41,9.61
165,300840,酷特智能,18.83,5.97,1.06,158786.0,300953152.72,9.0,19.37,17.77,17.77,17.77,2.5,8.97,82.16,3.53,4519200000.0,3334513092.0,-0.05,-0.05,-2.49,-7.92
166,301358,湖南裕能,76.38,5.94,4.28,274488.0,2077491703.87,8.0,77.78,72.01,72.3,72.1,1.65,3.61,74.88,4.73,64414325545.0,58044074446.0,-0.16,-0.21,17.74,18.13
167,688035,德邦科技,63.03,5.93,3.53,78818.0,495789247.0,7.31,64.88,60.53,60.8,59.5,2.09,5.54,85.18,3.82,8965387200.0,8965387200.0,0.0,0.08,21.49,30.63
168,600884,杉杉股份,14.83,5.93,0.83,1522832.0,2228123235.0,7.64,15.09,14.02,14.02,14.0,2.61,8.3,88.22,1.52,33358792758.0,27214677533.0,0.0,0.07,10.75,9.77
169,603052,可川科技,70.19,5.93,3.93,138747.0,937856853.0,9.55,71.0,64.67,67.03,66.26,1.71,7.38,397.15,12.12,13188510224.0,13188510224.0,0.2,0.23,73.69,122.47
170,688073,毕得医药,62.6,5.9,3.49,24251.0,150844962.0,9.52,64.75,59.12,59.14,59.11,1.6,5.61,37.38,2.78,5689272545.0,2706459167.0,0.22,0.32,-7.37,2.54
171,688503,聚和材料,92.16,5.86,5.1,147177.0,1342326177.0,9.19,94.46,86.46,88.05,87.06,2.27,7.33,53.15,4.45,22305820539.0,18516769229.0,-0.15,-0.15,31.28,51.08
172,002492,恒基达鑫,7.96,5.85,0.44,173877.0,137769274.09,7.05,8.08,7.55,7.64,7.52,2.71,4.37,45.79,1.86,3223800000.0,3166764411.0,0.25,0.25,-7.76,-8.92
173,300277,汽轮科技,19.76,5.84,1.09,597766.0,1193939798.46,10.28,20.77,18.85,18.85,18.67,2.35,7.79,5721.27,13.8,29968110156.0,15169400568.0,0.1,0.05,52.35,51.42
174,300254,仟源医药,11.96,5.84,0.66,231380.0,274773920.0,7.35,12.18,11.35,11.35,11.3,2.08,10.24,102.87,10.41,3062460413.0,2702142773.0,-0.25,-0.33,17.6,18.18
175,603986,兆易创新,265.07,5.82,14.58,525511.0,13834933222.0,5.22,268.32,255.24,255.49,250.49,1.45,7.87,112.77,9.31,185841226687.0,177025617425.0,-0.13,-0.01,0.98,23.72
176,300769,德方纳米,44.92,5.82,2.47,312927.0,1411435878.91,8.5,46.4,42.79,42.96,42.45,2.38,12.43,-17.35,2.42,12586046308.0,11308945912.0,-0.11,-0.16,-1.6,2.07
177,301662,宏工科技,140.19,5.82,7.71,26225.0,364138455.1,7.77,142.3,132.0,132.39,132.48,2.89,15.77,285.94,7.78,11215200000.0,2331054366.0,-0.06,-0.02,-0.83,16.55
178,301499,维科精密,33.06,5.79,1.81,58877.0,196688098.74,8.45,34.34,31.7,31.8,31.25,3.16,17.03,86.34,3.52,4570705870.0,1142676484.0,-0.21,-0.15,8.64,12.33
179,920786,骑士乳业,8.41,5.79,0.46,170203.0,149263590.64,8.18,9.05,8.4,8.76,7.95,4.68,11.97,34.75,2.31,1758135730.0,1195872187.0,-0.24,-0.24,-17.87,-14.53
180,300555,ST路通,13.9,5.78,0.76,43609.0,58971934.0,5.71,13.9,13.15,13.19,13.14,1.62,2.2,-57.49,5.85,2780000000.0,2751989596.0,0.22,0.51,-7.95,-5.18
181,920523,德瑞锂电,24.16,5.78,1.32,37278.0,90098809.98,8.58,24.88,22.92,22.92,22.84,3.98,4.6,16.51,3.43,2447441075.0,1957914610.0,-0.17,-0.25,-10.98,-7.08
182,002080,中材科技,45.57,5.76,2.48,575908.0,2616182873.6,6.2,46.38,43.71,43.8,43.09,1.66,3.43,42.07,3.84,76472091723.0,76472091723.0,-0.02,0.02,24.0,25.4
183,603123,翠微股份,13.58,5.76,0.74,1104363.0,1456650430.0,14.33,14.11,12.27,12.65,12.84,1.79,16.93,-22.57,6.54,10846843911.0,8857907387.0,0.22,0.22,-10.13,-19.21
184,920245,威博液压,24.81,5.75,1.35,5839.0,14216043.5,5.54,24.86,23.56,23.56,23.46,2.38,1.54,95.98,3.54,1232486370.0,942679817.0,0.0,0.24,-14.48,-11.93
185,688499,利元亨,49.67,5.7,2.68,62472.0,308076482.0,6.07,50.18,47.33,47.46,46.99,1.72,3.7,164.44,3.62,8380745092.0,8380745092.0,-0.1,-0.06,-21.17,-13.95
186,002135,东南网架,7.61,5.69,0.41,504589.0,373550134.81,6.53,7.64,7.17,7.2,7.2,1.46,4.83,125.05,1.35,8489117093.0,7943857412.0,0.0,0.13,55.62,67.62
187,300033,同花顺,228.7,5.68,12.29,224259.0,5171879027.28,7.38,236.25,220.27,220.27,216.41,3.03,5.12,53.7,12.95,172128768000.0,100264576032.0,-0.1,-0.27,-10.62,0.98
188,300844,山水比德,35.18,5.68,1.89,23446.0,83343469.44,11.26,37.24,33.49,33.57,33.29,3.22,2.6,-65.53,4.47,3279158758.0,3167602978.0,-0.06,-0.11,-6.81,-0.87
189,300274,阳光电源,130.79,5.65,6.99,1041094.0,13569698163.12,5.97,133.0,125.61,125.61,123.8,1.4,6.55,20.14,5.82,271155322145.0,207958027321.0,-0.02,-0.05,-24.6,-23.53
190,000049,德赛电池,26.87,5.62,1.43,270394.0,730801064.56,7.78,27.6,25.62,25.63,25.44,2.85,7.03,34.36,1.55,10335237409.0,10332451742.0,0.0,-0.07,-1.93,-0.04
191,301419,阿莱德,44.89,5.57,2.37,117712.0,513696136.28,6.21,44.9,42.26,42.97,42.52,1.25,14.84,77.34,5.67,5386800000.0,3560971074.0,0.4,0.52,31.53,32.5
192,300819,聚杰微纤,46.48,5.56,2.45,95670.0,435144871.35,9.74,47.39,43.1,44.01,44.03,1.93,7.1,99.09,7.98,6935048400.0,6263749380.0,-0.02,-0.11,32.8,34.45
193,002534,西子洁能,17.93,5.53,0.94,260171.0,467134808.56,3.77,18.14,17.5,17.57,16.99,2.22,3.15,34.33,2.67,14988317724.0,14798754054.0,-0.06,-0.06,6.73,6.92
194,600232,金鹰股份,8.59,5.53,0.45,216560.0,184291415.0,8.48,8.85,8.16,8.17,8.14,3.23,5.94,150.36,3.3,3132932293.0,3132932293.0,-0.23,-0.23,0.59,8.6
195,603659,璞泰来,33.67,5.52,1.76,889867.0,2979365835.0,7.74,34.38,31.91,32.0,31.91,1.59,4.17,30.49,3.52,71932556889.0,71932556889.0,-0.18,-0.18,19.91,23.15
196,002432,九安医疗,92.83,5.48,4.82,267355.0,2469708863.92,7.44,94.8,88.25,89.18,88.01,0.74,6.1,20.37,1.94,43163702586.0,40697568459.0,-0.09,-0.06,127.08,131.84
197,300308,中际旭创,731.0,5.48,37.98,326917.0,23557526680.71,7.07,743.04,694.01,700.0,693.02,1.22,2.96,75.23,27.29,812227502154.0,808119828942.0,0.0,-0.32,17.98,19.84
198,002922,伊戈尔,39.71,5.47,2.06,298876.0,1176785797.7,7.86,40.68,37.72,38.0,37.65,1.96,7.99,83.93,4.44,16805515184.0,14858194681.0,0.0,0.05,11.8,30.11
199,002475,立讯精密,58.1,5.46,3.01,3820761.0,21959899021.49,7.77,59.18,54.9,55.42,55.09,2.6,5.26,27.56,5.3,423315717519.0,422344761707.0,-0.09,-0.12,1.24,2.74
200,300889,爱克股份,26.39,5.43,1.36,85743.0,227208792.82,7.15,26.99,25.2,25.2,25.03,1.92,5.86,-75.25,4.08,5811792641.0,3862624576.0,0.04,-0.08,27.8,27.49
201,688148,芳源股份,8.58,5.41,0.44,243333.0,207795416.0,6.27,8.67,8.16,8.16,8.14,1.99,4.77,-44.77,8.94,4377284795.0,4377284795.0,0.12,0.0,-14.46,-2.17
202,605222,起帆电缆,24.65,5.34,1.25,231181.0,555096467.0,7.69,24.85,23.05,23.18,23.4,2.07,5.6,34.16,2.18,10178067011.0,10178067011.0,0.12,1.19,27.92,34.04
203,600212,绿能慧充,7.52,5.32,0.38,282939.0,211707596.0,8.12,7.77,7.19,7.19,7.14,3.47,5.33,296.89,9.82,5295209602.0,3994475202.0,-0.27,-0.13,-6.0,-6.58
204,688619,罗普特,15.46,5.31,0.78,70268.0,109097442.0,7.97,15.85,14.68,14.68,14.68,2.49,3.79,-12.89,4.25,2866872129.0,2866872129.0,-0.06,-0.13,11.14,13.68
205,920284,灵鸽科技,30.55,5.31,1.54,48247.0,149802204.17,13.75,33.0,29.01,29.24,29.01,3.16,7.12,-389.89,10.29,3201201455.0,2070138723.0,0.16,-0.2,-25.85,-17.99
206,920433,大唐药业,5.37,5.29,0.27,82392.0,45496257.76,7.45,5.68,5.3,5.6,5.1,2.29,4.87,-16.67,3.6,1374288687.0,909229047.0,-0.19,0.0,-9.9,-8.52
207,002427,尤夫股份,6.78,5.28,0.34,583671.0,387028829.2,9.47,6.92,6.31,6.4,6.44,1.92,5.93,258.34,7.05,6681234228.0,6676303195.0,0.15,0.15,3.51,1.04
208,920045,蘅东光,399.0,5.28,20.0,23733.0,939137980.78,8.37,411.95,380.23,386.98,379.0,1.73,11.79,89.99,25.22,27160547652.0,8030886465.0,0.25,0.66,15.99,29.13
209,301362,民爆光电,143.38,5.27,7.18,68015.0,940619669.03,11.56,145.98,130.24,132.45,136.2,1.42,22.92,74.96,6.02,15007584600.0,4254084600.0,0.6,0.74,239.2,244.75
210,688146,中船特气,60.53,5.25,3.02,212124.0,1292287245.0,7.09,62.74,58.66,58.66,57.51,0.96,14.63,92.34,5.56,32045294135.0,8775085066.0,-0.08,0.05,35.14,49.83
211,688443,智翔金泰-U,29.97,5.23,1.49,85899.0,256020145.0,7.97,30.59,28.32,28.6,28.48,1.74,7.36,-20.49,6.92,10989399600.0,3496899600.0,0.1,0.03,4.68,10.02
212,301381,赛维时代,20.55,5.22,1.02,67039.0,137641395.24,8.19,21.25,19.65,19.78,19.53,3.37,3.43,29.65,3.11,8291066010.0,4016871510.0,0.0,0.05,-1.91,-0.19
213,300085,银之杰,38.18,5.21,1.89,711760.0,2766517053.2,12.68,41.28,36.68,36.71,36.29,1.64,10.92,-340.64,53.87,26979535626.0,24893850995.0,0.03,-0.03,-9.03,-4.76
214,603929,亚翔集成,209.36,5.21,10.37,85727.0,1770789293.0,6.23,212.89,200.49,204.0,198.99,2.08,4.02,50.07,19.39,44669049600.0,44669049600.0,0.43,0.54,78.33,119.23
215,002283,天润工业,10.57,5.17,0.52,605530.0,644524705.57,7.96,10.88,10.08,10.18,10.05,1.39,6.04,32.75,1.97,12044062371.0,10599876412.0,0.19,0.0,69.39,69.39
216,920593,鼎智科技,26.67,5.17,1.31,32555.0,87360477.19,7.77,27.5,25.53,25.53,25.36,2.11,2.01,175.67,7.06,5075418135.0,4310146088.0,-0.15,-0.11,-26.45,-26.97
217,600590,泰豪科技,14.84,5.17,0.73,750084.0,1108180603.0,7.73,15.15,14.06,14.28,14.11,1.4,8.89,193.68,3.96,12656587090.0,12518571721.0,-0.13,-0.13,53.78,57.7
218,601311,骆驼股份,9.97,5.17,0.49,631691.0,630385545.0,8.33,10.3,9.51,9.53,9.48,3.29,5.38,14.17,1.19,11696266796.0,11696266796.0,0.0,-0.1,6.4,8.72
219,600243,*ST海华,3.26,5.16,0.16,73840.0,23623040.0,5.48,3.26,3.09,3.1,3.1,1.33,1.68,-167.81,2.26,1430651000.0,1430651000.0,0.0,0.0,-36.7,-38.49
220,688661,和林微纳,87.05,5.13,4.25,65031.0,568603795.0,8.1,89.88,83.17,84.0,82.8,1.73,4.28,443.81,10.77,13221835253.0,13221835253.0,-0.01,0.0,33.88,68.18
221,301018,申菱环境,109.64,5.12,5.34,176630.0,1936962499.7,8.82,114.24,105.04,106.59,104.3,1.71,8.93,145.76,10.99,29170003117.0,21682068051.0,-0.05,0.09,58.55,72.61
222,301509,金凯生科,43.44,5.11,2.11,116036.0,499754165.52,8.23,44.4,41.0,41.82,41.33,1.24,20.45,37.94,2.37,5232203301.0,2464825912.0,0.42,0.46,24.01,28.6
223,688778,厦钨新能,75.8,5.1,3.68,67339.0,512128508.0,7.14,77.65,72.5,72.5,72.12,1.75,1.33,50.68,4.16,38255584091.0,38255584091.0,-0.21,-0.25,-7.16,-2.03
224,300333,兆日科技,9.48,5.1,0.46,168388.0,159057373.0,6.76,9.7,9.09,9.09,9.02,2.28,5.03,-369.89,5.49,3185280000.0,3173715035.0,0.11,0.0,-16.91,-17.57
225,600238,*ST椰岛,3.92,5.09,0.19,173347.0,62322070.0,10.19,3.92,3.54,3.54,3.73,3.6,3.89,-191.55,17.31,1756944000.0,1745464594.0,0.0,0.0,-37.97,-38.07
226,300695,兆丰股份,72.02,5.08,3.48,19874.0,143070339.77,6.94,73.73,68.97,68.97,68.54,3.2,1.94,21.01,2.54,7364543666.0,7364543666.0,0.21,0.22,-22.73,-28.02
227,600193,*ST创兴,3.52,5.07,0.17,298100.0,98751161.0,10.15,3.52,3.18,3.18,3.35,5.31,7.01,-145.41,16.81,1497312960.0,1497312960.0,0.0,0.0,-8.33,-8.09
228,301234,五洲医疗,40.01,5.07,1.93,21384.0,85212690.0,7.06,40.68,37.99,38.3,38.08,2.59,5.32,110.24,3.58,2720680000.0,1607226226.0,-0.05,-0.17,-11.03,-5.86
229,002211,ST宏达,3.73,5.07,0.18,98512.0,36272613.48,4.79,3.73,3.56,3.57,3.55,2.06,2.28,-113.56,118.89,1613134656.0,1613134656.0,0.0,0.0,13.72,16.93
230,002650,ST加加,8.09,5.06,0.39,48931.0,39557622.9,0.91,8.09,8.02,8.08,7.7,0.36,0.44,-372.42,5.03,8956308136.0,8956004761.0,0.0,0.0,22.21,25.23
231,600165,ST宁科,3.53,5.06,0.17,87217.0,30473981.0,5.06,3.53,3.36,3.36,3.36,1.72,1.19,-17.05,-13.49,5704069726.0,2587185170.0,0.0,0.0,-13.48,-14.94
232,603008,喜临门,12.48,5.05,0.6,374399.0,457666400.0,5.89,12.59,11.89,11.93,11.88,1.01,10.17,8.63,1.19,4596289589.0,4596289589.0,0.24,0.0,-39.56,-39.06
233,002047,*ST宝鹰,5.0,5.04,0.24,138844.0,68649313.5,3.99,5.0,4.81,4.81,4.76,0.54,0.92,128.04,149.25,7581243465.0,7580794685.0,0.0,0.0,29.53,35.87
234,300151,昌红科技,16.68,5.04,0.8,150510.0,251603909.3,7.05,17.02,15.9,15.9,15.88,1.82,4.08,137.46,5.72,8882247852.0,6149186684.0,0.06,0.0,7.2,10.61
235,002199,*ST东晶,8.56,5.03,0.41,19432.0,16449535.0,5.52,8.56,8.11,8.11,8.15,0.9,0.8,-39.94,10.93,2083866627.0,2083866627.0,0.0,0.0,-6.65,0.82
236,002713,*ST东易,14.23,5.02,0.68,197709.0,276535734.68,4.58,14.23,13.61,13.76,13.55,0.69,3.76,-174.28,-5.12,13538495768.0,7492106825.0,0.0,0.0,36.83,58.46
237,603389,*ST亚振,44.25,5.01,2.11,21374.0,94095420.0,4.84,44.25,42.21,42.21,42.14,2.76,0.81,-277.6,49.71,11626776000.0,11626776000.0,0.0,0.07,-1.51,-2.02
238,688188,柏楚电子,142.08,5.01,6.78,26982.0,384793840.0,4.66,144.96,138.65,138.74,135.3,1.96,0.93,36.87,6.76,41022748028.0,41022748028.0,-0.06,-0.05,-2.79,4.56
239,603813,*ST原尚,26.41,5.01,1.26,14651.0,38639965.0,2.19,26.41,25.86,26.41,25.15,6.81,1.4,-51.31,5.08,2773446150.0,2773446150.0,0.0,0.0,-33.39,-30.77
240,603580,*ST艾艾,17.61,5.01,0.84,25760.0,44879310.0,4.95,17.61,16.78,16.95,16.77,1.97,1.97,129.79,5.47,2301155052.0,2301155052.0,0.0,0.0,9.24,8.17
241,601696,中银证券,12.79,5.01,0.61,831709.0,1054946711.0,4.93,12.93,12.33,12.34,12.18,3.79,2.99,31.2,1.9,35530620000.0,35530620000.0,-0.08,-0.08,-16.3,-14.68
242,688005,容百科技,30.4,5.01,1.45,264362.0,801467457.0,6.36,30.98,29.14,29.14,28.95,1.79,3.7,-119.13,2.72,21727654288.0,21724410061.0,-0.03,-0.23,-12.64,-14.12
243,603557,ST起步,3.78,5.0,0.18,104825.0,39009181.0,5.28,3.78,3.59,3.59,3.6,1.07,1.68,-21.6,30.09,2356591437.0,2356591437.0,0.0,0.0,42.11,49.41
244,605189,富春染织,16.82,4.99,0.8,266051.0,445236098.0,7.49,17.46,16.26,16.49,16.02,5.75,13.71,42.55,1.76,3264386679.0,3264386679.0,0.12,0.12,9.51,7.34
245,002528,ST英飞拓,4.85,4.98,0.23,776949.0,372994196.32,4.98,4.85,4.62,4.75,4.62,2.97,7.4,-58.81,57.46,5813574148.0,5093564948.0,0.0,0.0,75.09,80.97
246,920808,曙光数创,74.9,4.98,3.55,40727.0,307737424.61,6.85,77.98,73.09,73.09,71.35,2.42,2.09,410.86,19.81,14980000075.0,14573456207.0,-0.12,-0.12,0.13,5.48
247,300506,ST名家汇,4.65,4.97,0.22,119979.0,55424580.5,4.74,4.74,4.53,4.55,4.43,1.63,1.63,-98.1,4.81,6629024046.0,3416338785.0,1.53,1.97,10.98,10.71
248,000793,*ST华闻,2.96,4.96,0.14,158301.0,46857096.0,0.0,2.96,2.96,2.96,2.82,1.08,0.81,-43.75,51.61,5911846553.0,5804585500.0,0.0,0.0,9.63,6.47
249,603021,ST华鹏,7.63,4.95,0.36,43455.0,32756816.0,5.36,7.63,7.24,7.24,7.27,0.61,1.36,-19.06,-59.62,2441203774.0,2441203774.0,0.0,0.0,56.03,63.38
250,600381,*ST春天,2.76,4.94,0.13,107318.0,29183447.0,5.32,2.76,2.62,2.65,2.63,0.9,1.83,-429.15,1.57,1620287645.0,1620287645.0,0.0,0.0,-35.21,-37.7
251,600421,*ST华嵘,6.16,4.94,0.29,42764.0,26090202.0,4.6,6.16,5.89,5.89,5.87,1.17,2.19,-424.38,195.46,1204896000.0,1204896000.0,0.0,0.0,-13.85,-11.75
252,002667,威领股份,26.23,4.92,1.23,331634.0,867082206.01,10.52,27.5,24.87,25.06,25.0,2.62,14.02,-392.9,18.1,6835315045.0,6206306530.0,-0.08,0.0,85.76,100.38
253,002653,海思科,56.02,4.89,2.61,66061.0,365711087.2,6.23,56.33,53.0,53.22,53.41,1.28,1.37,159.34,14.84,62737804679.0,27071001611.0,0.02,-0.05,-0.59,9.16
254,600382,广东明珠,9.43,4.89,0.44,424234.0,400896018.0,8.34,9.8,9.05,9.08,8.99,2.54,6.11,21.01,2.3,6548268279.0,6548268279.0,-0.11,-0.11,28.65,35.88
255,000929,*ST兰黄,9.46,4.88,0.44,63376.0,59470999.37,4.1,9.47,9.1,9.11,9.02,1.99,3.41,120.6,3.76,1757346360.0,1757234950.0,-0.11,-0.11,-3.96,7.38
256,688178,万德斯,32.22,4.88,1.5,28412.0,90402646.0,9.05,32.88,30.1,30.9,30.72,0.86,3.34,-24.07,2.98,2738630534.0,2738630534.0,-0.37,-0.15,35.15,34.08
257,603306,华懋科技,101.8,4.88,4.74,278856.0,2793363937.0,7.83,103.79,96.19,98.0,97.06,2.09,8.46,145.84,10.81,33542575221.0,33542575221.0,-0.14,-0.22,54.43,61.56
258,301160,翔楼新材,57.98,4.88,2.7,29951.0,173643366.76,6.69,59.3,55.6,55.61,55.28,1.54,4.05,32.6,3.86,6583966328.0,4286416755.0,-0.05,-0.14,-26.89,-19.35
259,301080,百普赛斯,48.87,4.87,2.27,69489.0,339817174.46,7.25,50.0,46.62,46.87,46.6,1.17,5.52,46.27,3.1,8169973955.0,6157539071.0,-0.02,-0.1,-15.2,-9.5
260,301308,江波龙,341.35,4.87,15.85,187353.0,6373739206.13,5.19,347.69,330.8,333.0,325.5,1.51,6.83,150.58,19.01,143075236890.0,93664442420.0,-0.19,-0.43,16.52,39.42
261,688766,普冉股份,254.6,4.86,11.81,66248.0,1687251599.0,5.43,261.1,247.91,249.95,242.79,1.28,4.47,181.64,15.59,37693301369.0,37693301369.0,-0.16,0.0,39.13,100.14
262,002558,巨人网络,34.57,4.85,1.6,671190.0,2310796983.49,6.4,35.18,33.07,33.12,32.97,1.33,3.53,34.78,4.41,65702427337.0,65702427337.0,0.09,0.03,-24.02,-20.14
263,300836,佰奥智能,59.24,4.85,2.74,22599.0,134538301.33,7.59,61.0,56.71,56.71,56.5,1.84,3.56,81.15,9.63,5490695536.0,3758910520.0,-0.32,-0.32,5.63,7.91
264,600568,ST中珠,3.03,4.84,0.14,238097.0,71104868.0,4.5,3.03,2.9,2.91,2.89,1.52,1.43,-134.05,3.52,6038395133.0,5057273855.0,0.0,0.0,14.77,20.72
265,600641,先导基电,22.08,4.84,1.02,745311.0,1617527601.0,5.65,22.26,21.07,21.33,21.06,1.33,8.01,-162.31,2.52,20548308634.0,20548308634.0,0.14,0.09,17.2,25.17
266,920932,科达自控,15.61,4.84,0.72,24337.0,37996448.59,6.04,15.94,15.04,15.05,14.89,1.65,2.8,-28.08,2.58,1644518964.0,1355153209.0,0.0,-0.26,-28.26,-27.53
267,600552,凯盛科技,13.48,4.82,0.62,853634.0,1150301760.0,6.53,13.85,13.01,13.09,12.86,2.27,9.04,98.96,3.0,12733300931.0,12733300931.0,-0.22,-0.44,6.98,8.71
268,600078,澄星股份,12.46,4.79,0.57,491132.0,613577229.0,8.66,12.83,11.8,11.9,11.89,2.47,7.41,226.55,4.86,8433088248.0,8255657848.0,-0.08,-0.08,18.78,29.93
269,002617,露笑科技,7.66,4.79,0.35,1179705.0,897184052.5,7.66,7.91,7.35,7.39,7.31,2.15,6.28,44.56,2.31,14624272480.0,14382583080.0,0.13,0.13,-7.38,-5.43
270,002487,大金重工,76.17,4.79,3.48,212602.0,1598532739.93,6.01,76.45,72.08,72.55,72.69,1.12,3.37,44.03,5.87,48577367913.0,48057196661.0,-0.26,-0.31,43.96,46.68
