symbol,code,name,change_date,total_shares
sz000034,000034,神州数码,2025-10-30,723444335.0
sz000035,000035,中国天楹,2025-10-28,2388032769.0
sz000036,000036,华联控股,2025-07-25,1403818725.0
sz000037,000037,深南电A,2025-06-30,602762596.0
sz000039,000039,中集集团,2025-12-31,5392520385.0
sz000042,000042,中洲控股,2025-06-30,664831139.0
sz000045,000045,深纺织Ａ,2025-06-30,506521849.0
sz000048,000048,京基智农,2025-06-30,530282250.0
sz000049,000049,德赛电池,2025-06-30,384638534.0
sz000050,000050,深天马Ａ,2025-12-31,2457747661.0
sz000055,000055,方大集团,2025-06-30,1073874227.0
sz000056,000056,皇庭国际,2025-06-30,1182528220.0
sz000058,000058,深 赛 格,2025-12-31,1231200672.0
sz000059,000059,华锦股份,2025-06-30,1599442537.0
sz000060,000060,中金岭南,2025-11-25,4441172458.0
sz000061,000061,农 产 品,2025-09-30,1984961197.9999998
sz000062,000062,深圳华强,2025-12-31,1045909322.0
sz000063,000063,中兴通讯,2025-12-31,4783534887.0
sz000065,000065,北方国际,2026-02-02,1161442159.0
sz000066,000066,中国长城,2025-06-30,3225799087.9999995
sz000068,000068,华控赛格,2025-12-31,1006671464.0
sz000069,000069,华侨城Ａ,2025-06-30,8037758053.0
sz000070,000070,特发信息,2025-06-30,900344760.0
sz000078,000078,海王生物,2025-06-30,2631123257.0
sz000088,000088,盐 田 港,2025-06-30,5199483346.0
sz000089,000089,深圳机场,2025-06-30,2050769509.0
sz000090,000090,天健集团,2025-06-30,1868545434.0
sz000096,000096,广聚能源,2025-06-30,528000000.0
sz000099,000099,中信海直,2025-12-31,775770137.0
sz000100,000100,TCL科技,2026-02-24,20800862447.0
sz000151,000151,中成股份,2026-03-24,350906285.99999994
sz000153,000153,丰原药业,2026-01-09,464685522.0
sz000155,000155,川能动力,2025-06-30,1846168342.0000002
sz000156,000156,华数传媒,2025-12-31,1852932441.9999998
sz000157,000157,中联重科,2025-06-30,8648535236.0
sz000158,000158,常山北明,2025-06-30,1598616721.0
sz000159,000159,国际实业,2025-06-30,480685993.0
sz000166,000166,申万宏源,2025-12-31,25039944559.999996
sz000301,000301,东方盛虹,2025-12-31,6611230317.000001
sz000333,000333,美的集团,2025-12-31,7597145346.0
sz000338,000338,潍柴动力,2026-03-16,8712397096.0
sz000400,000400,许继电气,2025-09-30,1018622249.0
sz000401,000401,金隅冀东,2025-12-31,2658216778.0
sz000402,000402,金 融 街,2025-06-30,2988929907.0000005
sz000403,000403,派林生物,2025-06-30,950397386.0
sz000404,000404,长虹华意,2025-06-30,695995978.9999999
sz000407,000407,胜利股份,2025-12-31,880084656.0
sz000408,000408,藏格矿业,2026-03-20,1570225744.9999998
sz000409,000409,云鼎科技,2026-03-04,677750505.0
sz000410,000410,沈阳机床,2025-10-23,2649073008.9999995
sz000411,000411,英特集团,2026-03-18,564849146.0
sz000415,000415,渤海租赁,2025-06-30,6184521282.0
sz000417,000417,合百集团,2025-06-30,779884200.0
sz000419,000419,通程控股,2025-06-30,543582655.0
sz000420,000420,吉林化纤,2025-06-30,2458868343.0
sz000421,000421,南京公用,2025-06-30,574415734.0
sz000422,000422,湖北宜化,2025-10-20,1088248412.0
sz000423,000423,东阿阿胶,2026-02-26,643976824.0
sz000425,000425,徐工机械,2026-02-09,11748615752.0
sz000426,000426,兴业银锡,2025-06-30,1775635739.0
sz000428,000428,华天酒店,2025-06-30,1018926000.0
sz000429,000429,粤高速Ａ,2025-12-31,2090806126.0
sz000498,000498,山东路桥,2025-12-31,1552441068.0
sz000501,000501,武商集团,2025-12-31,768992731.0
sz000503,000503,国新健康,2025-11-04,979252472.0
sz000505,000505,京粮控股,2025-12-31,726950251.0
sz000506,000506,招金黄金,2026-02-03,929017761.0
sz000507,000507,珠海港,2025-06-30,919734895.0
sz000509,000509,华塑控股,2025-12-31,1073128052.0
sz000510,000510,新金路,2025-06-30,648543589.0
sz000513,000513,丽珠集团,2025-12-31,887907171.0
sz000514,000514,渝 开 发,2025-06-30,843770965.0
sz000516,000516,国际医学,2025-06-30,2238896753.0
sz000517,000517,荣安地产,2025-06-30,3183922485.0
sz000519,000519,中兵红箭,2025-06-30,1392558982.0
sz000520,000520,凤凰航运,2025-06-30,1012083455.0
sz000521,000521,长虹美菱,2025-06-30,1029923714.9999999
sz000523,000523,红棉股份,2025-06-30,1835468461.0
sz000524,000524,岭南控股,2025-12-31,670208597.0
sz000525,000525,红太阳,2025-11-27,1303158541.0
sz000526,000526,学大教育,2025-07-28,121861109.0
sz000528,000528,柳 工,2025-12-31,2035965825.0
sz000529,000529,广弘控股,2025-06-30,583790330.0
sz000530,000530,冰山冷热,2025-06-30,843212507.0
sz000531,000531,穗恒运Ａ,2025-06-30,1041401332.0
sz000532,000532,华金资本,2025-06-30,344708340.0
sz000533,000533,顺钠股份,2025-06-30,690816000.0
sz000534,000534,万泽股份,2025-12-02,509548516.0
sz000536,000536,华映科技,2025-06-30,2766032803.0
sz000537,000537,绿发电力,2026-03-20,2055717899.0
sz000538,000538,云南白药,2025-06-30,1784262603.0
sz000539,000539,粤电力Ａ,2025-10-29,5250283986.0
sz000541,000541,佛山照明,2025-06-30,1535778230.0
sz000543,000543,皖能电力,2025-06-30,2266863331.0
sz000544,000544,中原环保,2025-06-30,974684488.0
sz000545,000545,金浦钛业,2025-06-30,986833095.9999999
sz000546,000546,金圆股份,2025-06-30,777648262.0
sz000547,000547,航天发展,2025-12-22,1598468268.9999998
sz000548,000548,湖南投资,2025-06-30,499215811.00000006
sz000550,000550,江铃汽车,2025-12-31,863214000.0
sz000551,000551,创元科技,2026-03-20,484733046.00000006
sz000552,000552,甘肃能化,2025-12-31,5351810636.0
sz000553,000553,安道麦A,2025-12-31,2329811766.0
sz000554,000554,泰山石油,2025-06-30,480793318.0
sz000555,000555,神州信息,2025-06-30,975774437.0
sz000557,000557,西部创业,2025-06-30,1458374735.0
sz000558,000558,天府文旅,2025-06-30,1289223949.0
sz000560,000560,我爱我家,2025-06-30,2355500851.0
sz000561,000561,烽火电子,2026-01-05,864018238.0
sz000563,000563,陕国投Ａ,2025-12-31,5113970358.0
sz000564,000564,供销大集,2025-06-30,18058063354.0
sz000565,000565,渝三峡Ａ,2025-06-30,433592220.0
sz000566,000566,海南海药,2025-12-26,1297365126.0
sz000567,000567,海德股份,2025-06-30,1954592155.0
sz000568,000568,泸州老窖,2026-02-24,1471941963.0
sz000570,000570,苏常柴Ａ,2025-06-30,705692507.0
sz000571,000571,新大洲A,2025-06-30,839129000.0
sz000572,000572,海马汽车,2025-06-30,1644636426.0
sz000573,000573,粤宏远Ａ,2025-06-30,638280604.0
sz000576,000576,甘化科工,2025-06-30,436418214.0
sz000581,000581,威孚高科,2025-07-08,966785693.0
sz000582,000582,北部湾港,2026-02-12,2517084480.0
sz000586,000586,汇源通信,2025-06-30,193440000.0
sz000589,000589,贵州轮胎,2026-03-09,1554624504.0
sz000590,000590,古汉医药,2025-06-30,239471267.0
sz000591,000591,太阳能,2025-12-31,3924442493.0000005
sz000592,000592,平潭发展,2025-06-30,1931780891.9999998
sz000593,000593,德龙汇能,2025-06-30,358631009.0
sz000596,000596,古井贡酒,2025-06-30,528600000.0
sz000597,000597,东北制药,2025-06-30,1427088265.0
sz000598,000598,兴蓉环境,2025-10-28,2984008721.0
sz000599,000599,青岛双星,2025-06-30,816758987.0
sz000600,000600,建投能源,2025-11-06,1803234376.0
sz000601,000601,韶能股份,2025-11-07,1064343324.0
sz000603,000603,盛达资源,2025-06-30,689969345.9999999
sz000605,000605,渤海股份,2025-06-30,352658600.0
sz000607,000607,华媒控股,2025-06-30,1017698410.0
sz000610,000610,西安旅游,2025-06-30,236747900.99999997
sz000612,000612,焦作万方,2025-12-31,1192199394.0
sz000617,000617,中油资本,2025-06-30,12642079079.0
sz000619,000619,海螺新材,2025-12-31,441168831.0
sz000620,000620,盈新发展,2025-06-30,5871815040.0
sz000623,000623,吉林敖东,2025-06-30,1195895387.0
sz000625,000625,长安汽车,2026-01-15,9912924112.0
sz000626,000626,远大控股,2025-07-31,506626864.0
sz000628,000628,高新发展,2025-08-19,352280000.0
sz000629,000629,钒钛股份,2025-10-18,9290947845.0
sz000630,000630,铜陵有色,2025-10-10,13409471510.0
sz000631,000631,顺发恒能,2026-03-03,2300000085.0
sz000632,000632,三木集团,2025-06-30,465519570.0
sz000633,000633,合金投资,2025-06-30,385106373.0
sz000635,000635,英 力 特,2026-02-27,394133623.0
sz000636,000636,风华高科,2025-06-30,1157013211.0
sz000637,000637,茂化实华,2025-06-30,519875356.0
sz000639,000639,西王食品,2025-06-30,1079428095.0
sz000650,000650,仁和药业,2025-06-30,1399938234.0
sz000651,000651,格力电器,2025-06-30,5601405741.0
sz000652,000652,泰达股份,2025-06-30,1475573852.0
sz000655,000655,金岭矿业,2025-12-31,595340230.0
sz000657,000657,中钨高新,2026-01-22,2278604400.0
sz000659,000659,珠海中富,2025-06-30,1285702520.0
sz000661,000661,长春高新,2025-11-15,407937529.0
sz000663,000663,永安林业,2025-06-30,336683929.0
sz000665,000665,湖北广电,2025-06-30,1137149495.0
sz000670,000670,盈方微,2026-01-05,844725255.0
sz000672,000672,上峰水泥,2025-06-30,969395450.0
sz000676,000676,智度股份,2025-12-19,1259789215.0
sz000677,000677,恒天海龙,2025-06-30,863977948.0
sz000678,000678,襄阳轴承,2025-06-30,459611797.0
sz000679,000679,大连友谊,2025-06-30,356400000.0
sz000680,000680,山推股份,2025-12-31,1500142612.0
sz000681,000681,视觉中国,2025-12-29,700577436.0
sz000682,000682,东方电子,2025-06-30,1340727006.9999998
sz000683,000683,博源化工,2025-12-22,3716831560.0
sz000685,000685,中山公用,2025-06-30,1475111351.0000002
sz000686,000686,东北证券,2025-06-30,2340452915.0
sz000688,000688,国城矿业,2025-12-31,1185067706.0
sz000690,000690,宝新能源,2025-06-30,2175887862.0
sz000692,000692,惠天热电,2025-06-30,532832976.0
sz000695,000695,滨海能源,2026-02-05,231752139.0
sz000700,000700,模塑科技,2025-06-30,918015389.0
sz000701,000701,厦门信达,2026-01-08,668313106.0
sz000702,000702,正虹科技,2025-06-30,346624948.0
sz000703,000703,恒逸石化,2025-12-31,3602621721.0000005
sz000705,000705,浙江震元,2025-06-30,334123286.0
sz000707,000707,双环科技,2026-03-02,584717193.0
sz000708,000708,中信特钢,2025-12-31,5047158005.0
sz000709,000709,河钢股份,2025-06-30,10337121092.0
sz000710,000710,贝瑞基因,2025-06-30,353521465.0
sz000712,000712,锦龙股份,2025-06-30,896000000.0
sz000713,000713,国投丰乐,2026-01-21,798219474.0
sz000715,000715,中兴商业,2025-06-30,540434622.0
sz000716,000716,黑芝麻,2025-11-13,752884050.0
sz000717,000717,中南股份,2025-06-30,2423845590.0
sz000718,000718,苏宁环球,2025-06-30,3034636384.0
sz000719,000719,中原传媒,2025-06-30,1023203749.0
sz000720,000720,新能泰山,2025-06-30,1256531571.0
sz000721,000721,西安饮食,2025-06-30,573914308.0
sz000722,000722,湖南发展,2025-06-30,464158282.00000006
sz000723,000723,美锦能源,2025-12-31,4403493617.0
sz000725,000725,京东方Ａ,2026-01-08,37044328064.0
sz000726,000726,鲁 泰Ａ,2025-12-31,817306920.0
sz000727,000727,冠捷科技,2025-06-30,4529566980.0
sz000728,000728,国元证券,2025-06-30,4363777891.0
sz000729,000729,燕京啤酒,2025-06-30,2818539341.0
sz000731,000731,四川美丰,2025-11-06,548825900.0
sz000733,000733,振华科技,2025-06-30,554169431.0
sz000735,000735,罗 牛 山,2025-06-30,1151513578.0
sz000737,000737,北方铜业,2025-07-21,1904716435.0
sz000738,000738,航发控制,2025-12-31,1315184001.0
sz000739,000739,普洛药业,2026-01-08,1158443576.0
sz000750,000750,国海证券,2025-12-31,6386174477.0
sz000751,000751,锌业股份,2025-06-30,1615630595.0
sz000753,000753,漳州发展,2025-06-30,991481070.9999999
sz000755,000755,山西高速,2025-06-30,1467310196.0
sz000756,000756,新华制药,2026-01-14,696683435.0
sz000757,000757,浩物股份,2025-06-30,532716095.0
sz000758,000758,中色股份,2025-12-19,1990439929.9999998
sz000759,000759,中百集团,2025-12-18,662463590.0
sz000761,000761,本钢板材,2025-12-31,4108236253.0
sz000762,000762,西藏矿业,2025-11-05,520819240.0
sz000766,000766,通化金马,2025-06-30,966494707.0
sz000767,000767,晋控电力,2025-06-30,3076942219.0
sz000768,000768,中航西飞,2026-02-24,2781149071.0
sz000776,000776,广发证券,2026-01-14,7824845511.0
sz000777,000777,中核科技,2025-06-30,383417593.0
sz000778,000778,新兴铸管,2025-06-30,3963182285.0000005
sz000779,000779,甘咨询,2025-06-30,464829452.0
sz000782,000782,恒申新材,2025-06-30,686581508.9999999
sz000783,000783,长江证券,2025-06-30,5530072948.0
sz000785,000785,居然智家,2025-06-30,6227048814.0
sz000786,000786,北新建材,2025-12-31,1702236042.0
sz000788,000788,北大医药,2025-06-30,595987425.0
sz000789,000789,万年青,2025-12-31,797407415.0
sz000790,000790,华神科技,2025-06-30,623719364.0
sz000791,000791,甘肃能源,2025-12-31,3243839742.0
sz000792,000792,盐湖股份,2025-06-30,5291572541.0
sz000795,000795,英洛华,2025-12-31,1133684103.0
sz000796,000796,凯撒旅业,2025-06-30,1603788916.0
sz000797,000797,中国武夷,2025-06-30,1570754217.0
sz000798,000798,中水渔业,2025-12-31,365858712.0
sz000799,000799,酒鬼酒,2025-06-30,324928980.0
sz000800,000800,一汽解放,2025-12-31,4921280975.0
sz000801,000801,四川九洲,2025-10-17,1016324759.0
sz000802,000802,北京文化,2025-06-30,715900255.0
sz000803,000803,山高环能,2025-09-03,466296153.0
sz000807,000807,云铝股份,2025-12-31,3467957405.0
sz000809,000809,和展能源,2025-06-30,824791293.0
sz000810,000810,创维数字,2026-01-12,1150195579.0
sz000811,000811,冰轮环境,2025-11-27,992477985.0
sz000812,000812,陕西金叶,2025-06-30,768692614.0
sz000813,000813,德展健康,2025-07-30,2097105540.0
sz000815,000815,美利云,2025-06-30,695263035.0
sz000816,000816,智慧农业,2025-06-30,1447013318.0000002
sz000818,000818,航锦科技,2025-06-30,660000039.0
sz000819,000819,岳阳兴长,2025-09-03,369504505.99999994
sz000822,000822,山东海化,2025-12-31,895091926.0
sz000823,000823,超声电子,2025-12-31,537001503.0
sz000825,000825,太钢不锈,2025-08-15,5696247796.0
sz000826,000826,启迪环境,2025-06-30,1425353248.0
sz000828,000828,东莞控股,2025-12-31,1039516992.0
sz000829,000829,天音控股,2025-06-30,1025100438.0
sz000830,000830,鲁西化工,2025-08-26,1904319011.0
sz000831,000831,中国稀土,2025-06-30,1061220807.0
sz000833,000833,粤桂股份,2025-06-30,802082221.0
sz000837,000837,秦川机床,2025-12-31,1023145837.0
sz000838,000838,财信发展,2025-06-30,1100462170.0
sz000839,000839,国安股份,2025-06-30,3919826352.0
sz000848,000848,承德露露,2025-12-18,1020000074.0
sz000850,000850,华茂股份,2025-06-30,943665009.0
sz000852,000852,石化机械,2025-06-30,955967689.0
sz000856,000856,冀东装备,2025-12-31,227000000.0
sz000858,000858,五 粮 液,2025-06-30,3881608005.0
sz000859,000859,国风新材,2025-06-30,895976271.0
sz000860,000860,顺鑫农业,2025-06-30,741766989.0
sz000862,000862,银星能源,2025-12-31,917954696.0
sz000863,000863,三湘印象,2025-06-30,1180699560.0
sz000868,000868,安凯客车,2025-06-30,939514734.9999999
sz000869,000869,张 裕Ａ,2025-12-17,657240128.0
sz000875,000875,电投绿能,2025-06-30,3627270626.0
sz000876,000876,新 希 望,2025-12-31,4502774306.0
sz000877,000877,天山股份,2025-06-30,7110491694.0
sz000878,000878,云南铜业,2026-03-16,2425184040.0
sz000880,000880,潍柴重机,2025-12-31,463848840.0
sz000881,000881,中广核技,2026-02-12,945425815.0
sz000882,000882,华联股份,2025-06-30,2737351947.0
sz000883,000883,湖北能源,2025-11-19,7079387630.0
sz000885,000885,城发环境,2025-06-30,642078255.0
sz000886,000886,海南高速,2025-06-30,988828300.0
sz000887,000887,中鼎股份,2025-06-30,1316489747.0
sz000888,000888,峨眉山Ａ,2025-06-30,526913102.0
sz000889,000889,中嘉博创,2025-06-30,936291116.0
sz000890,000890,法尔胜,2025-06-30,419503968.0
sz000892,000892,欢瑞世纪,2025-06-30,980980473.0
sz000893,000893,亚钾国际,2025-06-30,924051187.0000001
sz000895,000895,双汇发展,2025-12-31,3464661213.0
sz000897,000897,津滨发展,2025-06-30,1617272233.9999998
sz000898,000898,鞍钢股份,2025-06-30,9369221258.0
sz000899,000899,赣能股份,2025-06-30,975677760.0
sz000900,000900,现代投资,2025-06-30,1517828334.0
sz000901,000901,航天科技,2025-06-30,798201406.0
sz000902,000902,新洋丰,2025-12-31,1254733675.0
sz000905,000905,厦门港务,2026-03-24,1542307913.0
sz000906,000906,浙商中拓,2025-07-01,709663179.0
sz000910,000910,大亚圣象,2025-06-30,547397500.0
sz000911,000911,广农糖业,2025-06-30,400319818.0
sz000912,000912,泸天化,2025-12-31,1568000000.0
sz000913,000913,钱江摩托,2026-03-16,526593500.0
sz000915,000915,华特达因,2025-06-30,234331485.0
sz000917,000917,电广传媒,2025-06-30,1417556338.0
sz000919,000919,金陵药业,2025-10-24,621924528.0
sz000920,000920,沃顿科技,2025-12-31,472621118.0
sz000921,000921,海信家电,2025-07-28,1384861171.0
sz000922,000922,佳电股份,2025-12-31,694985154.0
sz000923,000923,河钢资源,2025-06-30,652728961.0
sz000925,000925,众合科技,2025-06-30,676369858.0
sz000926,000926,福星股份,2025-06-30,1592964774.0
sz000927,000927,中国铁物,2025-06-30,6050353641.0
sz000928,000928,中钢国际,2025-06-30,1434644621.0
sz000930,000930,中粮科技,2025-08-14,1856442396.0
sz000931,000931,中 关 村,2025-06-30,753126982.0
sz000932,000932,华菱钢铁,2026-03-04,6852609160.0
sz000933,000933,神火股份,2025-12-31,2249004399.0
sz000935,000935,四川双马,2025-06-30,763440333.0
sz000936,000936,华西股份,2025-06-30,886012887.0
sz000937,000937,冀中能源,2025-06-30,3533546850.0
sz000938,000938,紫光股份,2025-06-30,2860079874.0
sz000948,000948,南天信息,2025-08-29,389888774.0
sz000949,000949,新乡化纤,2026-01-27,1656899922.0
sz000950,000950,重药控股,2025-06-30,1728184696.0
sz000951,000951,中国重汽,2026-03-10,1174869360.0
sz000952,000952,广济药业,2025-07-23,346750339.0
sz000953,000953,河化股份,2025-06-30,366122195.0
sz000955,000955,欣龙控股,2025-06-30,538395000.0
sz000957,000957,中通客车,2025-06-30,592903936.0
sz000958,000958,电投产融,2026-01-13,17373128727.0
sz000959,000959,首钢股份,2026-03-25,7754967370.0
sz000960,000960,锡业股份,2026-03-02,1645431951.9999998
sz000962,000962,东方钽业,2026-03-27,527460166.0
sz000963,000963,华东医药,2026-03-05,1753736848.0
sz000965,000965,天保基建,2025-12-31,1109830895.0
sz000966,000966,长源电力,2025-06-30,3481035016.0
sz000967,000967,盈峰环境,2025-12-31,3166943903.0000005
sz000968,000968,蓝焰控股,2025-06-30,967502660.0
sz000969,000969,安泰科技,2025-12-29,1050519397.0
sz000970,000970,中科三环,2025-12-31,1215725773.0
sz000973,000973,佛塑科技,2026-02-12,2458236766.0
sz000975,000975,山金国际,2025-12-31,2776722265.0
sz000977,000977,浪潮信息,2025-12-04,1468476655.0
sz000978,000978,桂林旅游,2025-06-30,468130000.0
sz000980,000980,众泰汽车,2025-06-30,5042547739.0
sz000981,000981,山子高科,2025-07-24,9997470888.0
sz000983,000983,山西焦煤,2026-01-20,5677101059.0
sz000987,000987,越秀资本,2025-06-30,5017132462.0
sz000988,000988,华工科技,2025-12-31,1005502706.9999999
sz000989,000989,九芝堂,2025-12-31,855942012.0
sz000990,000990,诚志股份,2025-06-30,1215237535.0
sz000993,000993,闽东电力,2025-06-30,457951455.0
sz000995,000995,皇台酒业,2025-06-30,177408000.0
sz000997,000997,新 大 陆,2025-09-10,1013097915.0000001
sz000998,000998,隆平高科,2025-06-30,1469448060.9999998
sz000999,000999,华润三九,2025-12-31,1664217858.0000002
sz001201,001201,东瑞股份,2025-07-01,257784001.0
sz001202,001202,炬申股份,2025-10-09,166691110.0
sz001203,001203,大中矿业,2025-12-31,1533080435.0
sz001205,001205,盛航股份,2025-12-31,188003534.0
sz001206,001206,依依股份,2025-06-30,184893808.0
sz001207,001207,联科科技,2026-03-23,216526960.0
sz001208,001208,华菱线缆,2025-10-21,638350432.0
sz001209,001209,洪兴股份,2025-06-30,131522720.00000001
sz001210,001210,金房能源,2025-12-31,156812676.0
sz001211,001211,双枪科技,2025-06-30,72000000.0
sz001212,001212,中旗新材,2025-12-19,200959624.0
sz001213,001213,中铁特货,2025-06-30,4444444444.0
sz001215,001215,千味央厨,2025-09-19,97160446.0
sz001216,001216,华瓷股份,2025-06-30,251866699.99999997
sz001217,001217,华尔泰,2025-06-30,331870000.0
sz001218,001218,丽臣实业,2025-07-28,130178259.99999999
sz001219,001219,青岛食品,2025-12-19,194983750.0
sz001220,001220,世盟股份,2026-02-03,92290000.0
sz001221,001221,悍高集团,2026-01-30,400010000.0
sz001222,001222,源飞宠物,2025-09-25,190890000.0
sz001223,001223,欧克科技,2025-12-17,93352000.0
sz001225,001225,和泰机电,2025-12-31,65866800.0
sz001226,001226,拓山重工,2025-07-01,74666700.0
sz001227,001227,兰州银行,2026-01-19,5695697168.000001
sz001228,001228,永泰运,2025-06-30,103864609.0
sz001229,001229,魅视科技,2025-12-11,102451500.0
sz001230,001230,劲旅环境,2026-01-21,134226057.0
sz001231,001231,农心科技,2025-11-18,99940000.0
sz001233,001233,海安集团,2025-11-25,185973334.0
sz001234,001234,泰慕士,2025-12-31,109413700.00000001
sz001236,001236,弘业期货,2025-08-08,1007777778.0
sz001238,001238,浙江正特,2025-10-21,110820000.0
sz001239,001239,永达股份,2025-12-31,240000000.0
sz001255,001255,博菲电气,2026-02-09,87122184.0
sz001256,001256,炜冈科技,2025-12-31,142612558.0
sz001258,001258,立新能源,2025-08-01,933333334.0
sz001259,001259,利仁科技,2025-09-01,73588888.0
sz001260,001260,坤泰股份,2026-02-24,115000000.0
sz001266,001266,宏英智能,2026-01-10,103580242.0
sz001267,001267,汇绿生态,2025-10-17,785164678.0
sz001268,001268,联合精密,2025-07-02,107933334.0
sz001269,001269,欧晶科技,2025-12-31,192411586.0
sz001277,001277,速达股份,2025-09-03,76000000.0
sz001278,001278,一彬科技,2026-03-09,123733400.0
sz001279,001279,强邦新材,2025-10-13,160000000.0
sz001280,001280,中国铀业,2025-12-03,2068181818.0
sz001282,001282,三联锻造,2025-06-30,222185600.0
sz001283,001283,豪鹏科技,2025-09-05,99943066.99999999
sz001285,001285,瑞立科密,2025-09-30,180178184.0
sz001286,001286,陕西能源,2025-06-30,3750000000.0
sz001287,001287,中电港,2025-06-30,759900097.0
sz001288,001288,运机集团,2025-12-31,234880395.0
sz001289,001289,龙源电力,2025-06-30,8359816164.000001
sz001296,001296,长江材料,2025-06-30,149591086.0
sz001298,001298,好上好,2026-03-27,298285536.0
sz001299,001299,美能能源,2025-10-31,242638606.0
sz001300,001300,三柏硕,2025-10-20,243775914.0
sz001301,001301,尚太科技,2026-01-12,260802350.0
sz001306,001306,夏厦精密,2025-08-01,62850600.00000001
sz001308,001308,康冠科技,2025-11-10,703447592.0
sz001309,001309,德明利,2025-12-31,226845658.0
sz001311,001311,多利科技,2026-03-05,310509334.0
sz001313,001313,粤海饲料,2025-06-30,700000000.0
sz001314,001314,亿道信息,2026-03-12,142634000.0
sz001316,001316,润贝航科,2025-12-05,115115420.0
sz001317,001317,三羊马,2025-10-16,85565798.0
sz001318,001318,阳光乳业,2025-06-30,282660000.0
sz001319,001319,铭科精技,2025-06-30,141400000.0
sz001322,001322,箭牌家居,2025-10-27,967162960.0
sz001323,001323,慕思股份,2025-12-25,435080764.0
sz001324,001324,长青科技,2025-06-30,138000000.0
sz001325,001325,元创股份,2025-12-18,78400000.0
sz001326,001326,联域股份,2025-06-30,73200000.0
sz001328,001328,登康口腔,2026-02-06,172173800.0
sz001330,001330,博纳影业,2025-11-18,1374518984.0
sz001331,001331,胜通能源,2025-09-08,282240000.0
sz001332,001332,锡装股份,2025-10-17,110490000.0
sz001333,001333,光华股份,2025-06-30,128000000.0
sz001335,001335,信凯科技,2025-10-15,93739560.0
sz001336,001336,楚环科技,2025-07-25,80373500.0
sz001337,001337,四川黄金,2026-03-04,420000000.0
sz001338,001338,永顺泰,2025-11-17,501730834.00000006
sz001339,001339,智微智能,2026-01-06,252246840.0
sz001356,001356,富岭股份,2026-01-23,589320000.0
sz001358,001358,兴欣新材,2025-06-30,123200000.0
sz001359,001359,平安电工,2025-06-30,185503165.0
sz001360,001360,南矿集团,2025-06-30,204000000.0
sz001366,001366,播恩集团,2026-03-09,160680000.0
sz001367,001367,海森药业,2025-12-31,152351200.0
sz001368,001368,通达创智,2025-12-31,113836944.0
sz001369,001369,双欣材料,2025-12-30,1147000000.0
sz001373,001373,翔腾新材,2025-06-30,68686888.0
sz001376,001376,百通能源,2025-06-30,460900000.0
sz001378,001378,德冠新材,2026-02-10,133333600.0
sz001379,001379,腾达科技,2025-06-30,200000000.0
sz001380,001380,华纬科技,2025-06-30,270854208.0
sz001382,001382,新亚电缆,2026-03-23,412000000.0
sz001386,001386,马可波罗,2025-10-22,1194920000.0
sz001387,001387,雪祺电气,2025-11-17,183030400.0
sz001388,001388,信通电子,2026-01-05,156000000.0
sz001389,001389,广合科技,2026-03-20,472446482.00000006
sz001390,001390,古麒绒材,2025-12-05,200000000.0
sz001391,001391,国货航,2025-12-30,12208881225.0
sz001395,001395,亚联机械,2026-01-27,87240000.0
sz001396,001396,誉帆科技,2025-12-30,106902416.0
sz001400,001400,江顺科技,2025-06-30,60000000.0
sz001696,001696,宗申动力,2025-06-30,1145026920.0
sz001872,001872,招商港口,2025-11-14,2481792985.0
sz001896,001896,豫能控股,2025-06-30,1525781330.0
sz001914,001914,招商积余,2025-12-31,1053719858.0
sz001965,001965,招商公路,2025-10-30,6795094992.0
sz001979,001979,招商蛇口,2025-12-31,9016032171.0
sz002001,002001,新 和 成,2025-06-30,3073421680.0
sz002003,002003,伟星股份,2026-01-12,1188889653.0
sz002004,002004,华邦健康,2025-06-30,1979919191.0
sz002006,002006,精工科技,2025-06-30,519793440.0
sz002007,002007,华兰生物,2025-12-31,1827456666.0
sz002008,002008,大族激光,2025-07-01,1029603408.0
sz002009,002009,天奇股份,2025-06-30,402233206.99999994
sz002010,002010,传化智联,2025-12-01,2764030908.0
sz002011,002011,盾安环境,2026-01-09,1074677139.0
sz002012,002012,凯恩股份,2025-12-31,467625470.0
sz002014,002014,永新股份,2025-06-30,612491866.0
sz002015,002015,协鑫能科,2025-06-30,1623324614.0
sz002016,002016,世荣兆业,2025-06-30,809095632.0
sz002017,002017,东信和平,2025-06-30,580431909.0
sz002019,002019,亿帆医药,2025-06-30,1216390085.0
sz002020,002020,京新药业,2025-06-30,861029140.0
sz002021,002021,中捷资源,2025-06-30,1195477323.0
sz002022,002022,科华生物,2025-12-31,514349558.00000006
sz002023,002023,海特高新,2025-08-09,740860235.0
sz002025,002025,航天电器,2025-06-30,455425988.0
sz002026,002026,山东威达,2026-01-19,440531939.0
sz002027,002027,分众传媒,2025-06-30,14442199726.0
sz002028,002028,思源电气,2025-06-30,778405282.0
sz002029,002029,七 匹 狼,2025-07-11,705023537.0000001
sz002030,002030,达安基因,2025-06-30,1403446032.0000002
sz002031,002031,巨轮智能,2025-06-30,2199395670.0
sz002032,002032,苏 泊 尔,2026-03-06,801689443.0
sz002033,002033,丽江股份,2025-12-31,549490711.0
sz002034,002034,旺能环境,2025-12-31,433986269.0
sz002035,002035,华帝股份,2025-06-30,847653618.0
sz002036,002036,联创电子,2026-03-16,1057598056.0000001
