scenario,window,start,end,days,avg_active_scale,max_active_scale,pct_active_days_above_1x,scale_change_cost_sum,financing_cost_sum,annual,vol,sharpe,max_dd,total_return
fixed_1.2x_3pct_financing,full,2010-02-02,2026-04-24,3936,1.1999999999999997,1.2,1.0,0.2544,0.07362295081967209,0.3862797240415543,0.13808815394477855,2.449164784474475,-0.14361505613586145,199.01917314067967
fixed_1.2x_3pct_financing,10y,2016-04-25,2026-04-24,2427,1.1999999999999997,1.2,1.0,0.15239999999999998,0.04529508196721309,0.3960773773203916,0.16021680509138764,2.1743510167744877,-0.14361505613586145,27.086639860986647
fixed_1.2x_3pct_financing,5y,2021-04-26,2026-04-24,1208,1.1999999999999997,1.2,1.0,0.0876,0.022844262295081953,0.39649559463863326,0.1922381598411145,1.849618225410941,-0.14361505613586145,4.30034797466917
fixed_1.2x_3pct_financing,3y,2023-04-25,2026-04-24,723,1.2,1.2,1.0,0.045599999999999995,0.013278688524590156,0.337191935061659,0.1827416447568823,1.7013026270076383,-0.14361505613586145,1.3895830059727858
fixed_1.2x_3pct_financing,1y,2025-04-25,2026-04-24,239,1.2,1.2,1.0,0.0204,0.003786885245901637,0.21824907646173153,0.18188783205656,1.1954540349032645,-0.14361505613586112,0.21742628733074532
fixed_1.5x_no_financing,full,2010-02-02,2026-04-24,3936,1.5,1.5,1.0,0.31800000000000006,0.0,0.5082870422010952,0.1726114152744659,2.48249277967911,-0.17652125153081855,784.824685689254
fixed_1.5x_no_financing,10y,2016-04-25,2026-04-24,2427,1.5,1.5,1.0,0.1905,0.0,0.5200802223222265,0.20026506843148062,2.2032105636433643,-0.17652125153081855,64.75339776255231
fixed_1.5x_no_financing,5y,2021-04-26,2026-04-24,1208,1.5,1.5,1.0,0.10950000000000001,0.0,0.5181586071023447,0.24028149965032125,1.8742328573015605,-0.1765212515308182,7.043939346194383
fixed_1.5x_no_financing,3y,2023-04-25,2026-04-24,723,1.5,1.5,1.0,0.05700000000000001,0.0,0.43854793229600775,0.2284062367189806,1.7265451117323536,-0.17652125153081832,1.9747380694984242
fixed_1.5x_no_financing,1y,2025-04-25,2026-04-24,239,1.5,1.5,1.0,0.025500000000000002,0.0,0.27968332459828615,0.2273335677001538,1.217719049576148,-0.17652125153081855,0.2786037457092201
fixed_1.5x_3pct_financing,full,2010-02-02,2026-04-24,3936,1.5,1.5,1.0,0.31800000000000006,0.1840573770491803,0.4913069284483773,0.17257185193035404,2.416944168286348,-0.17784631270389606,652.9790273123812
fixed_1.5x_3pct_financing,10y,2016-04-25,2026-04-24,2427,1.5,1.5,1.0,0.1905,0.11323770491803277,0.5029944702390527,0.20022986229041517,2.146741171190722,-0.17784631270389573,57.728255858124875
fixed_1.5x_3pct_financing,5y,2021-04-26,2026-04-24,1208,1.5,1.5,1.0,0.10950000000000001,0.05711065573770491,0.5009318634845845,0.24025233537957377,1.8264458696168948,-0.17784631270389606,6.598335652835287
fixed_1.5x_3pct_financing,3y,2023-04-25,2026-04-24,723,1.5,1.5,1.0,0.05700000000000001,0.0331967213114754,0.42273640030227133,0.22837712213264544,1.6777089947377637,-0.17784631270389606,1.877788713278831
fixed_1.5x_3pct_financing,1y,2025-04-25,2026-04-24,239,1.5,1.5,1.0,0.025500000000000002,0.009467213114754095,0.26760216310524454,0.2273035541165184,1.175358410335758,-0.17784631270389628,0.26657389193388936
targetvol_15_w60_max1p5_no_financing,full,2010-02-02,2026-04-24,3936,1.3029881591161439,1.5,0.7915831663326653,0.29522090957094077,0.0,0.430717695989451,0.1360425685145921,2.7174296153494106,-0.14615320624708683,332.70271838680105
targetvol_15_w60_max1p5_no_financing,10y,2016-04-25,2026-04-24,2427,1.2056720204829456,1.5,0.6932681867535287,0.16611469172344845,0.0,0.41011494430723316,0.14918564576742152,2.39112417537769,-0.1461532062470864,30.040749389892753
targetvol_15_w60_max1p5_no_financing,5y,2021-04-26,2026-04-24,1208,1.0039599188577981,1.5,0.4251883745963401,0.08408816139539411,0.0,0.3326988755407865,0.15805166368185256,1.9129985373216594,-0.11490892846335865,3.1965440546514516
targetvol_15_w60_max1p5_no_financing,3y,2023-04-25,2026-04-24,723,1.071307078728213,1.5,0.6240740740740741,0.04815213270029202,0.0,0.3152165811321659,0.16208929317805662,1.7923830803046545,-0.11490892846335954,1.2737749560944098
targetvol_15_w60_max1p5_no_financing,1y,2025-04-25,2026-04-24,239,1.033262548276409,1.4062089810072618,0.6103896103896104,0.020538084191541996,0.0,0.17861778798545158,0.1611845237295292,1.118092399228443,-0.11490892846335932,0.17795508299286555
targetvol_15_w60_max1p5_3pct_financing,full,2010-02-02,2026-04-24,3936,1.3029881591161439,1.5,0.7915831663326653,0.29522090957094077,0.12175307168275398,0.4200425045805378,0.13600118963360164,2.662759090736082,-0.14727364601668702,294.52671623171955
targetvol_15_w60_max1p5_3pct_financing,10y,2016-04-25,2026-04-24,2427,1.2056720204829456,1.5,0.6932681867535287,0.16611469172344845,0.05679831512568655,0.4021436339604214,0.1491476916781487,2.3534467430373556,-0.1472736460166867,28.33068470038569
targetvol_15_w60_max1p5_3pct_financing,5y,2021-04-26,2026-04-24,1208,1.0039599188577981,1.5,0.4251883745963401,0.08408816139539411,0.010365578169295585,0.32994204857537635,0.15803437376687268,1.8999593872520388,-0.11495026241925832,3.1533712888297583
targetvol_15_w60_max1p5_3pct_financing,3y,2023-04-25,2026-04-24,723,1.071307078728213,1.5,0.6240740740740741,0.04815213270029202,0.007666750212464744,0.31186564183969545,0.16206631833759763,1.7766721296487324,-0.11495026241925799,1.256451488879724
targetvol_15_w60_max1p5_3pct_financing,1y,2025-04-25,2026-04-24,239,1.033262548276409,1.4062089810072618,0.6103896103896104,0.020538084191541996,0.001466680939192856,0.17688652067161303,0.16117799852312212,1.1088475341053121,-0.11495026241925843,0.17623070639561966
targetvol_20_w60_max1p5_no_financing,full,2010-02-02,2026-04-24,3936,1.4163980451193174,1.5,0.9595858383433534,0.31244569575202075,0.0,0.47638479461124983,0.15636224167952728,2.585659905505202,-0.15702356254765304,554.5404871879622
targetvol_20_w60_max1p5_no_financing,10y,2016-04-25,2026-04-24,2427,1.380127984303603,1.5,0.9663409337676439,0.18494569575202072,0.0,0.47245526646865965,0.17774044150494744,2.278186257732687,-0.15702356254765304,46.83337069782439
targetvol_20_w60_max1p5_no_financing,5y,2021-04-26,2026-04-24,1208,1.2764052647540354,1.5,0.9332615715823466,0.10317707700235024,0.0,0.4273575335598312,0.20290923584485251,1.8715438023709234,-0.151183349410989,4.911693517036299
targetvol_20_w60_max1p5_no_financing,3y,2023-04-25,2026-04-24,723,1.359888130984149,1.5,1.0,0.056532797971290696,0.0,0.3944196544984304,0.206729058113238,1.7318842596579203,-0.1511833494109891,1.709467779554804
targetvol_20_w60_max1p5_no_financing,1y,2025-04-25,2026-04-24,239,1.3501307237370517,1.5,1.0,0.02501634867888705,0.0,0.22985830994294876,0.2085652831956481,1.1138155273605908,-0.15118334941098943,0.22898778855697377
targetvol_20_w60_max1p5_3pct_financing,full,2010-02-02,2026-04-24,3936,1.4163980451193174,1.5,0.9595858383433534,0.31244569575202075,0.1537914030290899,0.462484284486838,0.15632101604757978,2.5253530995110647,-0.15963682561536907,475.5088048037297
targetvol_20_w60_max1p5_3pct_financing,10y,2016-04-25,2026-04-24,2427,1.380127984303603,1.5,0.9663409337676439,0.18494569575202072,0.08659878007827024,0.45978152848399145,0.17770534429103188,2.2296435091521745,-0.15963682561536918,42.87366815232326
targetvol_20_w60_max1p5_3pct_financing,5y,2021-04-26,2026-04-24,1208,1.2764052647540354,1.5,0.9332615715823466,0.10317707700235024,0.032080510881868085,0.4182360606203741,0.20288580717589227,1.8398215710324912,-0.15194784634715364,4.725426222664488
targetvol_20_w60_max1p5_3pct_financing,3y,2023-04-25,2026-04-24,723,1.359888130984149,1.5,1.0,0.056532797971290696,0.023894211975177108,0.38337075085795447,0.20670243936257507,1.693095250383138,-0.15194784634715364,1.6456133008489142
targetvol_20_w60_max1p5_3pct_financing,1y,2025-04-25,2026-04-24,239,1.3501307237370517,1.5,1.0,0.02501634867888705,0.006629524359283521,0.2217119345013303,0.20855413166467565,1.0814220353916921,-0.15194784634715386,0.2208749468623421
targetvol_25_w60_max1p5_no_financing,full,2010-02-02,2026-04-24,3936,1.471190668893056,1.5,0.9802939211756847,0.3202461675221683,0.0,0.49623735218383747,0.1678444553755079,2.500027606768934,-0.1724162230293811,688.9490499057439
targetvol_25_w60_max1p5_no_financing,10y,2016-04-25,2026-04-24,2427,1.4691883076361616,1.5,1.0,0.19274616752216833,0.0,0.5047214307010812,0.1939811446523749,2.2154985659488,-0.17241622302938098,58.40627088010407
targetvol_25_w60_max1p5_no_financing,5y,2021-04-26,2026-04-24,1208,1.4395271865541857,1.5,1.0,0.11165836771622564,0.0,0.4874754974164306,0.22972982518077076,1.859728996474604,-0.1724162230293813,6.264183114520408
targetvol_25_w60_max1p5_no_financing,3y,2023-04-25,2026-04-24,723,1.47713108506865,1.5,1.0,0.057765300238286924,0.0,0.43080603705541054,0.22485090524813892,1.7259082036406521,-0.17241622302938087,1.9270006849358623
targetvol_25_w60_max1p5_no_financing,1y,2025-04-25,2026-04-24,239,1.4816031394158033,1.5,1.0,0.02571809443339236,0.0,0.268088960486647,0.22472457453954214,1.188003305528878,-0.1724162230293812,0.2670586294879018
targetvol_25_w60_max1p5_3pct_financing,full,2010-02-02,2026-04-24,3936,1.471190668893056,1.5,0.9802939211756847,0.3202461675221683,0.1734522372130094,0.48035807107030926,0.16780536904658255,2.4365319529314355,-0.17371274251036906,579.2965083322266
targetvol_25_w60_max1p5_3pct_financing,10y,2016-04-25,2026-04-24,2427,1.4691883076361616,1.5,1.0,0.19274616752216833,0.10625961426218973,0.4888443003799243,0.19394803813634345,2.1607956101238046,-0.17371274251036894,52.42972927227773
targetvol_25_w60_max1p5_3pct_financing,5y,2021-04-26,2026-04-24,1208,1.4395271865541857,1.5,1.0,0.11165836771622564,0.05020337167731622,0.47262640773356734,0.2297050064996779,1.8157845467369396,-0.17371274251036872,5.909194885172027
targetvol_25_w60_max1p5_3pct_financing,3y,2023-04-25,2026-04-24,723,1.47713108506865,1.5,1.0,0.057765300238286924,0.03167837532013169,0.4157948568128911,0.22482266845609405,1.6785723636079775,-0.1737127425103685,1.83590010501606
targetvol_25_w60_max1p5_3pct_financing,1y,2025-04-25,2026-04-24,239,1.4816031394158033,1.5,1.0,0.02571809443339236,0.009118879115168078,0.2565538408629975,0.22470077194121033,1.1466978262503995,-0.1737127425103685,0.2555721476123758
targetvol_30_w60_max1p5_no_financing,full,2010-02-02,2026-04-24,3936,1.48807231251702,1.5,0.9802939211756847,0.31879469723769993,0.0,0.5035340757972775,0.1718712844122086,2.473950699700544,-0.17652125153081877,745.6036217220832
targetvol_30_w60_max1p5_no_financing,10y,2016-04-25,2026-04-24,2427,1.4966278521585006,1.5,1.0,0.1912946972376999,0.0,0.5166480868307406,0.1996163231803206,2.1983320316061965,-0.17652125153081855,63.284365632720295
targetvol_30_w60_max1p5_no_financing,5y,2021-04-26,2026-04-24,1208,1.493313782213087,1.5,1.0,0.1102946972376999,0.0,0.5113051343864934,0.23919467112940634,1.8625635866130454,-0.1765212515308182,6.864225357988749
targetvol_30_w60_max1p5_no_financing,3y,2023-04-25,2026-04-24,723,1.5,1.5,1.0,0.05700000000000001,0.0,0.43854793229600775,0.2284062367189806,1.7265451117323536,-0.17652125153081832,1.9747380694984242
targetvol_30_w60_max1p5_no_financing,1y,2025-04-25,2026-04-24,239,1.5,1.5,1.0,0.025500000000000002,0.0,0.27968332459828615,0.2273335677001538,1.217719049576148,-0.17652125153081855,0.2786037457092201
targetvol_30_w60_max1p5_3pct_financing,full,2010-02-02,2026-04-24,3936,1.48807231251702,1.5,0.9802939211756847,0.31879469723769993,0.179666619304421,0.48700898897546385,0.17183177193087837,2.4097011279376503,-0.1778463127038955,623.0663747803289
targetvol_30_w60_max1p5_3pct_financing,10y,2016-04-25,2026-04-24,2427,1.4966278521585006,1.5,1.0,0.1912946972376999,0.11247399635360135,0.49971474958013506,0.1995824383750494,2.1420487467384404,-0.17784631270389573,56.45975888821794
targetvol_30_w60_max1p5_3pct_financing,5y,2021-04-26,2026-04-24,1208,1.493313782213087,1.5,1.0,0.1102946972376999,0.05634694717327348,0.49438320159028537,0.2391677525899098,1.815185964012819,-0.17784631270389573,6.434215918456633
targetvol_30_w60_max1p5_3pct_financing,3y,2023-04-25,2026-04-24,723,1.5,1.5,1.0,0.05700000000000001,0.0331967213114754,0.42273640030227133,0.22837712213264544,1.6777089947377637,-0.17784631270389606,1.877788713278831
targetvol_30_w60_max1p5_3pct_financing,1y,2025-04-25,2026-04-24,239,1.5,1.5,1.0,0.025500000000000002,0.009467213114754095,0.26760216310524454,0.2273035541165184,1.175358410335758,-0.17784631270389628,0.26657389193388936
targetvol_35_w60_max1p5_no_financing,full,2010-02-02,2026-04-24,3936,1.4901469605878424,1.5,0.9802939211756847,0.31800000000000006,0.0,0.5056297700117527,0.17233643671022134,2.475871714602935,-0.1765212515308182,762.665075121579
targetvol_35_w60_max1p5_no_financing,10y,2016-04-25,2026-04-24,2427,1.5,1.5,1.0,0.1905,0.0,0.5200802223222265,0.20026506843148062,2.2032105636433643,-0.17652125153081855,64.75339776255231
targetvol_35_w60_max1p5_no_financing,5y,2021-04-26,2026-04-24,1208,1.5,1.5,1.0,0.10950000000000001,0.0,0.5181586071023447,0.24028149965032125,1.8742328573015605,-0.1765212515308182,7.043939346194383
targetvol_35_w60_max1p5_no_financing,3y,2023-04-25,2026-04-24,723,1.5,1.5,1.0,0.05700000000000001,0.0,0.43854793229600775,0.2284062367189806,1.7265451117323536,-0.17652125153081832,1.9747380694984242
targetvol_35_w60_max1p5_no_financing,1y,2025-04-25,2026-04-24,239,1.5,1.5,1.0,0.025500000000000002,0.0,0.27968332459828615,0.2273335677001538,1.217719049576148,-0.17652125153081855,0.2786037457092201
targetvol_35_w60_max1p5_3pct_financing,full,2010-02-02,2026-04-24,3936,1.4901469605878424,1.5,0.9802939211756847,0.31800000000000006,0.18043032786885244,0.4890119991395856,0.17229598338077615,2.41153442743588,-0.17784631270389584,636.843430597246
targetvol_35_w60_max1p5_3pct_financing,10y,2016-04-25,2026-04-24,2427,1.5,1.5,1.0,0.1905,0.11323770491803277,0.5029944702390527,0.20022986229041517,2.146741171190722,-0.17784631270389573,57.728255858124875
targetvol_35_w60_max1p5_3pct_financing,5y,2021-04-26,2026-04-24,1208,1.5,1.5,1.0,0.10950000000000001,0.05711065573770491,0.5009318634845845,0.24025233537957377,1.8264458696168948,-0.17784631270389606,6.598335652835287
targetvol_35_w60_max1p5_3pct_financing,3y,2023-04-25,2026-04-24,723,1.5,1.5,1.0,0.05700000000000001,0.0331967213114754,0.42273640030227133,0.22837712213264544,1.6777089947377637,-0.17784631270389606,1.877788713278831
targetvol_35_w60_max1p5_3pct_financing,1y,2025-04-25,2026-04-24,239,1.5,1.5,1.0,0.025500000000000002,0.009467213114754095,0.26760216310524454,0.2273035541165184,1.175358410335758,-0.17784631270389628,0.26657389193388936
