candidate,version,lookback,halflife,exit_buffer,target_vol,scale_threshold,execution_hedge_ratio,signal_spread_hedge_ratio,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,final_nav,holding_days,holding_day_ratio,avg_execution_scale,avg_target_vol_turnover,cost_total,cost_days
v2_3_lb12_h3p00_gap05_tv15_thr20_exec0p60,v2_3,12,3.0,0.05,0.15,0.2,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.1881087065490587,0.1151218330892183,1.6339967971433909,-0.0848236621063414,1.6757525212120183,491,0.6876750700280112,0.5260692333774292,0.0019977435920037,0.3723805265230092,201
v2_3_lb12_h3p00_gap05_tv15_thr20_exec0p60,v2_3,12,3.0,0.05,0.15,0.2,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.0660357674301999,0.1056123235552548,0.6252657380050058,-0.0848236621063415,1.065989108862477,136,0.5862068965517241,0.4518296084277097,0.0017455766610936,0.1373552666632418,38
v2_3_lb12_h3p00_gap05_tv15_thr30_exec0p60,v2_3,12,3.0,0.05,0.15,0.3,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.2662253769927849,0.1241411788869678,2.1445372065878843,-0.193365478460895,44.09467119377264,2631,0.677394438722966,0.7395669040430424,0.001253236941109,2.0354372294263863,1820
v2_3_lb12_h3p00_gap05_tv15_thr30_exec0p60,v2_3,12,3.0,0.05,0.15,0.3,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2105062790438927,0.1197509517807047,1.757867272983222,-0.1212292830547787,6.753935200041761,1607,0.6651490066225165,0.6566417478802204,0.001378559667489,1.2871383065021251,959
v2_3_lb12_h3p00_gap05_tv15_thr30_exec0p60,v2_3,12,3.0,0.05,0.15,0.3,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.1759907044790856,0.118733817751209,1.4822289707541516,-0.1212292830547779,3.656270815634421,1262,0.6538860103626943,0.6072859397067395,0.001465638436347,1.006176294619179,696
v2_3_lb12_h3p00_gap05_tv15_thr30_exec0p60,v2_3,12,3.0,0.05,0.15,0.3,0.6,1.0,last_5y,2021-05-20,2026-05-20,1200,0.1808557289790373,0.1224363880910444,1.4771403485420684,-0.1016743135434831,2.2958038964597183,827,0.6891666666666667,0.5726054476355312,0.0013193500510689,0.6166096065509934,360
v2_3_lb12_h3p00_gap05_tv15_thr30_exec0p60,v2_3,12,3.0,0.05,0.15,0.3,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.1871777558608869,0.1140664121033701,1.6409541810718231,-0.0848236621063414,1.6718227437812905,491,0.6876750700280112,0.5193582936801057,0.0014157220429929,0.3704029442774344,197
v2_3_lb12_h3p00_gap05_tv15_thr30_exec0p60,v2_3,12,3.0,0.05,0.15,0.3,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.0611669984693905,0.1055552101971804,0.5794787235526192,-0.0848236621063411,1.0611238777281593,136,0.5862068965517241,0.4496858781317172,0.0021972670385169,0.1376565441449831,38
v2_3_lb12_h3p00_gap05_tv15_thr50_exec0p60,v2_3,12,3.0,0.05,0.15,0.5,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.2701343661582724,0.1242874757572486,2.1734640961401763,-0.2128467356034991,46.32970601073303,2631,0.677394438722966,0.7357472406893434,0.0006469097470279,2.0280605368119677,1768
v2_3_lb12_h3p00_gap05_tv15_thr50_exec0p60,v2_3,12,3.0,0.05,0.15,0.5,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.214934006424134,0.1199217639891668,1.7922852305904218,-0.1212292830547787,7.005048339050636,1607,0.6651490066225165,0.6515752817914209,0.0006931490758222,1.280078402146488,912
v2_3_lb12_h3p00_gap05_tv15_thr50_exec0p60,v2_3,12,3.0,0.05,0.15,0.5,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.1815251402125917,0.1189710318317039,1.5257927700364624,-0.1212292830547779,3.796167764625665,1262,0.6538860103626943,0.6022439748372986,0.0008676933508738,1.0009432482682832,649
v2_3_lb12_h3p00_gap05_tv15_thr50_exec0p60,v2_3,12,3.0,0.05,0.15,0.5,0.6,1.0,last_5y,2021-05-20,2026-05-20,1200,0.1789050920168464,0.1204992420811273,1.484698898739934,-0.1016743135434831,2.2769070043624287,827,0.6891666666666667,0.559357580812128,0.0,0.6100776785256763,324
v2_3_lb12_h3p00_gap05_tv15_thr50_exec0p60,v2_3,12,3.0,0.05,0.15,0.5,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.190994495748678,0.1133894633099986,1.684411321592667,-0.0848236621063411,1.6879732555995692,491,0.6876750700280112,0.5171347963083402,0.0,0.3674619937504771,196
v2_3_lb12_h3p00_gap05_tv15_thr50_exec0p60,v2_3,12,3.0,0.05,0.15,0.5,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.066185230693917,0.1041117015533214,0.6357136585652655,-0.0848236621063411,1.0661384632797253,136,0.5862068965517241,0.4441927105354249,0.0,0.1361909670302923,37
v2_3_lb12_h3p00_gap05_tv20_thr10_exec0p60,v2_3,12,3.0,0.05,0.2,0.1,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.3031138080786677,0.149035423490888,2.033837331949474,-0.2245656037167672,69.89395477662521,2631,0.677394438722966,0.8682304612140149,0.002712689037028,2.2751822083994013,2323
v2_3_lb12_h3p00_gap05_tv20_thr10_exec0p60,v2_3,12,3.0,0.05,0.2,0.1,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2483810617563548,0.1504030128151532,1.651436743900986,-0.1447593018729221,9.190514504983,1607,0.6651490066225165,0.8161649002037323,0.0027996770619004,1.4770198087408075,1399
v2_3_lb12_h3p00_gap05_tv20_thr10_exec0p60,v2_3,12,3.0,0.05,0.2,0.1,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.213561250274882,0.1519682456055301,1.405301807781813,-0.1447593018729225,4.701792483729292,1262,0.6538860103626943,0.7734311816089704,0.0029459349036343,1.1601766860821932,1037
v2_3_lb12_h3p00_gap05_tv20_thr10_exec0p60,v2_3,12,3.0,0.05,0.2,0.1,0.6,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2275711485763745,0.161594096483082,1.4082887526785357,-0.1447593018729221,2.787227475548306,827,0.6891666666666667,0.7516065710115557,0.0032832787313396,0.7167387920724106,599
v2_3_lb12_h3p00_gap05_tv20_thr10_exec0p60,v2_3,12,3.0,0.05,0.2,0.1,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.2308110606956044,0.1481584241882839,1.5578666009722346,-0.1120992439089427,1.86269626036831,491,0.6876750700280112,0.6748007149004537,0.0030769646268333,0.4245864939167971,293
v2_3_lb12_h3p00_gap05_tv20_thr10_exec0p60,v2_3,12,3.0,0.05,0.2,0.1,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.0778049057554908,0.1418336375065662,0.5485645515640732,-0.1120992439089426,1.0777496326172382,136,0.5862068965517241,0.5947821761272472,0.0032937881626854,0.1585244389392644,106
v2_3_lb12_h3p00_gap05_tv20_thr20_exec0p60,v2_3,12,3.0,0.05,0.2,0.2,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.3070393156352418,0.1506500114261986,2.0380968625791054,-0.2370804299015172,73.34898960567905,2631,0.677394438722966,0.8743632038707646,0.0015675389744459,2.274951726474163,2358
v2_3_lb12_h3p00_gap05_tv20_thr20_exec0p60,v2_3,12,3.0,0.05,0.2,0.2,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2545861625636341,0.1518570910648375,1.676485179443711,-0.1484850299821487,9.657619530205968,1607,0.6651490066225165,0.8227659774732372,0.0013513191119251,1.4765657312174674,1407
v2_3_lb12_h3p00_gap05_tv20_thr20_exec0p60,v2_3,12,3.0,0.05,0.2,0.2,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2206472926594997,0.1535587574493678,1.436891625879772,-0.1484850299821491,4.925887247474423,1262,0.6538860103626943,0.7799769495610709,0.0015246975301288,1.1597909314461718,1045
v2_3_lb12_h3p00_gap05_tv20_thr20_exec0p60,v2_3,12,3.0,0.05,0.2,0.2,0.6,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2358017753519683,0.1636357198046424,1.441016519091808,-0.1484850299821494,2.8819148071092577,827,0.6891666666666667,0.7620841642047012,0.0017823318028697,0.7183479723357213,595
v2_3_lb12_h3p00_gap05_tv20_thr20_exec0p60,v2_3,12,3.0,0.05,0.2,0.2,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.2464546457646637,0.1495023702373266,1.648499922599426,-0.1120992439089421,1.9345102404190675,491,0.6876750700280112,0.6852637775977269,0.0016932995075125,0.4249561401285234,289
v2_3_lb12_h3p00_gap05_tv20_thr20_exec0p60,v2_3,12,3.0,0.05,0.2,0.2,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.0821757726670366,0.1407669766350292,0.5837716674138442,-0.1120992439089429,1.082117277781878,136,0.5862068965517241,0.6024394779036131,0.0023274355481248,0.1582306555938816,106
v2_3_lb12_h3p00_gap05_tv20_thr30_exec0p60,v2_3,12,3.0,0.05,0.2,0.3,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.3025550367321528,0.1485512771011645,2.036704380037813,-0.2462617610963745,69.41474605184986,2631,0.677394438722966,0.8654127254456464,0.0009723936700935,2.264286337123748,2351
v2_3_lb12_h3p00_gap05_tv20_thr30_exec0p60,v2_3,12,3.0,0.05,0.2,0.3,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.251336447334296,0.1481252890972713,1.6967828307106132,-0.1396016847281499,9.41039049588582,1607,0.6651490066225165,0.8087529655053519,0.0004700577731837,1.4657242057282212,1406
v2_3_lb12_h3p00_gap05_tv20_thr30_exec0p60,v2_3,12,3.0,0.05,0.2,0.3,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2169026550160731,0.1489269797113618,1.4564362712280616,-0.1396016847281496,4.80632674018312,1262,0.6538860103626943,0.7626438998264424,0.0005884246528559,1.1495263849322073,1044
v2_3_lb12_h3p00_gap05_tv20_thr30_exec0p60,v2_3,12,3.0,0.05,0.2,0.3,0.6,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2348859782506114,0.1596794000472667,1.4709848495240003,-0.1348262111370035,2.8712537916096483,827,0.6891666666666667,0.7470798925570338,0.0009463829833432,0.7120565968659147,594
v2_3_lb12_h3p00_gap05_tv20_thr30_exec0p60,v2_3,12,3.0,0.05,0.2,0.3,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.2451421011580492,0.1484579000538431,1.6512566934406343,-0.1120992439089428,1.9284151603518245,491,0.6876750700280112,0.6781780291163779,0.0007562535674579,0.4224698054243918,288
v2_3_lb12_h3p00_gap05_tv20_thr30_exec0p60,v2_3,12,3.0,0.05,0.2,0.3,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.0821757726670366,0.1407669766350292,0.5837716674138442,-0.1120992439089429,1.082117277781878,136,0.5862068965517241,0.6024394779036131,0.0023274355481248,0.1582306555938816,106
v2_3_lb12_h3p00_gap05_tv20_thr50_exec0p60,v2_3,12,3.0,0.05,0.2,0.5,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.3019914984867438,0.1480158170504036,2.0402650507540496,-0.2534126044835123,68.93457073763037,2631,0.677394438722966,0.8609586832010222,0.0004378331845447,2.2565068413464404,2342
v2_3_lb12_h3p00_gap05_tv20_thr50_exec0p60,v2_3,12,3.0,0.05,0.2,0.5,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2491156907316942,0.1470947823518145,1.6935725846201042,-0.1396016847281499,9.244733493401869,1607,0.6651490066225165,0.8016111151731825,0.0,1.459440513708334,1400
v2_3_lb12_h3p00_gap05_tv20_thr50_exec0p60,v2_3,12,3.0,0.05,0.2,0.5,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2142031420206724,0.1476408132930128,1.450839623834623,-0.1396016847281496,4.72171795789237,1262,0.6538860103626943,0.7537036353691775,0.0,1.1432426929123205,1038
v2_3_lb12_h3p00_gap05_tv20_thr50_exec0p60,v2_3,12,3.0,0.05,0.2,0.5,0.6,1.0,last_5y,2021-05-20,2026-05-20,1200,0.230506743980245,0.1577478549407036,1.4612353623882302,-0.1348262111370035,2.820709311367656,827,0.6891666666666667,0.7327009672215993,0.0,0.7057729048460277,588
v2_3_lb12_h3p00_gap05_tv20_thr50_exec0p60,v2_3,12,3.0,0.05,0.2,0.5,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.2452735939005266,0.1478466825324581,1.6589725903838215,-0.1120992439089427,1.9290251974586503,491,0.6876750700280112,0.6748694197587493,0.0,0.4207126594428309,282
v2_3_lb12_h3p00_gap05_tv20_thr50_exec0p60,v2_3,12,3.0,0.05,0.2,0.5,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.0825183439307408,0.1387674512410588,0.5946520109200157,-0.1120992439089428,1.0824595960269074,136,0.5862068965517241,0.5922569473805667,0.0,0.1564735096123207,100
v2_3_lb12_h3p00_gap05_tv25_thr10_exec0p60,v2_3,12,3.0,0.05,0.25,0.1,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.3251274010660752,0.1648225284182876,1.972590787109908,-0.2630178602583131,91.44142774950606,2631,0.677394438722966,0.9334445801649288,0.0015965649864587,2.388122885401026,2566
v2_3_lb12_h3p00_gap05_tv25_thr10_exec0p60,v2_3,12,3.0,0.05,0.25,0.1,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2737946814706971,0.1697374907433709,1.6130477731914392,-0.1673964567864104,11.242177525637524,1607,0.6651490066225165,0.9033160873223696,0.0014463592831032,1.5805653632953316,1588
v2_3_lb12_h3p00_gap05_tv25_thr10_exec0p60,v2_3,12,3.0,0.05,0.25,0.1,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2386579125485586,0.1724582936302735,1.3838587146188963,-0.1673964567864105,5.53804605609516,1262,0.6538860103626943,0.8652561384173467,0.0015194071173399,1.248551256902099,1226
v2_3_lb12_h3p00_gap05_tv25_thr10_exec0p60,v2_3,12,3.0,0.05,0.25,0.1,0.6,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2599065596017311,0.1858896991741956,1.3981762343817388,-0.1673964567864104,3.1741175580628287,827,0.6891666666666667,0.8566567034524254,0.0018484830093256,0.7811254849334784,766
v2_3_lb12_h3p00_gap05_tv25_thr10_exec0p60,v2_3,12,3.0,0.05,0.25,0.1,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.2746975279179264,0.17325541004369,1.5855062064073826,-0.1412372284163788,2.0687899600246284,491,0.6876750700280112,0.7834179791411972,0.0028576750071114,0.4629087911929547,413
v2_3_lb12_h3p00_gap05_tv25_thr10_exec0p60,v2_3,12,3.0,0.05,0.25,0.1,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.0896691153279385,0.1710942377116344,0.5240919654995547,-0.1412372284163793,1.0896050690653818,136,0.5862068965517241,0.7257630669947397,0.003291741270537,0.1797842736121676,147
v2_3_lb12_h3p00_gap05_tv25_thr20_exec0p60,v2_3,12,3.0,0.05,0.25,0.2,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.3301840687600876,0.1661506710971756,1.9872569071176045,-0.2668069747814334,97.2023246859196,2631,0.677394438722966,0.9376408677387352,0.0009902637525571,2.390071991619816,2596
v2_3_lb12_h3p00_gap05_tv25_thr20_exec0p60,v2_3,12,3.0,0.05,0.25,0.2,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2803642223805096,0.1708526820420897,1.6409705661596905,-0.1673964567864102,11.835547930979832,1607,0.6651490066225165,0.9080380371172758,0.0007308238698783,1.5817344335456345,1586
v2_3_lb12_h3p00_gap05_tv25_thr20_exec0p60,v2_3,12,3.0,0.05,0.25,0.2,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2461682196377974,0.1736295514372343,1.417778353973259,-0.1673964567864105,5.812349183876056,1262,0.6538860103626943,0.8703170818596367,0.0007143629861526,1.2492801775254647,1224
v2_3_lb12_h3p00_gap05_tv25_thr20_exec0p60,v2_3,12,3.0,0.05,0.25,0.2,0.6,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2708196584147788,0.1874473743024882,1.4447770176697738,-0.1673964567864104,3.3139685314419496,827,0.6891666666666667,0.8636230078151258,0.0008563809268262,0.7819986204333994,764
v2_3_lb12_h3p00_gap05_tv25_thr20_exec0p60,v2_3,12,3.0,0.05,0.25,0.2,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.2943956125009406,0.1756807058908094,1.675742427195823,-0.1399118193343331,2.166028449967252,491,0.6876750700280112,0.794659142838716,0.0014392956753382,0.4635853633435455,411
v2_3_lb12_h3p00_gap05_tv25_thr20_exec0p60,v2_3,12,3.0,0.05,0.25,0.2,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.0954966741003127,0.1732746066748524,0.5511290773235514,-0.1399118193343331,1.0954282861666678,136,0.5862068965517241,0.7431960772309646,0.0025826056455578,0.1805889928856805,147
v2_3_lb12_h3p00_gap05_tv25_thr30_exec0p60,v2_3,12,3.0,0.05,0.25,0.3,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.333946471702558,0.1659274683326163,2.0126051163098126,-0.2709773310838969,101.70764457301053,2631,0.677394438722966,0.937110851231738,0.0005410836432477,2.384672954803957,2623
v2_3_lb12_h3p00_gap05_tv25_thr30_exec0p60,v2_3,12,3.0,0.05,0.25,0.3,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2816993094829201,0.1705362254752599,1.6518444025476977,-0.1673964567864105,11.95952558387872,1607,0.6651490066225165,0.9060615245946522,0.0004493622952349,1.578824010043452,1584
v2_3_lb12_h3p00_gap05_tv25_thr30_exec0p60,v2_3,12,3.0,0.05,0.25,0.3,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2483474552072195,0.1732709324171447,1.4332897719354931,-0.1673964567864103,5.894135153477666,1262,0.6538860103626943,0.8683440873058648,0.0005625177747604,1.2471223240153273,1222
v2_3_lb12_h3p00_gap05_tv25_thr30_exec0p60,v2_3,12,3.0,0.05,0.25,0.3,0.6,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2720988628985927,0.1874093553415506,1.451895837337985,-0.1673964567864104,3.3306790200045127,827,0.6891666666666667,0.8635995940122617,0.0009047160877396,0.7821999496647581,762
v2_3_lb12_h3p00_gap05_tv25_thr30_exec0p60,v2_3,12,3.0,0.05,0.25,0.3,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.2965710807240942,0.175611736497102,1.6887884980796155,-0.1399118193343336,2.176950519170969,491,0.6876750700280112,0.7946197919095326,0.0015205312398986,0.4637866925749044,409
v2_3_lb12_h3p00_gap05_tv25_thr30_exec0p60,v2_3,12,3.0,0.05,0.25,0.3,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.0954966741003127,0.1732746066748524,0.5511290773235514,-0.1399118193343331,1.0954282861666678,136,0.5862068965517241,0.7431960772309646,0.0025826056455578,0.1805889928856805,147
v2_3_lb12_h3p00_gap05_tv25_thr50_exec0p60,v2_3,12,3.0,0.05,0.25,0.5,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.3315169875427912,0.165118368196463,2.007753535623256,-0.2844402695773309,98.77658927180067,2631,0.677394438722966,0.9334513774751596,0.0,2.3780682838031613,2611
v2_3_lb12_h3p00_gap05_tv25_thr50_exec0p60,v2_3,12,3.0,0.05,0.25,0.5,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.2804230417805329,0.1700289453042124,1.6492664897662312,-0.1673964567864105,11.84098551201221,1607,0.6651490066225165,0.9032145981910822,0.0,1.574721624771865,1572
v2_3_lb12_h3p00_gap05_tv25_thr50_exec0p60,v2_3,12,3.0,0.05,0.25,0.5,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2467935082453765,0.1726448247078493,1.429486859296258,-0.1673964567864103,5.835713839038053,1262,0.6538860103626943,0.8647802664814992,0.0,1.2430199387437402,1210
v2_3_lb12_h3p00_gap05_tv25_thr50_exec0p60,v2_3,12,3.0,0.05,0.25,0.5,0.6,1.0,last_5y,2021-05-20,2026-05-20,1200,0.2695667083569797,0.1864784969948827,1.4455645701840731,-0.1673964567864104,3.297666094230273,827,0.6891666666666667,0.8578677821864074,0.0,0.7780975643931711,750
v2_3_lb12_h3p00_gap05_tv25_thr50_exec0p60,v2_3,12,3.0,0.05,0.25,0.5,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.2922662135820757,0.1739389847071888,1.680280094046084,-0.1399118193343336,2.1553730854188915,491,0.6876750700280112,0.7849864947232225,0.0,0.4596843073033173,397
v2_3_lb12_h3p00_gap05_tv25_thr50_exec0p60,v2_3,12,3.0,0.05,0.25,0.5,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.0959840559402716,0.1710640868998873,0.5610999811809992,-0.1399118193343334,1.0959153039331198,136,0.5862068965517241,0.7318971775316491,0.0,0.178544098436867,147
v2_3_lb12_h3p00_gap05_tv30_thr10_exec0p60,v2_3,12,3.0,0.05,0.3,0.1,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.3449508005342603,0.1755066005877553,1.965457705744696,-0.2815628971967413,116.03474384475132,2631,0.677394438722966,0.9715317185952488,0.0008891161781905,2.4522883691294863,2665
v2_3_lb12_h3p00_gap05_tv30_thr10_exec0p60,v2_3,12,3.0,0.05,0.3,0.1,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.288161828360187,0.1814554884332163,1.5880579355759925,-0.1815951264947951,12.576323954461238,1607,0.6651490066225165,0.9489635420210206,0.0007544406007888,1.6369867464158498,1626
v2_3_lb12_h3p00_gap05_tv30_thr10_exec0p60,v2_3,12,3.0,0.05,0.3,0.1,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2546101448348019,0.1862458898422212,1.3670645030099495,-0.1815951264947948,6.1348035066026405,1262,0.6538860103626943,0.9197906308408216,0.0009444189075159,1.3033277300224084,1264
v2_3_lb12_h3p00_gap05_tv30_thr10_exec0p60,v2_3,12,3.0,0.05,0.3,0.1,0.6,1.0,last_5y,2021-05-20,2026-05-20,1200,0.280081574097752,0.2049605801709756,1.366514350535656,-0.181595126494795,3.4364879949870915,827,0.6891666666666667,0.9357550791730316,0.0015189404095881,0.8316752640795804,804
v2_3_lb12_h3p00_gap05_tv30_thr10_exec0p60,v2_3,12,3.0,0.05,0.3,0.1,0.6,1.0,last_3y,2023-05-22,2026-05-20,714,0.3131976511635015,0.1967897134597955,1.5915346674229915,-0.1662268100283747,2.2616393095739378,491,0.6876750700280112,0.8730548580098765,0.0025528410245178,0.4958584559869713,451
v2_3_lb12_h3p00_gap05_tv30_thr10_exec0p60,v2_3,12,3.0,0.05,0.3,0.1,0.6,1.0,last_1y,2025-05-20,2026-05-20,232,0.103320579726525,0.1960868864880066,0.5269122355759601,-0.1662268100283745,1.1032463294738806,136,0.5862068965517241,0.8380445093455445,0.001030161257428,0.1970871557300976,147
v2_3_lb12_h3p00_gap05_tv30_thr20_exec0p60,v2_3,12,3.0,0.05,0.3,0.2,0.6,1.0,full,2010-05-05,2026-05-20,3884,0.3456294356349496,0.1758425156249047,1.9655623920452936,-0.2848832275597676,116.97750141501965,2631,0.677394438722966,0.971579744840197,0.0004873868840951,2.450086866515481,2664
v2_3_lb12_h3p00_gap05_tv30_thr20_exec0p60,v2_3,12,3.0,0.05,0.3,0.2,0.6,1.0,last_10y,2016-05-20,2026-05-20,2416,0.287878444076155,0.1811632142523919,1.5890557322254737,-0.1815951264947951,12.548688299214511,1607,0.6651490066225165,0.9472856052184851,0.0003626390002551,1.634332476317116,1625
v2_3_lb12_h3p00_gap05_tv30_thr20_exec0p60,v2_3,12,3.0,0.05,0.3,0.2,0.6,1.0,last_8y,2018-05-21,2026-05-20,1930,0.2542650794567191,0.1858891429912839,1.3678317913846172,-0.1815951264947948,6.121322674260164,1262,0.6538860103626943,0.9176901669470776,0.0004539563858116,1.3006734599236744,1263
