label,dd_moderate,dd_severe,scale_moderate,scale_severe,recover_dd,rebal_cost_bps,annual_return,annual_vol,sharpe,max_drawdown,total_return,start,end,days,avg_scale,median_scale,min_scale,share_below_1,share_at_severe_scale,avg_turnover,annualized_turnover,moderate_or_worse_share,severe_share,recovery_band_share,n_scale_changes
dd3_8_sc85_80_rec3,0.03,0.08,0.85,0.8,0.03,2.0,0.23542993517265787,0.09973028243323118,2.3606664839265523,-0.12978927983048016,29.597172148617002,2010-02-02,2026-04-09,3928,0.9331339103869654,1.0,0.8,0.4215885947046843,0.07255600814663951,0.005371690427698575,1.3536659877800408,0.4215885947046843,0.07255600814663951,0.0,164
dd3_10_sc85_65_rec2,0.03,0.1,0.85,0.65,0.02,2.0,0.2327065840967133,0.09863112414040959,2.359362585844973,-0.1264603839763121,28.5238936843755,2010-02-02,2026-04-09,3928,0.9251272912423625,1.0,0.65,0.4546843177189409,0.03335030549898167,0.0039332993890020375,0.9911914460285135,0.5425152749490835,0.03335030549898167,0.12321792260692464,98
dd3_10_sc85_80_rec3,0.03,0.1,0.85,0.8,0.03,2.0,0.23577954420392344,0.0999358946410743,2.359307884826965,-0.13083351125875886,29.737575075768916,2010-02-02,2026-04-09,3928,0.9351578411405296,1.0,0.8,0.42082484725050917,0.03436863543788187,0.005193482688391039,1.3087576374745418,0.42082484725050917,0.03436863543788187,0.0,146
dd4_10_sc85_65_rec3,0.04,0.1,0.85,0.65,0.03,2.0,0.23569948652195793,0.09997024170222389,2.3576964755574323,-0.1304691859226662,29.705370667291174,2010-02-02,2026-04-09,3928,0.9390020366598777,1.0,0.65,0.3594704684317719,0.03538696537678208,0.002711303462321793,0.6832484725050918,0.4226069246435845,0.03538696537678208,0.10437881873727088,68
dd3_6_sc85_80_rec2,0.03,0.06,0.85,0.8,0.02,2.0,0.2326729904725755,0.09870651847719336,2.3572201113175293,-0.1256689870868981,28.510877664593387,2010-02-02,2026-04-09,3928,0.9236125254582485,1.0,0.8,0.45442973523421587,0.1644602851323829,0.003996945010183299,1.0072301425661914,0.5435336048879837,0.1644602851323829,0.12372708757637474,147
dd3_6_sc85_65_rec3,0.03,0.06,0.85,0.65,0.03,2.0,0.22726912263264976,0.09642252191243644,2.3570128443543323,-0.11555478952522058,26.485787409569966,2010-02-02,2026-04-09,3928,0.9007255600814664,1.0,0.65,0.429989816700611,0.17387983706720977,0.008541242362525457,2.1523930753564153,0.429989816700611,0.17387983706720977,0.0,199
dd4_8_sc85_75_rec3,0.04,0.08,0.85,0.75,0.03,2.0,0.23566230750038852,0.10000645121143892,2.35647105407369,-0.12878775628814165,29.69042561248381,2010-02-02,2026-04-09,3928,0.9383910386965377,1.0,0.75,0.3615071283095723,0.07382892057026477,0.003118635437881874,0.7858961303462322,0.42438900203665986,0.07382892057026477,0.10463340122199592,94
dd3_10_sc85_70_rec2,0.03,0.1,0.85,0.7,0.02,2.0,0.23290476764960988,0.09884005957148004,2.356380284060591,-0.12791356739154358,28.60079058504513,2010-02-02,2026-04-09,3928,0.9268329938900203,1.0,0.7,0.4546843177189409,0.03309572301425662,0.0037423625254582493,0.9430753564154788,0.5425152749490835,0.03309572301425662,0.1234725050916497,98
dd3_10_sc85_75_rec2,0.03,0.1,0.85,0.75,0.02,2.0,0.23332352552483293,0.09905135398435809,2.3555813841946946,-0.1274260729555745,28.763890606924694,2010-02-02,2026-04-09,3928,0.9285259674134417,1.0,0.75,0.45442973523421587,0.03309572301425662,0.003551425661914461,0.8949592668024442,0.5420061099796334,0.03309572301425662,0.12296334012219959,98
dd3_8_sc85_65_rec2,0.03,0.08,0.85,0.65,0.02,2.0,0.23032609758512423,0.09781836019207325,2.3546305328862873,-0.12383617836752658,27.61477079657018,2010-02-02,2026-04-09,3928,0.9171079429735234,1.0,0.65,0.4592668024439919,0.070010183299389,0.005078920570264766,1.279887983706721,0.5476069246435845,0.070010183299389,0.12321792260692464,122
dd3_6_sc85_75_rec2,0.03,0.06,0.85,0.75,0.02,2.0,0.2301981169694618,0.09779710836752688,2.353833572505689,-0.12170759343239967,27.5666460320124,2010-02-02,2026-04-09,3928,0.9146894093686353,1.0,0.75,0.45773930753564157,0.1664969450101833,0.004875254582484725,1.2285641547861508,0.5478615071283096,0.1664969450101833,0.1239816700610998,147
dd4_10_sc85_70_rec3,0.04,0.1,0.85,0.7,0.03,2.0,0.2358367273522839,0.10020220934750931,2.3536080580257783,-0.1306924309449704,29.760597256682452,2010-02-02,2026-04-09,3928,0.9408477596741344,1.0,0.7,0.35921588594704684,0.03513238289205703,0.002673116089613035,0.6736252545824848,0.4223523421588595,0.03513238289205703,0.10412423625254583,70
dd3_8_sc85_70_rec2,0.03,0.08,0.85,0.7,0.02,2.0,0.23111877718723606,0.09820314039642428,2.3534764392896284,-0.1239956134277237,27.91454212781609,2010-02-02,2026-04-09,3928,0.9208757637474542,1.0,0.7,0.45824847250509165,0.06924643584521385,0.004735234215885948,1.1932790224032588,0.5463340122199593,0.06924643584521385,0.12296334012219959,124
dd5_6_sc85_70_rec3,0.05,0.06,0.85,0.7,0.03,2.0,0.2317698392143679,0.09848330935236299,2.353392069565002,-0.11859515369010509,28.162958451466686,2010-02-02,2026-04-09,3928,0.9244271894093685,1.0,0.7,0.31873727087576376,0.18508146639511203,0.003818737270875764,0.9623217922606926,0.42591649694501016,0.18355397148676172,0.1634419551934827,97
dd3_10_sc85_80_rec2,0.03,0.1,0.85,0.8,0.02,2.0,0.2337878335336585,0.09935326162447869,2.353096714804356,-0.12805002799443,28.945717266445207,2010-02-02,2026-04-09,3928,0.9303716904276984,1.0,0.8,0.45366598778004075,0.031568228105906315,0.003360488798370673,0.8468431771894096,0.5420061099796334,0.031568228105906315,0.1234725050916497,98
dd4_6_sc85_75_rec3,0.04,0.06,0.85,0.75,0.03,2.0,0.233223735040903,0.09912634325354798,2.352792682408925,-0.12443818267800688,28.724947341245826,2010-02-02,2026-04-09,3928,0.9284750509164968,1.0,0.75,0.36227087576374745,0.17184317718940936,0.003831466395112016,0.9655295315682281,0.42438900203665986,0.17184317718940936,0.10081466395112017,118
dd4_8_sc85_80_rec3,0.04,0.08,0.85,0.8,0.03,2.0,0.23624417114437213,0.10041512843993888,2.3526750880538527,-0.1307688980310896,29.925104781748953,2010-02-02,2026-04-09,3928,0.9421079429735234,1.0,0.8,0.3615071283095723,0.07331975560081466,0.002647657841140529,0.6672097759674134,0.4233706720977597,0.07331975560081466,0.10412423625254583,94
dd3_8_sc90_65_rec3,0.03,0.08,0.9,0.65,0.03,2.0,0.23519829064896314,0.0999815396651351,2.3524171705767394,-0.12252812219475195,29.504475403716878,2010-02-02,2026-04-09,3928,0.9386710794297354,1.0,0.65,0.4210794297352342,0.07688391038696538,0.005562627291242362,1.4017820773930754,0.4210794297352342,0.07688391038696538,0.0,166
dd4_6_sc85_80_rec3,0.04,0.06,0.85,0.8,0.03,2.0,0.23527181593293234,0.10002030592757329,2.352240515073983,-0.12860112225374565,29.53386929459942,2010-02-02,2026-04-09,3928,0.9375509164969451,1.0,0.8,0.3594704684317719,0.1705702647657841,0.0030040733197556,0.7570264765784112,0.4231160896130346,0.1705702647657841,0.10285132382892057,116
dd3_8_sc85_75_rec2,0.03,0.08,0.85,0.75,0.02,2.0,0.23188026852122756,0.0986008255597223,2.3517071708570856,-0.12526408888676144,28.205291463488024,2010-02-02,2026-04-09,3928,0.9244781059063135,1.0,0.75,0.4574847250509165,0.0689918533604888,0.004289714867617108,1.0810081466395114,0.5455702647657841,0.0689918533604888,0.12321792260692464,124
dd4_10_sc85_65_rec2,0.04,0.1,0.85,0.65,0.02,2.0,0.2340409250269122,0.09952142941882464,2.351663620525159,-0.12628772087425244,29.04526821044163,2010-02-02,2026-04-09,3928,0.9346614052953155,1.0,0.65,0.39078411405295316,0.03360488798370672,0.0024567209775967413,0.6190936863543788,0.539969450101833,0.03360488798370672,0.22683299389002037,60
dd4_8_sc85_70_rec2,0.04,0.08,0.85,0.7,0.02,2.0,0.2330965031225949,0.09914458837339558,2.3510764122063157,-0.1249817537050274,28.675364376829602,2010-02-02,2026-04-09,3928,0.9300789205702646,1.0,0.7,0.39307535641547864,0.07306517311608961,0.0033604887983706725,0.8468431771894095,0.5437881873727087,0.07306517311608961,0.22785132382892057,88
dd4_8_sc85_75_rec2,0.04,0.08,0.85,0.75,0.02,2.0,0.2340717773263512,0.09957439702602108,2.3507225182110103,-0.12624880120918247,29.057424855403333,2010-02-02,2026-04-09,3928,0.9341395112016293,1.0,0.75,0.3905295315682281,0.07281059063136457,0.0027876782077393076,0.7024949083503055,0.5407331975560081,0.07281059063136457,0.22606924643584522,86
dd4_10_sc85_75_rec3,0.04,0.1,0.85,0.75,0.03,2.0,0.2360554180360499,0.10041854782605149,2.3507153125232736,-0.1309285695957646,29.84879239223301,2010-02-02,2026-04-09,3928,0.9426298370672097,1.0,0.75,0.35921588594704684,0.034877800407331974,0.002584012219959267,0.6511710794297353,0.4223523421588595,0.034877800407331974,0.10437881873727088,72
dd3_8_sc90_70_rec3,0.03,0.08,0.9,0.7,0.03,2.0,0.2359246157818109,0.10037419549753247,2.3504508764666583,-0.1248872674801702,29.796013058094363,2010-02-02,2026-04-09,3928,0.9427189409368636,1.0,0.7,0.42057026476578413,0.07612016293279023,0.005015274949083503,1.2638492871690428,0.42057026476578413,0.07612016293279023,0.0,164
dd3_8_sc85_80_rec2,0.03,0.08,0.85,0.8,0.02,2.0,0.23275576918119123,0.09903478291820077,2.3502426351904995,-0.1271801167271881,28.54296041050147,2010-02-02,2026-04-09,3928,0.9280168024439918,1.0,0.8,0.4569755600814664,0.06873727087576374,0.0037678207739307535,0.9494908350305499,0.5445519348268839,0.06873727087576374,0.1234725050916497,122
dd4_6_sc85_75_rec2,0.04,0.06,0.85,0.75,0.02,2.0,0.2318871662683868,0.09870144026601041,2.349379762275275,-0.12170759343239956,28.207937623066996,2010-02-02,2026-04-09,3928,0.9235234215885947,1.0,0.75,0.39613034623217924,0.1705702647657841,0.0033986761710794295,0.8564663951120163,0.5455702647657841,0.1705702647657841,0.22632382892057026,108
dd3_6_sc85_70_rec2,0.03,0.06,0.85,0.7,0.02,2.0,0.22768529947920624,0.09691685426023212,2.349284871213905,-0.11773135897811049,26.63699087729222,2010-02-02,2026-04-09,3928,0.9050280040733197,1.0,0.7,0.464867617107943,0.16827902240325865,0.005957230142566193,1.5012219959266806,0.5524439918533605,0.16827902240325865,0.125,155
dd3_6_sc90_70_rec3,0.03,0.06,0.9,0.7,0.03,2.0,0.23105563966189968,0.09837189488774241,2.348797285297493,-0.11952369461659584,27.89055754730066,2010-02-02,2026-04-09,3928,0.9224287169042771,1.0,0.7,0.42489816700611,0.17540733197556008,0.00659368635437882,1.6616089613034626,0.42489816700611,0.17540733197556008,0.0,191
dd4_6_sc85_80_rec2,0.04,0.06,0.85,0.8,0.02,2.0,0.23380658780409203,0.09954838114917014,2.3486729277268723,-0.12566898708689744,28.953083437090623,2010-02-02,2026-04-09,3928,0.932459266802444,1.0,0.8,0.3940936863543788,0.16853360488798372,0.002596741344195518,0.6543788187372706,0.5435336048879837,0.16853360488798372,0.22759674134419552,108
dd3_8_sc90_75_rec3,0.03,0.08,0.9,0.75,0.03,2.0,0.23673501571800104,0.10079956665245789,2.348571760573422,-0.12746278483206885,30.124381927869127,2010-02-02,2026-04-09,3928,0.9467031568228106,1.0,0.75,0.4195519348268839,0.07561099796334013,0.004646130346232179,1.1708248472505092,0.4195519348268839,0.07561099796334013,0.0,166
dd4_10_sc85_70_rec2,0.04,0.1,0.85,0.7,0.02,2.0,0.234214086934303,0.0997295643940146,2.348492027990445,-0.12802972703266913,29.1135584696488,2010-02-02,2026-04-09,3928,0.9363798370672096,1.0,0.7,0.39078411405295316,0.03335030549898167,0.0022912423625254586,0.5773930753564156,0.539969450101833,0.03335030549898167,0.22708757637474541,60
dd5_8_sc85_75_rec3,0.05,0.08,0.85,0.75,0.03,2.0,0.23582321425713304,0.10042134194366495,2.348337611236332,-0.12610967228057102,29.75515536726027,2010-02-02,2026-04-09,3928,0.9451374745417515,1.0,0.75,0.31568228105906315,0.07510183299389002,0.002380346232179226,0.599847250509165,0.4215885947046843,0.07510183299389002,0.16547861507128309,76
dd4_6_sc85_65_rec2,0.04,0.06,0.85,0.65,0.02,2.0,0.22611050930560195,0.0962887446565905,2.348254825753674,-0.11389545555784142,26.068922965063376,2010-02-02,2026-04-09,3928,0.9047606924643583,1.0,0.65,0.40173116089613037,0.17489816700610997,0.005053462321792259,1.2734725050916493,0.5514256619144603,0.17489816700610997,0.21817718940936864,108
dd4_10_sc85_80_rec3,0.04,0.1,0.85,0.8,0.03,2.0,0.23631545693176848,0.10064846561844765,2.3479290566398334,-0.13166400397180666,29.953971487414435,2010-02-02,2026-04-09,3928,0.9443864562118127,1.0,0.8,0.35921588594704684,0.034623217922606926,0.0024185336048879835,0.6094704684317719,0.4223523421588595,0.034623217922606926,0.10437881873727088,72
dd4_8_sc85_65_rec2,0.04,0.08,0.85,0.65,0.02,2.0,0.23174305561876163,0.09870508154167446,2.3478330801126686,-0.12371616606933455,28.152699653614775,2010-02-02,2026-04-09,3928,0.9259419551934825,1.0,0.65,0.39460285132382894,0.07433808553971487,0.0038314663951120164,0.9655295315682282,0.5453156822810591,0.07433808553971487,0.2265784114052953,88
dd3_6_sc90_75_rec3,0.03,0.06,0.9,0.75,0.03,2.0,0.23357225680780203,0.09949010250952044,2.3476933977975443,-0.12358528915113864,28.861166513745406,2010-02-02,2026-04-09,3928,0.932051934826884,1.0,0.75,0.42057026476578413,0.17260692464358451,0.005664460285132383,1.4274439918533603,0.42057026476578413,0.17260692464358451,0.0,191
dd3_10_sc90_65_rec3,0.03,0.1,0.9,0.65,0.03,2.0,0.2369665851400069,0.1009418195241108,2.3475561096202098,-0.13082544852769717,30.21881408042942,2010-02-02,2026-04-09,3928,0.94918533604888,1.0,0.65,0.41776985743380857,0.03615071283095723,0.0040605906313645615,1.0232688391038696,0.41776985743380857,0.03615071283095723,0.0,146
dd4_10_sc85_75_rec2,0.04,0.1,0.85,0.75,0.02,2.0,0.23460803747426895,0.09994009763593911,2.347486574696945,-0.12783098825388128,29.269464547489424,2010-02-02,2026-04-09,3928,0.9380855397148675,1.0,0.75,0.3905295315682281,0.03335030549898167,0.0021257637474541755,0.5356924643584522,0.539714867617108,0.03335030549898167,0.22683299389002037,60
dd4_8_sc85_80_rec2,0.04,0.08,0.85,0.8,0.02,2.0,0.23466586875387208,0.09997588785349623,2.3472246537860144,-0.12751729721159322,29.292414939867566,2010-02-02,2026-04-09,3928,0.9377927698574339,1.0,0.8,0.3905295315682281,0.07255600814663951,0.0022912423625254578,0.5773930753564154,0.539714867617108,0.07255600814663951,0.22581466395112015,86
dd5_6_sc85_75_rec3,0.05,0.06,0.85,0.75,0.03,2.0,0.23319060240149025,0.09935121599667268,2.3471338529897805,-0.12229393999823135,28.712027893577353,2010-02-02,2026-04-09,3928,0.9336048879837067,1.0,0.75,0.3167006109979633,0.18890020366598778,0.0029404276985743384,0.7409877800407333,0.4241344195519348,0.18228105906313646,0.164969450101833,93
dd3_8_sc90_70_rec2,0.03,0.08,0.9,0.7,0.02,2.0,0.23476682610173438,0.10002442820148806,2.3470949079441152,-0.12529217204138154,29.332519080217228,2010-02-02,2026-04-09,3928,0.9396894093686355,1.0,0.7,0.4518839103869654,0.07561099796334013,0.003946028513238289,0.994399185336049,0.5409877800407332,0.07561099796334013,0.12016293279022404,120
dd5_8_sc85_70_rec3,0.05,0.08,0.85,0.7,0.03,2.0,0.2345862749859038,0.09995562058132623,2.3469042923408083,-0.12412176702024846,29.260832310774173,2010-02-02,2026-04-09,3928,0.9410768839103868,1.0,0.7,0.3167006109979633,0.07612016293279023,0.002978615071283096,0.7506109979633402,0.4223523421588595,0.07612016293279023,0.16522403258655805,78
dd4_6_sc85_70_rec2,0.04,0.06,0.85,0.7,0.02,2.0,0.22838682883697126,0.09732289472626869,2.3466916955083823,-0.11773135897811049,26.893635091793303,2010-02-02,2026-04-09,3928,0.9140020366598778,1.0,0.7,0.40122199592668023,0.17209775967413443,0.004353360488798371,1.0970468431771896,0.5493890020366599,0.17209775967413443,0.22632382892057026,112
dd5_8_sc85_65_rec3,0.05,0.08,0.85,0.65,0.03,2.0,0.23356400210351924,0.09954749765967205,2.3462568883651502,-0.12231477190754503,28.857933415566144,2010-02-02,2026-04-09,3928,0.9369144602851324,1.0,0.65,0.3167006109979633,0.07790224032586558,0.003525967413441955,0.8885437881873726,0.4231160896130346,0.07790224032586558,0.1644602851323829,78
dd4_6_sc85_70_rec3,0.04,0.06,0.85,0.7,0.03,2.0,0.2301918205335931,0.09812627227321585,2.3458734873028018,-0.12026051054237274,27.56428033367726,2010-02-02,2026-04-09,3928,0.9190427698574338,1.0,0.7,0.3655804480651731,0.17413441955193482,0.004811608961303464,1.212525458248473,0.42820773930753564,0.17413441955193482,0.10157841140529532,124
dd3_6_sc90_80_rec3,0.03,0.06,0.9,0.8,0.03,2.0,0.23544607379664884,0.10037278697002597,2.3457162135685183,-0.1276332427024024,29.603640148325713,2010-02-02,2026-04-09,3928,0.9409368635437882,1.0,0.8,0.41904276985743383,0.17158859470468432,0.004837067209775966,1.2189409368635435,0.41904276985743383,0.17158859470468432,0.0,189
dd4_10_sc85_80_rec2,0.04,0.1,0.85,0.8,0.02,2.0,0.23495509427286376,0.10016984887597398,2.3455670235039996,-0.12805002799443,29.407439529989077,2010-02-02,2026-04-09,3928,0.9397912423625254,1.0,0.8,0.3905295315682281,0.032586558044806514,0.0019857433808553974,0.5004073319755602,0.539714867617108,0.032586558044806514,0.22708757637474541,62
dd5_6_sc85_80_rec3,0.05,0.06,0.85,0.8,0.03,2.0,0.23549212451732315,0.10041333580606075,2.3452275798520907,-0.12619483242767537,29.622103300892583,2010-02-02,2026-04-09,3928,0.9440554989816701,1.0,0.8,0.31237270875763745,0.18177189409368635,0.0021894093686354375,0.5517311608961303,0.42082484725050917,0.17438900203665988,0.16471486761710794,93
dd5_10_sc85_65_rec3,0.05,0.1,0.85,0.65,0.03,2.0,0.23557233780241815,0.1004797498093461,2.344475760035247,-0.12813774030682268,29.654288235203943,2010-02-02,2026-04-09,3928,0.946524949083503,1.0,0.65,0.31033604887983707,0.034623217922606926,0.00204938900203666,0.5164460285132383,0.41929735234215887,0.034623217922606926,0.16369653767820774,50
dd3_10_sc90_70_rec3,0.03,0.1,0.9,0.7,0.03,2.0,0.23725592442271126,0.10120901427400457,2.34421732218817,-0.1315200483841359,30.33718208629218,2010-02-02,2026-04-09,3928,0.9511456211812628,1.0,0.7,0.41726069246435843,0.035641547861507125,0.0039460285132382885,0.9943991853360488,0.41726069246435843,0.035641547861507125,0.0,146
dd4_6_sc85_65_rec3,0.04,0.06,0.85,0.65,0.03,2.0,0.2276938967950004,0.09714198868255286,2.3439287159240054,-0.11606808164428772,26.64012262609479,2010-02-02,2026-04-09,3928,0.9079938900203667,1.0,0.65,0.37780040733197556,0.17668024439918534,0.005766293279022403,1.4531059063136456,0.4325356415478615,0.17668024439918534,0.09445010183299389,126
dd3_8_sc90_75_rec2,0.03,0.08,0.9,0.75,0.02,2.0,0.23541741627474666,0.10044872725468848,2.3436575326419424,-0.12710320127959074,29.592155737513558,2010-02-02,2026-04-09,3928,0.9436736252545828,1.0,0.75,0.45061099796334014,0.07510183299389002,0.00350050916496945,0.8821283095723015,0.539969450101833,0.07510183299389002,0.12041751527494908,120
dd3_6_sc90_65_rec3,0.03,0.06,0.9,0.65,0.03,2.0,0.22787603258104094,0.09726186151108254,2.342912515149379,-0.11544844045284164,26.70654762020432,2010-02-02,2026-04-09,3928,0.9124236252545825,1.0,0.65,0.4289714867617108,0.17871690427698575,0.007344704684317718,1.850865580448065,0.4289714867617108,0.17871690427698575,0.0,187
dd5_10_sc85_65_rec2,0.05,0.1,0.85,0.65,0.02,2.0,0.2345961085998034,0.10013557621734334,2.3427848269491625,-0.128137740306822,29.264732593502625,2010-02-02,2026-04-09,3928,0.9433172097759672,1.0,0.65,0.33172097759674135,0.034623217922606926,0.0018202647657841143,0.4587067209775968,0.5394602851323829,0.034623217922606926,0.29557026476578413,44
dd5_10_sc85_70_rec3,0.05,0.1,0.85,0.7,0.03,2.0,0.23587923814482292,0.10068898059992791,2.342651963893175,-0.12827628544677383,29.777722766929337,2010-02-02,2026-04-09,3928,0.9483324847250507,1.0,0.7,0.310081466395112,0.03436863543788187,0.0019857433808553974,0.5004073319755602,0.41904276985743383,0.03436863543788187,0.16395112016293278,52
dd4_8_sc90_70_rec3,0.04,0.08,0.9,0.7,0.03,2.0,0.2360378786897297,0.1007762706756577,2.342196998432332,-0.1264672999401637,29.84171025872228,2010-02-02,2026-04-09,3928,0.9482179226069246,1.0,0.7,0.3625254582484725,0.07764765784114053,0.003284114052953157,0.8275967413441956,0.42082484725050917,0.07764765784114053,0.09928716904276985,96
dd3_10_sc90_75_rec3,0.03,0.1,0.9,0.75,0.03,2.0,0.2375484482531487,0.10142799164009263,2.3420403422367495,-0.1322272672695639,30.45728082763362,2010-02-02,2026-04-09,3928,0.9529276985743382,1.0,0.75,0.41726069246435843,0.035641547861507125,0.0038314663951120155,0.965529531568228,0.41726069246435843,0.035641547861507125,0.0,146
dd5_8_sc85_80_rec3,0.05,0.08,0.85,0.8,0.03,2.0,0.23630146449835188,0.10090332242671578,2.3418600975203097,-0.12809690400223184,29.948303351230418,2010-02-02,2026-04-09,3928,0.9493508146639512,1.0,0.8,0.31237270875763745,0.07586558044806517,0.001985743380855397,0.5004073319755601,0.420061099796334,0.07586558044806517,0.1644602851323829,82
dd3_10_sc90_80_rec3,0.03,0.1,0.9,0.8,0.03,2.0,0.2380096302782455,0.10168330949168912,2.340695158999509,-0.1329470632459474,30.647501394054537,2010-02-02,2026-04-09,3928,0.954837067209776,1.0,0.8,0.4164969450101833,0.03513238289205703,0.0037678207739307527,0.9494908350305497,0.4164969450101833,0.03513238289205703,0.0,148
dd4_8_sc90_75_rec3,0.04,0.08,0.9,0.75,0.03,2.0,0.2369270601852087,0.1012323940153821,2.3404273156792876,-0.12811779250063682,30.202677119668866,2010-02-02,2026-04-09,3928,0.9523548879837068,1.0,0.75,0.3615071283095723,0.07662932790224032,0.0028640529531568227,0.7217413441955194,0.41980651731160895,0.07662932790224032,0.09979633401221996,96
dd5_10_sc85_70_rec2,0.05,0.1,0.85,0.7,0.02,2.0,0.23480303087815924,0.10033839453013078,2.3401114994684296,-0.12827628544677294,29.346913140291665,2010-02-02,2026-04-09,3928,0.9451247454175152,1.0,0.7,0.3314663951120163,0.03436863543788187,0.0017566191446028517,0.4426680244399186,0.5392057026476579,0.03436863543788187,0.29582484725050917,46
dd3_8_sc90_80_rec3,0.03,0.08,0.9,0.8,0.03,2.0,0.2369238685097217,0.1012459912824754,2.340081473929237,-0.13173249418410726,30.20137438717759,2010-02-02,2026-04-09,3928,0.9506109979633401,1.0,0.8,0.41904276985743383,0.07484725050916496,0.004378818737270875,1.1034623217922606,0.41904276985743383,0.07484725050916496,0.0,172
dd3_8_sc90_65_rec2,0.03,0.08,0.9,0.65,0.02,2.0,0.2329935041172504,0.0995741625563588,2.3398992081442462,-0.12485671750924343,28.635281954977167,2010-02-02,2026-04-09,3928,0.9353487780040733,1.0,0.65,0.454938900203666,0.07662932790224032,0.004620672097759674,1.1644093686354378,0.5442973523421588,0.07662932790224032,0.12194501018329938,126
