label,dd_moderate,dd_severe,scale_moderate,scale_severe,recover_dd,step_up,rebal_cost_bps,annual_return,annual_vol,sharpe,max_drawdown,total_return,start,end,days,avg_scale,median_scale,min_scale,share_below_1,share_at_severe_scale,avg_turnover,annualized_turnover,moderate_or_worse_share,severe_share,recovery_band_share,n_scale_changes
dd5_9_sc85_70_rec30_step10,0.05,0.09,0.85,0.7,0.03,0.01,2.0,0.23123428162691084,0.09870168926483926,2.3427591092838975,-0.12415988693463931,27.95846812204034,2010-02-02,2026-04-09,3928,0.9369857433808553,1.0,0.7,0.3803462321792261,0.05168024439918534,0.001822810590631365,0.45934826883910396,0.41140529531568226,0.05168024439918534,0.16369653767820774,381
dd5_10_sc85_70_rec30_step20,0.05,0.1,0.85,0.7,0.03,0.02,2.0,0.23434352208491438,0.10004437851003664,2.3423957005380824,-0.1285875947308529,29.164699186288534,2010-02-02,2026-04-09,3928,0.9446308553971486,1.0,0.7,0.35005091649694503,0.03411405295315682,0.0015529531568228107,0.3913441955193483,0.41878818737270873,0.03411405295315682,0.17464358452138493,180
dd5_10_sc85_75_rec30_step10,0.05,0.1,0.85,0.75,0.03,0.01,2.0,0.23364233589456762,0.09974596382678616,2.342373835800506,-0.12784490858476727,28.888627437756462,2010-02-02,2026-04-09,3928,0.9440376782077393,1.0,0.75,0.37780040733197556,0.033859470468431775,0.0013721995926680246,0.3457942973523422,0.40911405295315684,0.033859470468431775,0.1670061099796334,282
dd5_8_sc85_70_rec30_step20,0.05,0.08,0.85,0.7,0.03,0.02,2.0,0.23164787006175835,0.09890567542261906,2.3421089747573984,-0.12217281991722173,28.116268556829706,2010-02-02,2026-04-09,3928,0.9356008146639511,1.0,0.7,0.35234215885947046,0.07535641547861507,0.00254582484725051,0.6415478615071285,0.4218431771894094,0.07535641547861507,0.17184317718940936,296
dd5_9_sc85_70_rec40_step20,0.05,0.09,0.85,0.7,0.04,0.02,2.0,0.2340882272052105,0.09997075210335006,2.3415671311866233,-0.1261738499798688,29.063908441039413,2010-02-02,2026-04-09,3928,0.9445850305498982,1.0,0.7,0.3324847250509165,0.051934826883910386,0.002449083503054991,0.6171690427698577,0.32942973523421587,0.051934826883910386,0.07306517311608961,290
dd5_10_sc85_75_rec40_step10,0.05,0.1,0.85,0.75,0.04,0.01,2.0,0.2347231044000544,0.10024248368993766,2.3415531594975425,-0.12784490858476716,29.31514502810567,2010-02-02,2026-04-09,3928,0.9480728105906313,1.0,0.75,0.3640529531568228,0.033859470468431775,0.001652240325865581,0.4163645621181264,0.32408350305498984,0.033859470468431775,0.07917515274949083,343
dd5_9_sc85_75_rec40_step10,0.05,0.09,0.85,0.75,0.04,0.01,2.0,0.23362544836951993,0.09982219480467469,2.3404158646948443,-0.12636019838575885,28.88200779055505,2010-02-02,2026-04-09,3928,0.9449261710794298,1.0,0.75,0.36685336048879835,0.051171079429735235,0.001973014256619145,0.49719959266802455,0.32561099796334014,0.051171079429735235,0.07790224032586558,418
dd5_10_sc85_75_rec30_step20,0.05,0.1,0.85,0.75,0.03,0.02,2.0,0.23474722140948145,0.10031306483619651,2.3401460397287788,-0.1292877809690025,29.3247274474676,2010-02-02,2026-04-09,3928,0.946596232179226,1.0,0.75,0.35005091649694503,0.03411405295315682,0.001463849287169043,0.36889002036659885,0.4185336048879837,0.03411405295315682,0.17464358452138493,171
dd5_10_sc85_70_rec40_step20,0.05,0.1,0.85,0.7,0.04,0.02,2.0,0.2352046872701672,0.10050893193278443,2.340137167385888,-0.12858759473085346,29.507031586111957,2010-02-02,2026-04-09,3928,0.9490147657841139,1.0,0.7,0.3281568228105906,0.03411405295315682,0.0019450101832993896,0.4901425661914462,0.3276476578411405,0.03411405295315682,0.07484725050916496,226
dd5_8_sc85_80_rec30_step20,0.05,0.08,0.85,0.8,0.03,0.02,2.0,0.23478233693765405,0.10034155254853577,2.339831614864525,-0.12763828649491027,29.338684993266753,2010-02-02,2026-04-09,3928,0.9462270875763746,1.0,0.8,0.35030549898167007,0.07331975560081466,0.001680244399185336,0.4234215885947047,0.41827902240325865,0.07331975560081466,0.17286150712830958,213
dd5_9_sc85_75_rec30_step10,0.05,0.09,0.85,0.75,0.03,0.01,2.0,0.2323678208021802,0.09932848411537096,2.339387567138172,-0.1263601983857593,28.392884468232,2010-02-02,2026-04-09,3928,0.9411430753564154,1.0,0.75,0.3795824847250509,0.051171079429735235,0.0016675152749490837,0.4202138492871691,0.4111507128309572,0.051171079429735235,0.1670061099796334,351
dd5_8_sc85_75_rec40_step20,0.05,0.08,0.85,0.75,0.04,0.02,2.0,0.234160632277445,0.10010054643445913,2.3392542859969474,-0.12493485277900795,29.092461911058557,2010-02-02,2026-04-09,3928,0.9450432790224033,1.0,0.75,0.33375763747454174,0.07612016293279023,0.0025636456211812634,0.6460386965376783,0.33095723014256617,0.07612016293279023,0.07459266802443992,302
dd5_10_sc85_80_rec30_step20,0.05,0.1,0.85,0.8,0.03,0.02,2.0,0.23525739772543397,0.1005905663160863,2.3387620364536303,-0.12906373367958213,29.52810309912169,2010-02-02,2026-04-09,3928,0.9485259674134419,1.0,0.8,0.34979633401221993,0.033859470468431775,0.001364562118126273,0.3438696537678208,0.41776985743380857,0.033859470468431775,0.17489816700610997,163
dd5_10_sc85_80_rec30_step10,0.05,0.1,0.85,0.8,0.03,0.01,2.0,0.23398599950104093,0.10004764544940929,2.338745689116289,-0.12902214376124932,29.023637474873443,2010-02-02,2026-04-09,3928,0.9460692464358452,1.0,0.8,0.3775458248472505,0.033859470468431775,0.0012932790224032588,0.3259063136456212,0.4080957230142566,0.033859470468431775,0.1670061099796334,269
dd5_9_sc85_75_rec30_step20,0.05,0.09,0.85,0.75,0.03,0.02,2.0,0.23383572806455444,0.09998426600273065,2.3387252556134,-0.1278407808595543,28.964532316864048,2010-02-02,2026-04-09,3928,0.944086048879837,1.0,0.75,0.35157841140529533,0.051171079429735235,0.0018406313645621182,0.4638391038696538,0.42057026476578413,0.051171079429735235,0.17540733197556008,218
dd5_10_sc85_75_rec40_step20,0.05,0.1,0.85,0.75,0.04,0.02,2.0,0.23570195047154296,0.10079314920197596,2.3384719332385164,-0.12928778096900218,29.706361355798713,2010-02-02,2026-04-09,3928,0.9510183299389002,1.0,0.75,0.32790224032586557,0.03411405295315682,0.0018559063136456215,0.4676883910386966,0.3273930753564155,0.03411405295315682,0.07484725050916496,217
dd5_8_sc85_80_rec30_step10,0.05,0.08,0.85,0.8,0.03,0.01,2.0,0.2331471422017899,0.09970569813420703,2.3383532392297823,-0.1274854127826479,28.695089395793396,2010-02-02,2026-04-09,3928,0.943424134419552,1.0,0.8,0.3788187372708758,0.07306517311608961,0.0015682281059063137,0.39519348268839105,0.4093686354378819,0.07306517311608961,0.16573319755600815,337
dd5_10_sc85_80_rec40_step10,0.05,0.1,0.85,0.8,0.04,0.01,2.0,0.23505286624482347,0.10053364887061132,2.3380516760845005,-0.12902214376124932,29.4464158935022,2010-02-02,2026-04-09,3928,0.9500636456211813,1.0,0.8,0.3640529531568228,0.033859470468431775,0.001573319755600815,0.3964765784114054,0.32408350305498984,0.033859470468431775,0.08019348268839104,330
dd5_9_sc85_80_rec40_step10,0.05,0.09,0.85,0.8,0.04,0.01,2.0,0.2346786601401778,0.10038340846088319,2.3378231894927737,-0.12833018641568394,29.297493416727477,2010-02-02,2026-04-09,3928,0.9489180244399184,1.0,0.8,0.3643075356415479,0.05066191446028513,0.0017718940936863547,0.44651731160896135,0.3245926680244399,0.05066191446028513,0.07917515274949083,381
dd5_9_sc85_80_rec30_step20,0.05,0.09,0.85,0.8,0.03,0.02,2.0,0.23478752061138386,0.10043795560261722,2.3376373921858855,-0.12845030252750578,29.34074588462248,2010-02-02,2026-04-09,3928,0.9473548879837067,1.0,0.8,0.3505600814663951,0.05066191446028513,0.0016140529531568227,0.4067413441955193,0.41904276985743383,0.05066191446028513,0.17489816700610997,203
dd5_9_sc85_75_rec40_step20,0.05,0.09,0.85,0.75,0.04,0.02,2.0,0.23484751621140787,0.1004666502910391,2.337566899374912,-0.12784078085955353,29.364608105050245,2010-02-02,2026-04-09,3928,0.9482026476578411,1.0,0.75,0.3314663951120163,0.051171079429735235,0.002288696537678208,0.5767515274949084,0.3281568228105906,0.051171079429735235,0.07306517311608961,271
dd5_8_sc85_80_rec40_step10,0.05,0.08,0.85,0.8,0.04,0.01,2.0,0.2341530655649655,0.10017147098368209,2.3375224828545145,-0.1274854127826478,29.089476732537776,2010-02-02,2026-04-09,3928,0.9471410386965377,1.0,0.8,0.36685336048879835,0.07433808553971487,0.00189918533604888,0.47859470468431775,0.32535641547861505,0.07433808553971487,0.07866598778004073,410
dd5_9_sc85_80_rec30_step10,0.05,0.09,0.85,0.8,0.03,0.01,2.0,0.2334325250587308,0.09987017124770721,2.3373598156725888,-0.1283301864156846,28.806482401656318,2010-02-02,2026-04-09,3928,0.9448574338085539,1.0,0.8,0.37830957230142565,0.05066191446028513,0.001496945010183299,0.37723014256619136,0.4093686354378819,0.05066191446028513,0.16675152749490835,321
dd5_10_sc85_80_rec40_step20,0.05,0.1,0.85,0.8,0.04,0.02,2.0,0.23616941885854037,0.10106114606449465,2.336896305409233,-0.1290637336795818,29.894861470383788,2010-02-02,2026-04-09,3928,0.9529098778004073,1.0,0.8,0.32790224032586557,0.033859470468431775,0.0017668024439918537,0.44523421588594714,0.32713849287169044,0.033859470468431775,0.07561099796334013,211
dd5_8_sc85_80_rec40_step20,0.05,0.08,0.85,0.8,0.04,0.02,2.0,0.235440216476275,0.10076128357968052,2.3366139067699785,-0.12763828649490994,29.601292516978887,2010-02-02,2026-04-09,3928,0.9501960285132383,1.0,0.8,0.33172097759674135,0.07484725050916496,0.002153767820773931,0.5427494908350307,0.3281568228105906,0.07484725050916496,0.07306517311608961,270
dd6_8_sc85_70_rec30_step10,0.06,0.08,0.85,0.7,0.03,0.01,2.0,0.2271939045762159,0.09724818031820448,2.3362278228015962,-0.12336318815651837,26.45854247841718,2010-02-02,2026-04-09,3928,0.9361812627291242,1.0,0.7,0.3276476578411405,0.07815682281059064,0.0018890020366598781,0.47602851323828926,0.42286150712830956,0.07815682281059064,0.24338085539714868,392
dd5_9_sc85_80_rec40_step20,0.05,0.09,0.85,0.8,0.04,0.02,2.0,0.23550778989622967,0.10088721514177518,2.3343670411089685,-0.12845030252750533,29.628386415674512,2010-02-02,2026-04-09,3928,0.951524949083503,1.0,0.8,0.33121181262729127,0.05066191446028513,0.0020824847250509163,0.524786150712831,0.3273930753564155,0.05066191446028513,0.07382892057026477,259
dd5_10_sc90_70_rec30_step20,0.05,0.1,0.9,0.7,0.03,0.02,2.0,0.23727336083614214,0.10165201215565679,2.3341727901343683,-0.12955582949567668,30.34432871583074,2010-02-02,2026-04-09,3928,0.9601527494908351,1.0,0.7,0.33528513238289204,0.03513238289205703,0.0012474541751527496,0.3143584521384929,0.4159877800407332,0.03513238289205703,0.1759164969450102,142
dd5_8_sc90_80_rec30_step10,0.05,0.08,0.9,0.8,0.03,0.01,2.0,0.23573282667203443,0.10099942616758845,2.334001643542833,-0.1292346009165678,29.71877839643262,2010-02-02,2026-04-09,3928,0.9563441955193484,1.0,0.8,0.3604887983706721,0.07612016293279023,0.0015071283095723013,0.37979633401221996,0.4093686354378819,0.07612016293279023,0.16471486761710794,329
dd5_10_sc90_70_rec30_step10,0.05,0.1,0.9,0.7,0.03,0.01,2.0,0.2360071303621194,0.10112267458484508,2.333869543413847,-0.12855396570291255,29.82929821129038,2010-02-02,2026-04-09,3928,0.9580422606924645,1.0,0.7,0.35921588594704684,0.034877800407331974,0.0011558044806517314,0.2912627291242363,0.41624236252545826,0.034877800407331974,0.17846232179226068,240
dd5_8_sc90_75_rec30_step20,0.05,0.08,0.9,0.75,0.03,0.02,2.0,0.23492782909858811,0.100668681673562,2.3336734443427782,-0.126689152962136,29.39657873932376,2010-02-02,2026-04-09,3928,0.9526883910386966,1.0,0.75,0.339867617107943,0.07917515274949083,0.0021155804480651737,0.5331262729124238,0.4185336048879837,0.07917515274949083,0.1705702647657841,253
dd5_10_sc90_70_rec40_step20,0.05,0.1,0.9,0.7,0.04,0.02,2.0,0.2377241371718848,0.10189322248577432,2.3330711442075973,-0.12955582949567723,30.529619184320886,2010-02-02,2026-04-09,3928,0.9640173116089614,1.0,0.7,0.29480651731160895,0.03513238289205703,0.0015325865580448064,0.3862118126272912,0.32077393075356414,0.03513238289205703,0.07662932790224032,175
dd5_10_sc90_70_rec40_step10,0.05,0.1,0.9,0.7,0.04,0.01,2.0,0.2366115504544124,0.1014246368031503,2.332880431345682,-0.12855396570291233,30.07414338159676,2010-02-02,2026-04-09,3928,0.9614638492871691,1.0,0.7,0.3296843177189409,0.034877800407331974,0.00140020366598778,0.35285132382892054,0.3212830957230143,0.034877800407331974,0.07662932790224032,292
dd5_8_sc90_70_rec30_step20,0.05,0.08,0.9,0.7,0.03,0.02,2.0,0.2325901230711227,0.09970103434270837,2.332875727965135,-0.12393265609588122,28.47879328616409,2010-02-02,2026-04-09,3928,0.9459470468431771,1.0,0.7,0.3434317718940937,0.08121181262729124,0.002377800407331976,0.5992057026476579,0.42209775967413443,0.08121181262729124,0.17158859470468432,269
dd5_9_sc90_70_rec40_step10,0.05,0.09,0.9,0.7,0.04,0.01,2.0,0.23385301372308098,0.10026259269174731,2.3324054110793964,-0.12638441016945312,28.971325597096286,2010-02-02,2026-04-09,3928,0.9534292260692465,1.0,0.7,0.33528513238289204,0.054226069246435846,0.0019297352342158862,0.4862932790224033,0.3268839103869654,0.054226069246435846,0.07484725050916496,405
dd5_9_sc90_70_rec30_step10,0.05,0.09,0.9,0.7,0.03,0.01,2.0,0.2331172147058147,0.09996003013592254,2.3321042859713943,-0.12638441016945356,28.683430501270948,2010-02-02,2026-04-09,3928,0.9503284114052954,1.0,0.7,0.3635437881873727,0.054226069246435846,0.0017158859470468436,0.4324032586558046,0.41904276985743383,0.054226069246435846,0.1705702647657841,360
dd5_8_sc90_70_rec40_step10,0.05,0.08,0.9,0.7,0.04,0.01,2.0,0.23005516300894668,0.09865348529252495,2.3319517027380496,-0.12373194540281929,27.512980600609072,2010-02-02,2026-04-09,3928,0.9429404276985743,1.0,0.7,0.35310590631364563,0.079938900203666,0.002306517311608962,0.5812423625254584,0.3324847250509165,0.079938900203666,0.07739307535641547,484
dd5_8_sc90_80_rec30_step20,0.05,0.08,0.9,0.8,0.03,0.02,2.0,0.23669326551355718,0.101516083278275,2.331583901486188,-0.1294546206314331,30.107385069238546,2010-02-02,2026-04-09,3928,0.9587118126272914,1.0,0.8,0.33834012219959264,0.07688391038696538,0.0017413441955193482,0.4388187372708758,0.41776985743380857,0.07688391038696538,0.17235234215885947,210
dd5_8_sc90_75_rec40_step10,0.05,0.08,0.9,0.75,0.04,0.01,2.0,0.23335175540235986,0.10009675252015349,2.331261999287907,-0.12648536377459874,28.774916007801938,2010-02-02,2026-04-09,3928,0.9515096741344196,1.0,0.75,0.3421588594704684,0.07866598778004073,0.002064663951120163,0.5202953156822812,0.3284114052953157,0.07866598778004073,0.07739307535641547,440
dd5_8_sc90_70_rec30_step10,0.05,0.08,0.9,0.7,0.03,0.01,2.0,0.22894448966421233,0.09820921065813958,2.33119162785204,-0.12373194540281918,27.09924048692046,2010-02-02,2026-04-09,3928,0.938739816700611,1.0,0.7,0.3902749490835031,0.07892057026476579,0.0021384928716904283,0.5389002036659879,0.4233706720977597,0.07892057026476579,0.17158859470468432,448
dd5_8_sc90_75_rec30_step10,0.05,0.08,0.9,0.75,0.03,0.01,2.0,0.23247938573863225,0.09973985796140038,2.330857397336604,-0.1264853637745984,28.435969387708475,2010-02-02,2026-04-09,3928,0.9481950101832994,1.0,0.75,0.3711812627291242,0.07764765784114053,0.0018660896130346235,0.4702545824847251,0.4119144602851324,0.07764765784114053,0.16395112016293278,398
dd5_10_sc90_75_rec30_step20,0.05,0.1,0.9,0.75,0.03,0.02,2.0,0.2376290745275893,0.10195167507824317,2.3308010814458915,-0.1313648918969269,30.49045862839188,2010-02-02,2026-04-09,3928,0.9622581466395111,1.0,0.75,0.335030549898167,0.03513238289205703,0.001183808553971487,0.2983197556008147,0.41522403258655805,0.03513238289205703,0.17540733197556008,138
dd5_10_sc90_75_rec40_step20,0.05,0.1,0.9,0.75,0.04,0.02,2.0,0.23814718397072365,0.102194865464622,2.3303243552208195,-0.13136489189692646,30.704445819571948,2010-02-02,2026-04-09,3928,0.9661227087576375,1.0,0.75,0.2945519348268839,0.03513238289205703,0.0014689409368635437,0.370173116089613,0.3205193482688391,0.03513238289205703,0.07662932790224032,171
dd5_8_sc90_70_rec40_step20,0.05,0.08,0.9,0.7,0.04,0.02,2.0,0.23235592981759767,0.09971066546722294,2.3303016656124727,-0.12393265609588122,28.388295816220012,2010-02-02,2026-04-09,3928,0.9487678207739308,1.0,0.7,0.31084521384928715,0.0829938900203666,0.0027443991853360497,0.6915885947046845,0.3304480651731161,0.0829938900203666,0.07612016293279023,312
dd5_10_sc90_75_rec30_step10,0.05,0.1,0.9,0.75,0.03,0.01,2.0,0.23665228222713508,0.10155550314630335,2.330275316407108,-0.1303642023356517,30.090708899459354,2010-02-02,2026-04-09,3928,0.9604557026476579,1.0,0.75,0.3581975560081466,0.034877800407331974,0.0010921588594704683,0.27522403258655803,0.4157331975560081,0.034877800407331974,0.17820773930753564,230
dd5_9_sc90_70_rec40_step20,0.05,0.09,0.9,0.7,0.04,0.02,2.0,0.2353703465461381,0.10100949008173757,2.3301805241831715,-0.12665079269697965,29.573301467536172,2010-02-02,2026-04-09,3928,0.957337067209776,1.0,0.7,0.3039714867617108,0.05473523421588595,0.002153767820773931,0.5427494908350307,0.32561099796334014,0.05473523421588595,0.07612016293279023,247
dd5_9_sc90_75_rec40_step10,0.05,0.09,0.9,0.75,0.04,0.01,2.0,0.2358077282839981,0.10120208833797238,2.3300678094359033,-0.1285726971000697,29.748920086303567,2010-02-02,2026-04-09,3928,0.9588874745417516,1.0,0.75,0.3319755600814664,0.05371690427698574,0.0016726069246435847,0.4214969450101833,0.32382892057026474,0.05371690427698574,0.07484725050916496,358
dd5_8_sc90_75_rec40_step20,0.05,0.08,0.9,0.75,0.04,0.02,2.0,0.23528309458155672,0.10098253262791332,2.3299385394550938,-0.12668915296213756,29.538380615609853,2010-02-02,2026-04-09,3928,0.9563416496945011,1.0,0.75,0.3070264765784114,0.07942973523421588,0.0023956211812627298,0.6036965376782079,0.3258655804480652,0.07942973523421588,0.07612016293279023,285
dd5_9_sc90_75_rec30_step10,0.05,0.09,0.9,0.75,0.03,0.01,2.0,0.23498872806469961,0.10086862483005575,2.329651350562283,-0.12857269710006913,29.420842207084316,2010-02-02,2026-04-09,3928,0.955618635437882,1.0,0.75,0.3612525458248472,0.05371690427698574,0.00144857433808554,0.3650407331975561,0.4185336048879837,0.05371690427698574,0.17362525458248473,309
dd5_9_sc90_75_rec40_step20,0.05,0.09,0.9,0.75,0.04,0.02,2.0,0.2366146133837621,0.10156965474287391,2.3295797744194155,-0.13048311831825032,30.075388779892837,2010-02-02,2026-04-09,3928,0.9615173116089614,1.0,0.75,0.3029531568228106,0.054226069246435846,0.0018966395112016295,0.47795315682281064,0.3243380855397149,0.054226069246435846,0.07612016293279023,225
dd5_10_sc90_75_rec40_step10,0.05,0.1,0.9,0.75,0.04,0.01,2.0,0.23733109583832057,0.10187783234218369,2.3295656217064105,-0.1303642023356516,30.368003366674266,2010-02-02,2026-04-09,3928,0.9639231160896131,1.0,0.75,0.3281568228105906,0.034877800407331974,0.0013365580448065173,0.33681262729124234,0.32077393075356414,0.034877800407331974,0.07637474541751528,282
dd6_8_sc85_75_rec30_step10,0.06,0.08,0.85,0.75,0.03,0.01,2.0,0.23070355807899046,0.09903441916403585,2.3295290670293545,-0.1261177640122101,27.757151267364637,2010-02-02,2026-04-09,3928,0.9461023421588595,1.0,0.75,0.31873727087576376,0.07764765784114053,0.0016573319755600817,0.4176476578411406,0.420061099796334,0.07764765784114053,0.24134419551934827,351
dd5_9_sc90_70_rec30_step20,0.05,0.09,0.9,0.7,0.03,0.02,2.0,0.23467694430529673,0.10077634989775722,2.3286906555296807,-0.1266507926969802,29.296812144122992,2010-02-02,2026-04-09,3928,0.9539205702647657,1.0,0.7,0.3380855397148676,0.05473523421588595,0.00189918533604888,0.47859470468431775,0.41929735234215887,0.05473523421588595,0.1705702647657841,217
dd5_9_sc90_75_rec30_step20,0.05,0.09,0.9,0.75,0.03,0.02,2.0,0.23592355719244762,0.10132376349449153,2.328412892058373,-0.1304831183182512,29.795586258034472,2010-02-02,2026-04-09,3928,0.9580091649694502,1.0,0.75,0.3373217922606925,0.054226069246435846,0.0016420570264765787,0.41379837067209785,0.41827902240325865,0.054226069246435846,0.1710794297352342,195
dd5_8_sc90_80_rec40_step10,0.05,0.08,0.9,0.8,0.04,0.01,2.0,0.2356384508581859,0.10124227205374633,2.3274709869519015,-0.12923460091656758,29.680839422255804,2010-02-02,2026-04-09,3928,0.9590198574338086,1.0,0.8,0.33553971486761713,0.07790224032586558,0.0018177189409368634,0.4580651731160896,0.32561099796334014,0.07790224032586558,0.07815682281059064,398
dd5_10_sc90_80_rec30_step20,0.05,0.1,0.9,0.8,0.03,0.02,2.0,0.2379463287084269,0.1022482326901674,2.3271436820766565,-0.13265106375830282,30.621328087239018,2010-02-02,2026-04-09,3928,0.9643126272912425,1.0,0.8,0.335030549898167,0.034877800407331974,0.00109979633401222,0.2771486761710794,0.41522403258655805,0.034877800407331974,0.17566191446028515,130
dd5_9_sc90_80_rec30_step10,0.05,0.09,0.9,0.8,0.03,0.01,2.0,0.23634816483279408,0.10157114664384098,2.32692228691233,-0.13077246391298947,29.967224793348578,2010-02-02,2026-04-09,3928,0.9600560081466396,1.0,0.8,0.3589613034623218,0.05320773930753564,0.0012881873727087578,0.32462321792260695,0.4164969450101833,0.05320773930753564,0.17438900203665988,280
dd5_10_sc90_80_rec40_step20,0.05,0.1,0.9,0.8,0.04,0.02,2.0,0.23846457096387952,0.10249071412955922,2.3266944033820938,-0.1326510637583026,30.836204575975437,2010-02-02,2026-04-09,3928,0.9681771894093687,1.0,0.8,0.2945519348268839,0.034877800407331974,0.001384928716904277,0.3490020366598778,0.3205193482688391,0.034877800407331974,0.07688391038696538,163
dd5_10_sc90_80_rec30_step10,0.05,0.1,0.9,0.8,0.03,0.01,2.0,0.2371911241213991,0.10195105107577837,2.3265196544673112,-0.13218544752573513,30.310635905963075,2010-02-02,2026-04-09,3928,0.9627724032586559,1.0,0.8,0.3574338085539715,0.034623217922606926,0.0010285132382892056,0.25918533604887983,0.414969450101833,0.034623217922606926,0.1774439918533605,220
dd5_9_sc90_80_rec30_step20,0.05,0.09,0.9,0.8,0.03,0.02,2.0,0.23711372879445114,0.10192553281900274,2.326342793964225,-0.13214531577477984,30.27895767775226,2010-02-02,2026-04-09,3928,0.9619297352342159,1.0,0.8,0.3360488798370672,0.05371690427698574,0.001425661914460285,0.35926680244399184,0.41624236252545826,0.05371690427698574,0.17184317718940936,171
dd5_9_sc90_80_rec40_step10,0.05,0.09,0.9,0.8,0.04,0.01,2.0,0.23695146778964804,0.10185594019870199,2.3263392132790663,-0.13077246391298913,30.212641154274973,2010-02-02,2026-04-09,3928,0.9631848268839105,1.0,0.8,0.33070264765784113,0.05320773930753564,0.0015580448065173117,0.39262729124236256,0.3228105906313646,0.05320773930753564,0.07612016293279023,338
