label,reg_window,z_window,sample_start,sample_end,rows,total_return,annual_return,sharpe,max_drawdown,position_days_pct,trades
N20_M80_year_2013,,,2013-01-04,2013-12-31,238,0.13308204792645473,0.13474994361317605,0.8354483760335044,-0.11800046126769581,0.49159663865546216,16
N20_M80_year_2014,,,2014-01-02,2014-12-31,245,0.7774963913024309,0.7838450553711818,3.852276929134374,-0.06153279242708487,0.5428571428571428,14
N20_M80_year_2015,,,2015-01-05,2015-12-31,244,3.0798685592215262,3.1643903205306527,3.85943142130646,-0.2075495083941583,0.5860655737704918,23
N20_M80_year_2016,,,2016-01-04,2016-12-30,244,0.16468146420509067,0.1667736456503024,0.7299033067803454,-0.22015573585915615,0.5614754098360656,16
N20_M80_year_2017,,,2017-01-03,2017-12-29,244,-0.0647573731448412,-0.06567004587480219,-0.3132992886851413,-0.24849803071844656,0.5122950819672131,20
N20_M80_year_2018,,,2018-01-02,2018-12-28,244,0.005609472207742883,0.005691509369937231,0.1382177297703217,-0.2932284086373296,0.4959016393442623,30
N20_M80_year_2019,,,2019-01-02,2019-12-31,244,0.4057598371517095,0.4087305594404951,2.041941226635944,-0.07994468300648061,0.5122950819672131,17
N20_M80_year_2020,,,2020-01-02,2020-12-31,243,0.24742620665789183,0.24837362660185502,1.4419017321013932,-0.1291774977757847,0.4403292181069959,21
N20_M80_year_2021,,,2021-01-04,2021-12-31,243,0.16872156606473276,0.1708687374554625,1.1261169902074541,-0.1290027367360269,0.588477366255144,15
N20_M80_year_2022,,,2022-01-04,2022-12-30,242,0.3723753561082499,0.37872523325121477,1.9717656908088221,-0.09130829530880347,0.49586776859504134,13
N20_M80_year_2023,,,2023-01-03,2023-12-29,242,0.021726884565074434,0.022047202590142367,0.26577006699113903,-0.11381049286953648,0.45454545454545453,22
N20_M80_year_2024,,,2024-01-02,2024-12-31,242,0.7124928376046966,0.7156593457009588,1.7171486092337231,-0.1497327019495912,0.5454545454545454,30
N20_M80_year_2025,,,2025-01-02,2025-12-31,243,0.4578361601745833,0.4612463579663171,2.5451676540307946,-0.08429282163415686,0.5432098765432098,17
N20_M80_year_2026,,,2026-01-05,2026-03-18,47,0.1514843106725512,1.0452992340373464,6.307941715370313,-0.027138421861266693,0.5531914893617021,2
