symbol,name,code
sh600250,南京商旅,600250
sh600251,冠农股份,600251
sh600252,中恒集团,600252
sh600255,鑫科材料,600255
sh600256,广汇能源,600256
sh600257,大湖股份,600257
sh600258,首旅酒店,600258
sh600259,中稀有色,600259
sh600261,阳光照明,600261
sh600262,北方股份,600262
sh600265,ST景谷,600265
sh600266,城建发展,600266
sh600267,海正药业,600267
sh600268,国电南自,600268
sh600269,赣粤高速,600269
sh600271,航天信息,600271
sh600272,开开实业,600272
sh600273,嘉化能源,600273
sh600276,恒瑞医药,600276
sh600278,东方创业,600278
sh600279,重庆港,600279
sh600280,中央商场,600280
sh600281,华阳新材,600281
sh600282,南钢股份,600282
sh600283,钱江水利,600283
sh600284,浦东建设,600284
sh600285,羚锐制药,600285
sh600287,苏豪时尚,600287
sh600288,大恒科技,600288
sh600289,ST信通,600289
sh600292,电投水电,600292
sh600293,三峡新材,600293
sh600295,鄂尔多斯,600295
sh600298,安琪酵母,600298
sh600299,安迪苏,600299
sh600300,维维股份,600300
sh600301,华锡有色,600301
sh600302,标准股份,600302
sh600303,曙光股份,600303
sh600305,恒顺醋业,600305
sh600307,酒钢宏兴,600307
sh600308,华泰股份,600308
sh600309,万华化学,600309
sh600310,广西能源,600310
sh600312,平高电气,600312
sh600313,农发种业,600313
sh600315,上海家化,600315
sh600316,洪都航空,600316
sh600318,新力金融,600318
sh600319,亚星化学,600319
sh600320,振华重工,600320
sh600322,津投城开,600322
sh600323,瀚蓝环境,600323
sh600325,华发股份,600325
sh600326,西藏天路,600326
sh600327,大东方,600327
sh600328,中盐化工,600328
sh600329,达仁堂,600329
sh600330,天通股份,600330
sh600331,宏达股份,600331
sh600332,白云山,600332
sh600333,长春燃气,600333
sh600335,国机汽车,600335
sh600336,澳柯玛,600336
sh600337,美克家居,600337
sh600338,西藏珠峰,600338
sh600339,中油工程,600339
sh600340,华夏幸福,600340
sh600343,航天动力,600343
sh600345,长江通信,600345
sh600346,恒力石化,600346
sh600348,华阳股份,600348
sh600350,山东高速,600350
sh600351,亚宝药业,600351
sh600352,浙江龙盛,600352
sh600353,旭光电子,600353
sh600354,敦煌种业,600354
sh600355,*ST精伦,600355
sh600356,恒丰纸业,600356
sh600358,ST联合,600358
sh600359,新农开发,600359
sh600360,*ST华微,600360
sh600361,创新新材,600361
sh600362,江西铜业,600362
sh600363,联创光电,600363
sh600365,ST通葡,600365
sh600366,宁波韵升,600366
sh600367,红星发展,600367
sh600368,五洲交通,600368
sh600369,西南证券,600369
sh600370,三房巷,600370
sh600371,万向德农,600371
sh600372,中航机载,600372
sh600373,中文传媒,600373
sh600375,汉马科技,600375
sh600376,首开股份,600376
sh600377,宁沪高速,600377
sh600378,昊华科技,600378
sh600379,宝光股份,600379
sh600380,健康元,600380
sh600381,*ST春天,600381
sh600382,广东明珠,600382
sh600383,金地集团,600383
sh600386,北巴传媒,600386
sh600388,龙净环保,600388
sh600389,江山股份,600389
sh600390,五矿资本,600390
sh600391,航发科技,600391
sh600392,盛和资源,600392
sh600395,盘江股份,600395
sh600396,华电辽能,600396
sh600397,江钨装备,600397
sh600398,海澜之家,600398
sh600399,抚顺特钢,600399
sh600400,红豆股份,600400
sh600403,大有能源,600403
sh600405,动力源,600405
sh600406,国电南瑞,600406
sh600408,安泰集团,600408
sh600409,三友化工,600409
sh600410,华胜天成,600410
sh600415,小商品城,600415
sh600416,湘电股份,600416
sh600418,江淮汽车,600418
sh600419,天润乳业,600419
sh600420,国药现代,600420
sh600421,*ST华嵘,600421
sh600422,昆药集团,600422
sh600423,柳化股份,600423
sh600425,青松建化,600425
sh600426,华鲁恒升,600426
sh600428,中远海特,600428
sh600429,三元股份,600429
sh600433,冠豪高新,600433
sh600435,北方导航,600435
sh600436,片仔癀,600436
sh600438,通威股份,600438
sh600439,瑞贝卡,600439
sh600444,国机通用,600444
sh600446,金证股份,600446
sh600448,华纺股份,600448
sh600449,宁夏建材,600449
sh600452,涪陵电力,600452
sh600455,博通股份,600455
sh600456,宝钛股份,600456
sh600458,时代新材,600458
sh600459,贵研铂业,600459
sh600460,士兰微,600460
sh600461,洪城环境,600461
sh600463,空港股份,600463
sh600467,好当家,600467
sh600468,百利电气,600468
sh600469,风神股份,600469
sh600470,六国化工,600470
sh600475,华光环能,600475
sh600476,湘邮科技,600476
sh600477,杭萧钢构,600477
sh600478,科力远,600478
sh600479,千金药业,600479
sh600480,凌云股份,600480
sh600481,双良节能,600481
sh600482,中国动力,600482
sh600483,福能股份,600483
sh600486,扬农化工,600486
sh600487,亨通光电,600487
sh600488,津药药业,600488
sh600489,中金黄金,600489
sh600490,鹏欣资源,600490
sh600491,龙元建设,600491
sh600493,凤竹纺织,600493
sh600495,晋西车轴,600495
sh600496,精工钢构,600496
sh600497,驰宏锌锗,600497
sh600498,烽火通信,600498
sh600499,科达制造,600499
sh600500,中化国际,600500
sh600501,航天晨光,600501
sh600502,安徽建工,600502
sh600503,华丽家族,600503
sh600505,西昌电力,600505
sh600506,统一股份,600506
sh600507,方大特钢,600507
sh600508,上海能源,600508
sh600509,天富能源,600509
sh600510,黑牡丹,600510
sh600511,国药股份,600511
sh600512,腾达建设,600512
sh600513,联环药业,600513
sh600515,海南机场,600515
sh600516,方大炭素,600516
sh600517,国网英大,600517
sh600518,康美药业,600518
sh600519,贵州茅台,600519
sh600520,三佳科技,600520
sh600521,华海药业,600521
sh600522,中天科技,600522
sh600523,贵航股份,600523
sh600525,ST长园,600525
sh600526,菲达环保,600526
sh600527,江南高纤,600527
sh600528,中铁工业,600528
sh600529,山东药玻,600529
sh600530,交大昂立,600530
sh600531,豫光金铅,600531
sh600533,栖霞建设,600533
sh600535,天士力,600535
sh600536,中国软件,600536
sh600537,亿晶光电,600537
sh600538,国发股份,600538
sh600539,狮头股份,600539
sh600540,新赛股份,600540
sh600543,莫高股份,600543
sh600545,卓郎智能,600545
sh600546,山煤国际,600546
sh600547,山东黄金,600547
sh600548,深高速,600548
sh600549,厦门钨业,600549
sh600550,保变电气,600550
sh600551,时代出版,600551
sh600552,凯盛科技,600552
sh600556,天下秀,600556
sh600557,康缘药业,600557
sh600558,大西洋,600558
sh600559,老白干酒,600559
sh600560,金自天正,600560
sh600561,江西长运,600561
sh600562,国睿科技,600562
sh600563,法拉电子,600563
sh600566,济川药业,600566
sh600567,山鹰国际,600567
sh600568,ST中珠,600568
sh600569,安阳钢铁,600569
sh600570,恒生电子,600570
sh600571,信雅达,600571
sh600572,康恩贝,600572
sh600573,惠泉啤酒,600573
sh600575,淮河能源,600575
sh600576,祥源文旅,600576
sh600577,精达股份,600577
sh600578,京能电力,600578
sh600579,中化装备,600579
sh600580,卧龙电驱,600580
sh600581,八一钢铁,600581
sh600582,天地科技,600582
sh600583,海油工程,600583
sh600584,长电科技,600584
sh600585,海螺水泥,600585
sh600586,金晶科技,600586
sh600587,新华医疗,600587
sh600588,用友网络,600588
sh600589,大位科技,600589
sh600590,泰豪科技,600590
sh600592,龙溪股份,600592
sh600593,大连圣亚,600593
sh600594,益佰制药,600594
sh600595,中孚实业,600595
sh600596,新安股份,600596
sh600597,光明乳业,600597
sh600598,北大荒,600598
sh600599,*ST熊猫,600599
sh600600,青岛啤酒,600600
sh600601,方正科技,600601
sh600602,云赛智联,600602
sh600603,广汇物流,600603
sh600604,市北高新,600604
sh600605,汇通能源,600605
sh600606,绿地控股,600606
sh600608,*ST沪科,600608
sh600609,金杯汽车,600609
sh600610,中毅达,600610
sh600611,大众交通,600611
sh600612,老凤祥,600612
sh600613,神奇制药,600613
sh600615,鑫源智造,600615
sh600616,金枫酒业,600616
sh600617,国新能源,600617
sh600618,氯碱化工,600618
sh600619,海立股份,600619
sh600620,天宸股份,600620
sh600621,华鑫股份,600621
sh600622,光大嘉宝,600622
sh600623,华谊集团,600623
sh600624,ST复华,600624
sh600626,申达股份,600626
sh600628,新世界,600628
sh600629,华建集团,600629
sh600630,龙头股份,600630
sh600633,浙数文化,600633
sh600635,大众公用,600635
sh600636,*ST国化,600636
sh600637,东方明珠,600637
sh600638,新黄浦,600638
sh600639,浦东金桥,600639
sh600640,国脉文化,600640
sh600641,先导基电,600641
sh600642,申能股份,600642
sh600643,爱建集团,600643
sh600644,乐山电力,600644
sh600645,中源协和,600645
sh600648,外高桥,600648
sh600649,城投控股,600649
sh600650,锦江在线,600650
sh600651,飞乐音响,600651
sh600653,申华控股,600653
sh600654,中安科,600654
sh600655,豫园股份,600655
sh600657,信达地产,600657
sh600658,电子城,600658
sh600660,福耀玻璃,600660
sh600661,昂立教育,600661
sh600662,外服控股,600662
sh600663,陆家嘴,600663
sh600664,哈药股份,600664
sh600665,天地源,600665
sh600666,奥瑞德,600666
sh600667,太极实业,600667
sh600668,尖峰集团,600668
sh600671,天目药业,600671
sh600673,东阳光,600673
sh600674,川投能源,600674
sh600675,中华企业,600675
sh600676,交运股份,600676
sh600678,四川金顶,600678
sh600679,上海凤凰,600679
sh600681,百川能源,600681
sh600682,南京新百,600682
sh600683,京投发展,600683
sh600684,珠江股份,600684
sh600685,中船防务,600685
sh600686,金龙汽车,600686
sh600688,上海石化,600688
sh600689,上海三毛,600689
sh600690,海尔智家,600690
sh600691,潞化科技,600691
sh600692,亚通股份,600692
sh600693,东百集团,600693
sh600694,大商股份,600694
sh600696,*ST岩石,600696
sh600697,欧亚集团,600697
sh600698,湖南天雁,600698
sh600699,均胜电子,600699
sh600702,舍得酒业,600702
sh600703,三安光电,600703
sh600704,物产中大,600704
sh600706,曲江文旅,600706
sh600707,彩虹股份,600707
sh600708,光明地产,600708
sh600710,苏美达,600710
sh600711,盛屯矿业,600711
sh600712,南宁百货,600712
sh600713,南京医药,600713
sh600714,金瑞矿业,600714
sh600715,文投控股,600715
sh600716,凤凰股份,600716
sh600717,天津港,600717
sh600718,东软集团,600718
sh600719,大连热电,600719
sh600720,中交设计,600720
sh600721,百花医药,600721
sh600722,金牛化工,600722
sh600724,宁波富达,600724
sh600725,云维股份,600725
sh600726,华电能源,600726
sh600727,鲁北化工,600727
sh600728,佳都科技,600728
sh600729,重庆百货,600729
sh600730,中国高科,600730
sh600731,湖南海利,600731
sh600732,爱旭股份,600732
sh600733,北汽蓝谷,600733
sh600734,实达集团,600734
sh600735,ST新华锦,600735
sh600736,苏州高新,600736
sh600737,中粮糖业,600737
sh600738,丽尚国潮,600738
sh600739,辽宁成大,600739
sh600740,山西焦化,600740
sh600741,华域汽车,600741
sh600742,富维股份,600742
sh600743,华远控股,600743
sh600744,华银电力,600744
sh600745,闻泰科技,600745
sh600746,江苏索普,600746
sh600748,上实发展,600748
sh600749,西藏旅游,600749
sh600750,华润江中,600750
sh600751,海航科技,600751
sh600753,*ST海钦,600753
sh600754,锦江酒店,600754
sh600755,厦门国贸,600755
sh600756,浪潮软件,600756
sh600757,长江传媒,600757
sh600758,辽宁能源,600758
sh600759,洲际油气,600759
sh600760,中航沈飞,600760
sh600761,安徽合力,600761
sh600763,通策医疗,600763
sh600764,中国海防,600764
sh600765,中航重机,600765
sh600768,宁波富邦,600768
sh600769,祥龙电业,600769
sh600770,综艺股份,600770
sh600771,广誉远,600771
sh600773,西藏城投,600773
sh600774,汉商集团,600774
sh600775,南京熊猫,600775
sh600776,东方通信,600776
sh600777,*ST新潮,600777
sh600778,友好集团,600778
sh600779,水井坊,600779
sh600780,通宝能源,600780
sh600782,新钢股份,600782
sh600783,鲁信创投,600783
sh600784,鲁银投资,600784
sh600785,新华百货,600785
sh600787,中储股份,600787
sh600789,鲁抗医药,600789
sh600790,轻纺城,600790
sh600791,京能置业,600791
sh600792,云煤能源,600792
sh600793,宜宾纸业,600793
sh600794,保税科技,600794
sh600795,国电电力,600795
sh600796,钱江生化,600796
sh600797,浙大网新,600797
sh600798,宁波海运,600798
sh600800,渤海化学,600800
sh600801,华新建材,600801
sh600802,福建水泥,600802
sh600803,新奥股份,600803
sh600805,悦达投资,600805
sh600807,济高发展,600807
sh600808,马钢股份,600808
sh600809,山西汾酒,600809
sh600810,神马股份,600810
sh600812,华北制药,600812
sh600814,杭州解百,600814
sh600815,厦工股份,600815
sh600816,建元信托,600816
sh600817,宇通重工,600817
sh600818,中路股份,600818
sh600819,耀皮玻璃,600819
sh600820,隧道股份,600820
sh600821,金开新能,600821
sh600822,上海物贸,600822
sh600824,益民集团,600824
sh600825,新华传媒,600825
sh600826,兰生股份,600826
sh600827,百联股份,600827
sh600828,茂业商业,600828
sh600829,人民同泰,600829
sh600830,香溢融通,600830
sh600831,广电网络,600831
sh600833,第一医药,600833
sh600834,申通地铁,600834
sh600835,上海机电,600835
sh600838,上海九百,600838
sh600839,四川长虹,600839
sh600841,动力新科,600841
sh600843,上工申贝,600843
sh600844,金煤科技,600844
sh600845,宝信软件,600845
sh600846,同济科技,600846
sh600847,万里股份,600847
sh600848,上海临港,600848
sh600850,电科数字,600850
sh600851,海欣股份,600851
sh600853,龙建股份,600853
sh600854,春兰股份,600854
sh600855,航天长峰,600855
sh600857,宁波中百,600857
sh600858,银座股份,600858
sh600859,王府井,600859
sh600860,京城股份,600860
sh600861,北京人力,600861
sh600862,中航高科,600862
sh600863,华能蒙电,600863
sh600864,哈投股份,600864
sh600865,百大集团,600865
sh600866,星湖科技,600866
sh600867,通化东宝,600867
sh600868,梅雁吉祥,600868
sh600869,远东股份,600869
sh600871,石化油服,600871
sh600872,中炬高新,600872
sh600873,梅花生物,600873
sh600874,创业环保,600874
sh600875,东方电气,600875
sh600876,凯盛新能,600876
sh600877,电科芯片,600877
sh600879,航天电子,600879
sh600880,博瑞传播,600880
sh600881,亚泰集团,600881
sh600882,妙可蓝多,600882
sh600883,博闻科技,600883
sh600884,杉杉股份,600884
sh600885,宏发股份,600885
sh600886,国投电力,600886
sh600887,伊利股份,600887
sh600888,新疆众和,600888
sh600889,南京化纤,600889
sh600892,*ST大晟,600892
sh600893,航发动力,600893
sh600894,广日股份,600894
sh600895,张江高科,600895
sh600897,厦门空港,600897
sh600900,长江电力,600900
sh600901,江苏金租,600901
sh600903,贵州燃气,600903
sh600905,三峡能源,600905
sh600906,财达证券,600906
sh600908,无锡银行,600908
sh600909,华安证券,600909
sh600916,中国黄金,600916
sh600917,重庆燃气,600917
sh600918,中泰证券,600918
sh600919,江苏银行,600919
sh600925,苏能股份,600925
sh600926,杭州银行,600926
sh600927,永安期货,600927
sh600928,西安银行,600928
sh600929,雪天盐业,600929
sh600930,华电新能,600930
sh600933,爱柯迪,600933
sh600935,华塑股份,600935
sh600936,北投科技,600936
sh600938,中国海油,600938
sh600939,重庆建工,600939
sh600941,中国移动,600941
sh600955,维远股份,600955
sh600956,新天绿能,600956
sh600958,东方证券,600958
sh600959,江苏有线,600959
sh600960,渤海汽车,600960
sh600961,株冶集团,600961
sh600962,国投中鲁,600962
sh600963,岳阳林纸,600963
sh600965,福成股份,600965
sh600966,博汇纸业,600966
sh600967,内蒙一机,600967
sh600968,海油发展,600968
sh600969,郴电国际,600969
sh600970,中材国际,600970
sh600971,恒源煤电,600971
sh600973,宝胜股份,600973
sh600975,新五丰,600975
sh600976,健民集团,600976
sh600977,中国电影,600977
sh600979,广安爱众,600979
sh600980,北矿科技,600980
sh600981,苏豪汇鸿,600981
sh600982,宁波能源,600982
sh600983,惠而浦,600983
sh600984,建设机械,600984
sh600985,淮北矿业,600985
sh600986,浙文互联,600986
sh600987,航民股份,600987
sh600988,赤峰黄金,600988
sh600989,宝丰能源,600989
sh600990,四创电子,600990
sh600992,贵绳股份,600992
sh600993,马应龙,600993
sh600995,南网储能,600995
sh600996,贵广网络,600996
sh600997,开滦股份,600997
sh600998,九州通,600998
sh600999,招商证券,600999
sh601000,唐山港,601000
sh601001,晋控煤业,601001
sh601002,晋亿实业,601002
sh601003,柳钢股份,601003
sh601005,重庆钢铁,601005
sh601006,大秦铁路,601006
sh601007,金陵饭店,601007
sh601008,连云港,601008
sh601009,南京银行,601009
sh601010,文峰股份,601010
sh601011,宝泰隆,601011
sh601012,隆基绿能,601012
sh601015,陕西黑猫,601015
sh601016,节能风电,601016
sh601018,宁波港,601018
sh601019,山东出版,601019
sh601020,华钰矿业,601020
sh601021,春秋航空,601021
sh601022,宁波远洋,601022
sh601026,道生天合,601026
sh601033,永兴股份,601033
sh601038,一拖股份,601038
sh601058,赛轮轮胎,601058
sh601059,信达证券,601059
sh601061,中信金属,601061
sh601065,江盐集团,601065
sh601066,中信建投,601066
sh601068,中铝国际,601068
sh601069,西部黄金,601069
sh601077,渝农商行,601077
sh601083,锦江航运,601083
sh601086,国芳集团,601086
sh601088,中国神华,601088
sh601089,福元医药,601089
sh601096,宏盛华源,601096
sh601098,中南传媒,601098
sh601099,太平洋,601099
sh601100,恒立液压,601100
sh601101,昊华能源,601101
sh601106,中国一重,601106
sh601107,四川成渝,601107
sh601108,财通证券,601108
sh601111,中国国航,601111
sh601112,振石股份,601112
sh601113,华鼎股份,601113
sh601116,三江购物,601116
sh601117,中国化学,601117
sh601118,海南橡胶,601118
sh601121,宝地矿业,601121
sh601126,四方股份,601126
sh601127,赛力斯,601127
sh601128,常熟银行,601128
sh601133,柏诚股份,601133
sh601136,首创证券,601136
sh601137,博威合金,601137
sh601138,工业富联,601138
sh601139,深圳燃气,601139
sh601155,新城控股,601155
sh601156,东航物流,601156
sh601158,重庆水务,601158
sh601162,天风证券,601162
sh601163,三角轮胎,601163
sh601166,兴业银行,601166
sh601168,西部矿业,601168
sh601169,北京银行,601169
sh601177,杭齿前进,601177
sh601179,中国西电,601179
sh601186,中国铁建,601186
sh601187,厦门银行,601187
sh601188,龙江交通,601188
sh601198,东兴证券,601198
sh601199,江南水务,601199
sh601200,上海环境,601200
sh601208,东材科技,601208
sh601211,国泰海通,601211
sh601212,白银有色,601212
sh601216,君正集团,601216
sh601218,吉鑫科技,601218
sh601222,林洋能源,601222
sh601225,陕西煤业,601225
sh601226,华电科工,601226
sh601228,广州港,601228
sh601229,上海银行,601229
sh601231,环旭电子,601231
sh601233,桐昆股份,601233
sh601236,红塔证券,601236
sh601238,广汽集团,601238
sh601279,英利汽车,601279
sh601288,农业银行,601288
sh601298,青岛港,601298
sh601311,骆驼股份,601311
sh601318,中国平安,601318
sh601319,中国人保,601319
sh601326,秦港股份,601326
sh601328,交通银行,601328
sh601330,绿色动力,601330
sh601333,广深铁路,601333
sh601336,新华保险,601336
sh601339,百隆东方,601339
sh601360,三六零,601360
sh601366,利群股份,601366
sh601368,绿城水务,601368
sh601369,陕鼓动力,601369
sh601375,中原证券,601375
sh601377,兴业证券,601377
sh601388,怡球资源,601388
sh601390,中国中铁,601390
sh601398,工商银行,601398
sh601399,国机重装,601399
sh601456,国联民生,601456
sh601500,通用股份,601500
sh601512,中新集团,601512
sh601515,衢州东峰,601515
sh601518,吉林高速,601518
sh601519,大智慧,601519
sh601528,瑞丰银行,601528
sh601555,东吴证券,601555
sh601566,九牧王,601566
sh601567,三星医疗,601567
sh601568,北元集团,601568
sh601577,长沙银行,601577
sh601579,会稽山,601579
sh601588,北辰实业,601588
sh601595,上海电影,601595
sh601598,中国外运,601598
sh601599,浙文影业,601599
sh601600,中国铝业,601600
sh601601,中国太保,601601
sh601606,长城军工,601606
sh601607,上海医药,601607
sh601608,中信重工,601608
sh601609,金田股份,601609
sh601611,中国核建,601611
sh601615,明阳智能,601615
sh601616,广电电气,601616
sh601618,中国中冶,601618
sh601619,嘉泽新能,601619
sh601628,中国人寿,601628
sh601633,长城汽车,601633
sh601636,旗滨集团,601636
sh601658,邮储银行,601658
sh601665,齐鲁银行,601665
sh601666,平煤股份,601666
sh601668,中国建筑,601668
sh601669,中国电建,601669
sh601677,明泰铝业,601677
sh601678,滨化股份,601678
sh601686,友发集团,601686
sh601688,华泰证券,601688
sh601689,拓普集团,601689
sh601696,中银证券,601696
sh601698,中国卫通,601698
sh601699,潞安环能,601699
sh601700,风范股份,601700
sh601702,华峰铝业,601702
sh601717,中创智领,601717
sh601718,际华集团,601718
sh601727,上海电气,601727
sh601728,中国电信,601728
sh601766,中国中车,601766
sh601777,千里科技,601777
sh601778,晶科科技,601778
sh601788,光大证券,601788
sh601789,宁波建工,601789
sh601798,蓝科高新,601798
sh601799,星宇股份,601799
sh601800,中国交建,601800
sh601801,皖新传媒,601801
sh601808,中海油服,601808
sh601811,新华文轩,601811
sh601816,京沪高铁,601816
sh601818,光大银行,601818
sh601825,沪农商行,601825
sh601827,三峰环境,601827
sh601828,美凯龙,601828
sh601838,成都银行,601838
sh601857,中国石油,601857
sh601858,中国科传,601858
sh601860,紫金银行,601860
sh601865,福莱特,601865
sh601866,中远海发,601866
sh601868,中国能建,601868
sh601869,长飞光纤,601869
sh601872,招商轮船,601872
sh601877,正泰电器,601877
sh601878,浙商证券,601878
sh601880,辽港股份,601880
sh601881,中国银河,601881
sh601882,海天精工,601882
sh601886,江河集团,601886
sh601888,中国中免,601888
sh601890,亚星锚链,601890
sh601898,中煤能源,601898
sh601899,紫金矿业,601899
sh601900,南方传媒,601900
sh601901,方正证券,601901
sh601908,京运通,601908
sh601916,浙商银行,601916
sh601918,新集能源,601918
sh601919,中远海控,601919
sh601921,浙版传媒,601921
sh601928,凤凰传媒,601928
sh601929,吉视传媒,601929
sh601933,永辉超市,601933
sh601939,建设银行,601939
sh601949,中国出版,601949
sh601952,苏垦农发,601952
sh601956,东贝集团,601956
sh601958,金钼股份,601958
sh601963,重庆银行,601963
sh601965,中国汽研,601965
sh601966,玲珑轮胎,601966
sh601968,宝钢包装,601968
sh601969,海南矿业,601969
sh601975,招商南油,601975
sh601985,中国核电,601985
sh601988,中国银行,601988
sh601990,南京证券,601990
sh601991,大唐发电,601991
sh601992,金隅集团,601992
sh601995,中金公司,601995
sh601996,丰林集团,601996
sh601997,贵阳银行,601997
sh601998,中信银行,601998
sh601999,出版传媒,601999
sh603000,人民网,603000
sh603001,奥康国际,603001
sh603002,宏昌电子,603002
sh603004,鼎龙科技,603004
sh603005,晶方科技,603005
sh603006,联明股份,603006
sh603007,*ST花王,603007
sh603008,喜临门,603008
sh603009,北特科技,603009
sh603010,万盛股份,603010
sh603011,合锻智能,603011
sh603012,创力集团,603012
sh603013,亚普股份,603013
sh603014,威高血净,603014
sh603015,弘讯科技,603015
sh603016,新宏泰,603016
sh603017,中衡设计,603017
sh603018,华设集团,603018
sh603019,中科曙光,603019
sh603020,爱普股份,603020
sh603021,ST华鹏,603021
sh603022,新通联,603022
sh603023,威帝股份,603023
sh603025,大豪科技,603025
sh603026,石大胜华,603026
sh603027,千禾味业,603027
sh603028,赛福天,603028
sh603029,天鹅股份,603029
sh603030,全筑股份,603030
sh603031,安孚科技,603031
sh603032,德新科技,603032
