change_date,symbol,old_name,new_name
2004-04-20,000030,*ST盛润A,ST盛润Ａ
2004-04-21,000718,ST 吉 纸,*ST 吉纸
2004-04-21,000509,天歌科技,同人华塑
2004-04-23,000885,*ST 春都,ST 春 都
2004-04-23,000536,ST闽闽东,*ST 闽东
2004-04-26,200057,ST大洋Ｂ,*ST大洋B
2004-04-26,200054,*ST建摩B,ST建摩Ｂ
2004-04-26,000816,江淮动力,*ST 江力
2004-04-26,000682,ST 东 方,东方电子
2004-04-26,000587,光明家具,*ST 光明
2004-04-27,000020,深华发Ａ,ST华发Ａ
2004-04-27,000738,ST 南 摩,南方摩托
2004-04-27,000950,民丰农化,*ST 农化
2004-04-27,000931,中 关 村,*ST 中科
2004-04-27,200020,深华发Ｂ,ST华发Ｂ
2004-04-28,000769,菲菲农业,*ST 大菲
2004-04-29,000691,寰岛实业,ST 寰 岛
2004-04-29,000838,ST西化机,西南化机
2004-04-30,000832,龙涤股份,*ST 龙涤
2004-04-30,000799,湘 酒 鬼,*ST 酒鬼
2004-04-30,000618,*ST 吉化,ST 吉 化
2004-04-30,000555,ST 太 光,*ST 太光
2004-04-30,000552,长风特电,*ST 长风
2004-04-30,000535,ST 猴 王,*ST 猴王
2004-04-30,000505,*ST 珠江,ST 珠 江
2004-04-30,200505,*ST珠江B,ST珠江Ｂ
2004-05-10,200761,ST板材Ｂ,本钢板Ｂ
2004-05-10,000761,ST 板 材,本钢板材
2004-05-10,000537,南开戈德,*ST 戈德
2004-05-10,000040,*ST 鸿基,ST 鸿 基
2004-05-12,200418,*ST天鹅B,小天鹅Ｂ
2004-05-12,000418,*ST天鹅A,小天鹅Ａ
2004-05-13,000927,*ST 夏利,一汽夏利
2004-05-14,000620,*ST 圣方,ST 圣 方
2004-05-18,000005,*ST 星源,ST 星 源
2004-05-24,000519,银河创新,银河动力
2004-06-01,000600,国际大厦,建投能源
2004-06-09,000803,美亚股份,金宇车城
2004-06-09,000584,蜀  都Ａ,舒卡股份
2004-06-10,000809,ST 一 纺,ST 中 汇
2004-06-15,000758,中色建设,中色股份
2004-06-17,000805,炎黄物流,ST 炎 黄
2004-06-24,000527,粤美的Ａ,美的电器
2004-06-24,000024,招商局Ａ,招商地产
2004-06-28,002001,N 新和成,新 和 成
2004-06-28,002002,N 琼  花,江苏琼花
2004-06-28,002003,N 伟  星,伟星股份
2004-06-28,002007,N 华  兰,华兰生物
2004-06-28,002005,N 德  豪,德豪润达
2004-06-28,002004,N 华  邦,华邦制药
2004-06-28,002008,N 大  族,大族激光
2004-06-28,002006,N 精  工,精工科技
2004-06-30,002010,N 传  化,传化股份
2004-06-30,002009,N 天  奇,天奇股份
2004-07-06,002013,N 中  航,中航精机
2004-07-06,002012,N 凯  恩,凯恩股份
2004-07-06,002011,N 盾  安,盾安环境
2004-07-09,002016,N 威  尔,威尔科技
2004-07-09,002015,N 霞  客,霞客环保
2004-07-09,002014,N 永  新,永新股份
2004-07-14,002017,N 东  信,东信和平
2004-07-14,002018,N 华  星,华星化工
2004-07-14,002019,N 鑫  富,鑫富股份
2004-07-16,002021,N 中  捷,中捷股份
2004-07-16,002020,N 京  新,京新药业
2004-07-22,002024,N 苏  宁,苏宁电器
2004-07-22,002023,N 海  特,海特高新
2004-07-22,002022,N 科  华,科华生物
2004-07-23,000156,安塑股份,嘉瑞新材
2004-07-26,000736,重庆实业,ST 重 实
2004-07-27,002025,N 电  器,航天电器
2004-07-28,002026,N 威  达,山东威达
2004-08-04,000583,托普软件,ST 托 普
2004-08-05,002027,N 七  喜,七喜股份
2004-08-06,002028,N 思  源,思源电气
2004-08-09,002029,N 七匹狼,七 匹 狼
2004-08-10,002030,N 达  安,达安基因
2004-08-17,002031,N 巨  轮,巨轮股份
2004-08-18,002032,N 苏泊尔,苏 泊 尔
2004-08-19,000838,西南化机,蓝星石化
2004-08-26,002033,N 丽  江,丽江旅游
2004-08-27,002034,N 美欣达,美 欣 达
2004-09-02,002035,N 华  帝,华帝股份
2004-09-02,000569,川投长钢,长城股份
2004-09-06,002036,N 宜  科,宜科科技
2004-09-09,002037,N 久  联,久联发展
2004-09-10,002038,N 双  鹭,双鹭药业
2004-09-14,000968,神州股份,煤 气 化
2004-09-28,000905,厦门路桥,厦门港务
2004-10-13,000861,茂化永业,海印股份
2004-10-13,000515,渝 钛 白,攀渝钛业
2004-10-29,000594,ST 宏 峰,内蒙宏峰
2004-12-01,000662,广西红日,索 芙 特
2005-02-22,000008,ST 亿 安,亿安科技
2005-03-04,002039,N 黔  源,黔源电力
2005-03-04,000788,ST 合 成,西南合成
2005-03-04,000776,*ST 延路,延边公路
2005-03-07,000567,ST琼海德,海德股份
2005-03-08,200011,ST物业Ｂ,深物业Ｂ
2005-03-08,000011,ST深物业,深物业Ａ
2005-03-11,000799,*ST 酒鬼,酒 鬼 酒
2005-03-16,000049,ST 万 山,深 万 山
2005-03-18,000851,ST 鸿 股,高鸿股份
2005-03-21,000566,ST 海 药,海南海药
2005-03-22,000951,*ST 重汽,中国重汽
2005-03-22,000156,嘉瑞新材,*ST 嘉瑞
2005-03-23,000557,ST银广夏,*ST 广夏
2005-03-28,002040,N 南京港,南 京 港
2005-03-28,000618,ST 吉 化,吉林化工
2005-03-29,000650,九江化纤,*ST 九化
2005-03-31,000150,*ST 光电,光电股份
2005-04-04,000809,ST 中 汇,中汇医药
2005-04-04,000572,ST 金 盘,金盘股份
2005-04-05,000695,*ST 滨能,滨海能源
2005-04-05,000993,闽东电力,*ST 闽电
2005-04-05,000766,ST通金马,*ST 通金
2005-04-06,000955,欣龙无纺,欣龙控股
2005-04-07,000980,ST 金 马,金马股份
2005-04-07,000802,*ST 京西,ST 京 西
2005-04-08,000716,广西斯壮,南方控股
