asset,short_w,long_w,low_q,high_q,slope_lb,dte,iv_mult,annual,vol,sharpe,max_dd,total,active_days,long_days,short_days,trades
SPY,10,20,0.3,0.7,3,30,1.0,0.01766097790249388,0.04857147837842046,0.36360799572327557,-0.15904755234164744,0.38911935222949046,995,533,462,619
QQQ,10,20,0.3,0.8,5,21,1.0,0.016954730382938932,0.04805511447078379,0.3528184371144709,-0.11156150037936817,0.3711319089954219,902,547,355,435
QQQ,10,40,0.2,0.8,5,21,1.0,0.0128002937352929,0.03630770890191427,0.3525503019172334,-0.11410795143436504,0.2697058448264864,724,373,351,313
QQQ,10,20,0.2,0.8,5,30,1.0,0.018625465045741585,0.05284692215092831,0.3524418128372384,-0.124965726341879,0.4140450390375465,753,398,355,391
QQQ,10,40,0.2,0.8,5,30,1.0,0.014360617018418509,0.04093845628506169,0.35078550393847296,-0.12713908925316578,0.30693668201036006,724,373,351,313
SPY,10,40,0.3,0.8,5,30,1.0,0.014020067545116088,0.03997311804648058,0.3507374012908778,-0.1151077707950319,0.2987237252995809,837,488,349,345
SPY,10,20,0.3,0.7,3,21,1.0,0.01487075929700521,0.0427157329046033,0.3481330714895131,-0.15523972576515213,0.3193317253585177,995,533,462,619
QQQ,10,40,0.2,0.7,5,21,1.2,0.01729481637825181,0.05020462763632451,0.3444864984067426,-0.1498009534518213,0.37976586751368857,843,373,470,363
SPY,10,40,0.3,0.7,5,21,1.2,0.015827606899227575,0.046160274154828866,0.3428837282495177,-0.16579963945707876,0.34288120161409164,947,488,459,387
SPY,10,40,0.2,0.7,5,30,1.2,0.017579324110360117,0.051673831734335436,0.3401978045819907,-0.16985177794986384,0.38702834488584714,831,372,459,335
QQQ,10,20,0.2,0.8,5,21,1.0,0.015904325885863324,0.04686329898014977,0.339377001448405,-0.1115615003793679,0.3447865059651143,753,398,355,391
SPY,10,40,0.3,0.8,5,21,1.0,0.011982809639031755,0.035354273433891636,0.33893525379437395,-0.11573127092097589,0.250602972322987,837,488,349,345
QQQ,10,20,0.2,0.7,5,30,1.2,0.022888431496232986,0.06784141704531244,0.3373813887310964,-0.14053277310617415,0.5293750859884145,889,398,491,471
QQQ,10,40,0.3,0.7,5,21,1.2,0.017524444845590903,0.052001369478031106,0.33699967946025755,-0.14833773540438813,0.38562466002005835,971,501,470,413
SPY,10,20,0.2,0.7,3,30,1.0,0.015756629064034078,0.04790484720645638,0.32891513036514763,-0.17971741153499696,0.34112075407318687,839,377,462,537
SPY,10,20,0.2,0.7,3,21,1.0,0.013769837286809583,0.042095323484630486,0.32711085571861964,-0.17139290843415209,0.2927201452357353,839,377,462,537
SPY,10,40,0.3,0.7,5,30,1.2,0.017275045005229916,0.05307884739957322,0.32546006274749695,-0.17465597892411158,0.3792625143604984,947,488,459,387
QQQ,10,40,0.3,0.7,5,30,1.2,0.019213736180147656,0.05964363694806308,0.3221422630024848,-0.1619276928977888,0.4294552673530374,971,501,470,413
SPY,10,40,0.3,0.7,3,21,1.2,0.014728466885966407,0.04630414637345498,0.318080950400802,-0.14437481235437186,0.31586326796911757,882,458,424,501
SPY,10,40,0.2,0.7,3,21,1.2,0.014273273186622859,0.04512628422656906,0.31629622139859603,-0.1468034427110087,0.3048255542568985,778,354,424,447
SPY,10,40,0.2,0.7,5,21,1.1,0.012767720754333078,0.04133096698194017,0.30891415533326416,-0.16719308907170777,0.2689394278962751,831,372,459,335
QQQ,10,40,0.2,0.7,5,30,1.2,0.017754252525532754,0.057589143984293496,0.30829165528792957,-0.16462553635732685,0.3915115998749621,843,373,470,363
QQQ,10,20,0.3,0.7,5,21,1.1,0.017001058594467544,0.0560210171888962,0.30347643523040646,-0.11727078353659273,0.37230505318146334,1038,547,491,515
QQQ,10,20,0.3,0.7,5,30,1.1,0.01916396417506183,0.06364317772151092,0.3011157654465226,-0.1326169194335238,0.4281453183748569,1038,547,491,515
SPY,10,40,0.3,0.7,3,30,1.2,0.01579160925068601,0.05321735115696662,0.29673797938773866,-0.15647510218351682,0.3419880866646099,882,458,424,501
QQQ,10,20,0.2,0.7,5,21,1.1,0.015424972596527198,0.054653732751481256,0.2822309075697879,-0.11727078353659263,0.33292367007599655,889,398,491,471
SPY,10,40,0.2,0.7,5,30,1.1,0.013317595875574906,0.047198393804405624,0.28216205684380313,-0.18379669749482833,0.281936464160192,831,372,459,335
SPY,10,40,0.3,0.7,3,21,1.1,0.011792297797106555,0.04253370146882409,0.27724598118388427,-0.15283075671168755,0.24619037516348152,882,458,424,501
SPY,10,40,0.3,0.7,5,21,1.1,0.01165098853445068,0.04229094598594039,0.2754960491620132,-0.18504172607635302,0.24292692401372107,947,488,459,387
SPY,10,40,0.2,0.7,3,30,1.2,0.014275907643999108,0.051855964362909956,0.2752992412616275,-0.1673336097421719,0.30488918266827025,778,354,424,447
QQQ,10,40,0.3,0.7,5,21,1.1,0.012862601972999599,0.04698722869636873,0.2737467675763062,-0.12805668966108827,0.27117313035316815,971,501,470,413
SPY,10,40,0.2,0.7,3,21,1.1,0.011385575176261709,0.04164961169772162,0.27336569807407207,-0.15583968025000283,0.2368192225599035,778,354,424,447
QQQ,10,40,0.3,0.7,5,30,1.1,0.01432217930200319,0.05342839150155793,0.2680630821832914,-0.13877881311958185,0.3060072322732639,971,501,470,413
QQQ,10,40,0.2,0.7,5,21,1.1,0.012187400495547784,0.04551593882831157,0.2677611581630619,-0.1301819314717376,0.25535813528972384,843,373,470,363
SPY,10,40,0.3,0.7,5,30,1.1,0.012903297444976758,0.04829744127213997,0.2671631685883934,-0.19452528505383787,0.2721323272022085,947,488,459,387
SPY,10,40,0.3,0.7,3,30,1.1,0.012860369216247225,0.04853772086707945,0.26495618225390816,-0.16054124489937702,0.27112052384459706,882,458,424,501
QQQ,10,20,0.2,0.7,5,30,1.1,0.016391108996476556,0.06216782624016072,0.2636590337444969,-0.13261691943352374,0.3569354575581891,889,398,491,471
SPY,10,40,0.2,0.7,5,21,1.0,0.009393160265990907,0.03781161957893527,0.248419939970617,-0.17507867129803453,0.19186860455507193,831,372,459,335
SPY,10,40,0.2,0.7,3,30,1.1,0.011650585505013078,0.04753396146310089,0.2451002429927297,-0.17140356234617043,0.24291762787654414,778,354,424,447
QQQ,10,40,0.2,0.7,5,30,1.1,0.012683684699647202,0.05177355318665198,0.24498385602240744,-0.1419947046928026,0.26696414691351844,843,373,470,363
QQQ,10,40,0.3,0.8,3,21,1.2,0.011204007387942694,0.045979613976691154,0.2436733678021403,-0.1133534626438567,0.23265735796451792,791,463,328,447
SPY,10,40,0.2,0.7,5,30,1.0,0.010271657761872222,0.04279117769776511,0.24004148318658422,-0.1866420250333804,0.2114942228800345,831,372,459,335
QQQ,10,40,0.2,0.8,3,21,1.2,0.010549365475670314,0.04400943490988125,0.23970690596851338,-0.10613878378583688,0.21776158499403198,671,343,328,379
SPY,10,40,0.3,0.7,3,30,1.0,0.009993709273839357,0.043922442645599226,0.22753081731989397,-0.17403660404854593,0.20525201263612036,882,458,424,501
SPY,10,40,0.3,0.7,3,21,1.0,0.008829123845756293,0.038861329081681946,0.2271956223421621,-0.16757755926672854,0.1794271172229016,882,458,424,501
QQQ,10,40,0.3,0.8,3,30,1.2,0.011960459195291762,0.05275721205062998,0.2267075671817829,-0.13453100226591636,0.2500845309647437,791,463,328,447
SPY,10,40,0.2,0.7,3,21,1.0,0.008602541394935992,0.03820880792134964,0.22514550604781408,-0.1628634599103923,0.17446387410401787,778,354,424,447
SPY,10,40,0.3,0.7,5,30,1.0,0.009715698385240445,0.043596024675056445,0.22285743843977826,-0.2047950579982309,0.1990388693382108,947,488,459,387
QQQ,10,40,0.3,0.8,3,21,1.1,0.00927127493665414,0.04171042510999439,0.22227716241694728,-0.10840488427302102,0.18916958589881294,791,463,328,447
SPY,10,40,0.3,0.7,5,21,1.0,0.00836984243100658,0.03852762874903178,0.21724260492457423,-0.19697240108245329,0.169387235500013,947,488,459,387
QQQ,10,20,0.3,0.7,5,30,1.0,0.012514269880539608,0.05776425831031443,0.2166438252060972,-0.12496572634187887,0.262990870610877,1038,547,491,515
SPY,10,40,0.2,0.7,3,30,1.0,0.009239900540099155,0.04319626852320334,0.21390506300644566,-0.1733216252978232,0.18847577088239875,778,354,424,447
QQQ,10,40,0.3,0.7,5,30,1.0,0.01009473139493311,0.04744931409380883,0.2127476779743433,-0.12999496060534022,0.20751725237252794,971,501,470,413
QQQ,10,40,0.3,0.8,3,30,1.1,0.009988416278933432,0.04746298003210912,0.21044646316299948,-0.1212106260435075,0.20513343771248316,791,463,328,447
QQQ,10,40,0.3,0.7,5,21,1.0,0.008627177675202047,0.0421987104585185,0.20444173723466258,-0.1282602805474027,0.17500256721796004,971,501,470,413
QQQ,10,40,0.2,0.8,3,21,1.1,0.00813356117462627,0.04016765412493169,0.20249032092660457,-0.09980940651621938,0.1642537060681608,671,343,328,379
QQQ,10,40,0.2,0.8,3,30,1.2,0.010188304963269834,0.05051616768944429,0.2016840435304587,-0.1298399664415991,0.20961906702880473,671,343,328,379
QQQ,10,20,0.3,0.7,5,21,1.0,0.010215293024012695,0.05134103990753451,0.19896934387013768,-0.11156150037936825,0.2102259060340692,1038,547,491,515
QQQ,10,20,0.3,0.8,3,21,1.2,0.010360484147368343,0.05510717141913311,0.18800609576871155,-0.1446853477898563,0.21349554480248734,829,506,323,507
QQQ,10,20,0.2,0.7,5,30,1.0,0.010639974687670861,0.056595227111912984,0.18800127202654524,-0.12496572634187889,0.21981310421899614,889,398,491,471
QQQ,10,20,0.2,0.7,5,21,1.0,0.009171849638477836,0.05022669673633553,0.18260905523262572,-0.11156150037936827,0.1869722066321402,889,398,491,471
QQQ,10,40,0.3,0.8,3,21,1.0,0.006843271195207334,0.03777649760480025,0.18115155266108526,-0.13493205771986203,0.13659468434337785,791,463,328,447
QQQ,10,20,0.3,0.8,3,30,1.2,0.011324675602925938,0.0629309869981849,0.17995388509086266,-0.16699269635907782,0.23542181288263908,829,506,323,507
QQQ,10,40,0.2,0.7,5,21,1.0,0.007319561539773423,0.04100576639369022,0.17850078619429788,-0.1103623684769128,0.14673133988142872,843,373,470,363
QQQ,10,40,0.3,0.8,3,30,1.0,0.007559372410883558,0.0425419144835074,0.1776923418388744,-0.14722150465664463,0.15186745526522039,791,463,328,447
QQQ,10,40,0.2,0.8,3,30,1.1,0.00796888608863422,0.04574370421937289,0.17420727561585012,-0.11951103564233721,0.16068854184796155,671,343,328,379
QQQ,10,40,0.2,0.7,5,30,1.0,0.008019099230398341,0.04614367301848812,0.17378545542279167,-0.11896429267919245,0.1617745439139502,843,373,470,363
QQQ,10,20,0.2,0.8,3,21,1.2,0.008934738358174599,0.05319266807277932,0.16796935897161433,-0.14070687828801587,0.18174736094866262,694,371,323,451
QQQ,10,40,0.2,0.8,3,21,1.0,0.005323033605906247,0.036515767819930156,0.1457735636877655,-0.12485307624651303,0.10480470755998561,671,343,328,379
QQQ,10,20,0.2,0.8,3,30,1.2,0.00859970244072139,0.060804467488865054,0.14143208214587571,-0.16699269635907768,0.17440181299433588,694,371,323,451
QQQ,10,40,0.2,0.8,3,30,1.0,0.005389292082725428,0.04117244132161093,0.130895616332973,-0.14199664658402583,0.10617252497929686,671,343,328,379
QQQ,10,20,0.3,0.8,3,30,1.1,0.0065932774095576185,0.05760792964850588,0.11445086552817337,-0.17805247260148263,0.1313081952488211,829,506,323,507
QQQ,10,20,0.3,0.8,3,21,1.1,0.0056892990809227495,0.05085856765393546,0.11186510637962312,-0.16920226932327828,0.11238585582385863,829,506,323,507
QQQ,10,20,0.2,0.8,3,21,1.1,0.004442579918392031,0.0493118328285049,0.09009155944055643,-0.15881435992298595,0.08678025595084682,694,371,323,451
QQQ,10,40,0.3,0.7,3,21,1.2,0.004207785667082353,0.051139104160004084,0.0822811767276374,-0.14944031589832205,0.08202083031534624,901,463,438,513
QQQ,10,20,0.2,0.8,3,30,1.1,0.004351786080986075,0.0559308883526403,0.07780648956527154,-0.1714426507025342,0.08493746288937465,694,371,323,451
QQQ,10,40,0.2,0.7,3,21,1.2,0.0035576730287583125,0.04937483515963311,0.07205437784766365,-0.14368414947719596,0.06894539087262475,781,343,438,445
QQQ,10,20,0.3,0.7,3,21,1.2,0.0035387098785135684,0.05922664855565304,0.059748609195544415,-0.16898598278123628,0.06856624777974263,958,506,452,595
QQQ,10,40,0.3,0.7,3,30,1.2,0.003272020227410355,0.05865264434346683,0.05578640595042186,-0.16755425797969015,0.06324760848126698,901,463,438,513
QQQ,10,20,0.2,0.7,3,21,1.2,0.0021225904712804944,0.05744890676810587,0.03694744757891374,-0.16496670961577325,0.040609789398158735,823,371,452,539
QQQ,10,20,0.3,0.7,3,30,1.2,0.0023964650860501813,0.06768133280015345,0.035408065812272946,-0.18922027455276388,0.045961915803148345,958,506,452,595
QQQ,10,40,0.3,0.7,3,21,1.1,0.0015663704902382225,0.046502881637086435,0.033683299509530376,-0.16589821111295955,0.02981969582748012,901,463,438,513
QQQ,10,20,0.3,0.8,3,30,1.0,0.0016620271891587546,0.0525948152872317,0.03160058990761853,-0.21062240157772016,0.031667763668722815,829,506,323,507
QQQ,10,40,0.2,0.7,3,30,1.2,0.0015150812676330006,0.05664423635633254,0.026747315615697626,-0.17178796819700617,0.028830089753350663,781,343,438,445
QQQ,10,40,0.3,0.7,3,30,1.1,0.0008504846381558462,0.05286877244980558,0.016086710523935642,-0.18288492508505635,0.016088092559107592,901,463,438,513
QQQ,10,20,0.3,0.8,3,21,1.0,0.0007285498017937098,0.046896993474584994,0.015535106790769745,-0.20028730943135684,0.013766573682965078,829,506,323,507
QQQ,10,40,0.2,0.7,3,21,1.1,0.000437342178834621,0.045123480137926025,0.009692119878560461,-0.15970362397716661,0.008242568315374843,781,343,438,445
