asset,short_w,long_w,low_q,high_q,slope_lb,dte,iv_mult,annual,vol,sharpe,max_dd,total,active_days,long_days,short_days,trades
QQQ,5,20,0.2,0.7,3,21,1.2,-0.04851908852809639,0.11897730862975449,-0.40780119408384796,-0.6585165557930793,-0.6069143272141694,903,373,530,627
SPY,5,20,0.2,0.7,5,30,1.2,-0.05998064496077593,0.14646442523926592,-0.4095236427739424,-0.7684535960980285,-0.6869055842238854,939,395,544,587
QQQ,5,20,0.2,0.7,5,21,1.1,-0.04325736307292649,0.10452586164263487,-0.4138436401588324,-0.6411898082728207,-0.5640352234652704,1003,430,573,601
SPY,5,40,0.2,0.7,5,30,1.1,-0.04988302098728936,0.11985953364946499,-0.4161790011062005,-0.66498666017309,-0.6173593392867924,874,383,491,483
SPY,5,40,0.3,0.8,5,30,1.1,-0.04928911661390245,0.11838485687427538,-0.4163464645334449,-0.6328935803817672,-0.6128439287970289,878,504,374,481
QQQ,5,20,0.2,0.7,3,21,1.1,-0.0454245598323858,0.10843766242377408,-0.4189002125005863,-0.6378210484732004,-0.5822065764311763,903,373,530,627
QQQ,5,20,0.3,0.7,3,21,1.2,-0.051135932730249634,0.12091819997598757,-0.4228969066724812,-0.6791979536518742,-0.626722125440256,1015,485,530,685
SPY,5,40,0.2,0.7,5,21,1.2,-0.04739284437640512,0.11164078858554442,-0.424511909821297,-0.6422138942178647,-0.5980866443439974,874,383,491,483
QQQ,5,20,0.3,0.7,3,21,1.1,-0.04718825847909236,0.10998782976937349,-0.4290316353912831,-0.6557541690462808,-0.5964630564923845,1015,485,530,685
QQQ,5,40,0.3,0.7,5,30,1.2,-0.05841467365520503,0.13602917304080078,-0.4294275437349314,-0.7125914488423774,-0.6769671819288421,1001,485,516,547
QQQ,5,20,0.2,0.7,5,21,1.0,-0.04056678276994008,0.0941766092744524,-0.4307522120670017,-0.6165685777723923,-0.5404335141306098,1003,430,573,601
QQQ,5,20,0.2,0.7,3,21,1.0,-0.042838892723905175,0.09787727605219862,-0.4376796581574144,-0.6158281456000476,-0.560441353631463,903,373,530,627
QQQ,5,20,0.2,0.7,5,30,1.2,-0.05933683549761415,0.13523337852314107,-0.43877359380961156,-0.7419646787108444,-0.6828552233422458,1003,430,573,601
QQQ,5,20,0.3,0.7,5,21,1.2,-0.05138135415324607,0.11709791873239175,-0.43878964467908094,-0.7008860634163638,-0.6285305282056268,1125,552,573,655
QQQ,5,20,0.2,0.7,3,30,1.2,-0.06147630513620661,0.1401004401051945,-0.4388016560836432,-0.7359666344456219,-0.6961269280087689,903,373,530,627
QQQ,5,20,0.3,0.7,5,21,1.1,-0.0466703648697141,0.10623396683585687,-0.43931678595627455,-0.6727225453398867,-0.5923252679997711,1125,552,573,655
QQQ,5,20,0.2,0.7,5,30,1.1,-0.0539400265258122,0.12257213617898341,-0.4400676059610106,-0.7116069278790026,-0.6468967876933127,1003,430,573,601
QQQ,5,20,0.3,0.7,3,21,1.0,-0.04373794970864264,0.09910293465136667,-0.4413385926714278,-0.6291092386217724,-0.5681282332740718,1015,485,530,685
QQQ,5,20,0.2,0.7,3,30,1.1,-0.05635738702703841,0.12723264399788536,-0.44294754283322985,-0.7086913423880261,-0.6634561651206492,903,373,530,627
QQQ,5,20,0.3,0.7,3,30,1.2,-0.06329966229895967,0.14236482796233713,-0.44462992162436155,-0.7496690426231942,-0.7070209842411033,1015,485,530,685
QQQ,5,20,0.3,0.7,3,30,1.1,-0.057382281930870804,0.12902457596049416,-0.44473916309122846,-0.7211069894601951,-0.6702525694712342,1015,485,530,685
QQQ,5,20,0.2,0.7,5,30,1.0,-0.04903472262748931,0.10990821708932302,-0.44614246255708545,-0.6779691825361125,-0.6108943988134901,1003,430,573,601
QQQ,5,20,0.3,0.7,5,21,1.0,-0.042836756798734665,0.09550752591838792,-0.4485170816312327,-0.6425368513050754,-0.5604229383298012,1125,552,573,655
QQQ,5,20,0.3,0.7,3,30,1.0,-0.05195208548453989,0.11568648946734329,-0.44907651467119025,-0.6873157168974481,-0.6327039773921983,1015,485,530,685
SPY,5,40,0.2,0.7,5,30,1.2,-0.059215937581257316,0.13149885868764566,-0.4503152207724877,-0.7137919337145016,-0.6820891139885135,874,383,491,483
SPY,5,40,0.3,0.7,5,21,1.0,-0.04253486886207314,0.09440900460016127,-0.4505382621309883,-0.5995252992993046,-0.5578127916869353,995,504,491,549
QQQ,5,20,0.2,0.7,3,30,1.0,-0.05173830215426589,0.11428728463422036,-0.4527039234491901,-0.6784222637699339,-0.6311459225955334,903,373,530,627
SPY,5,40,0.3,0.8,5,21,1.2,-0.04997700077077227,0.11023374263470799,-0.45337298341022314,-0.6368290033603566,-0.6180692752352579,878,504,374,481
SPY,5,40,0.3,0.7,5,30,1.0,-0.05023040625356512,0.11052365476895182,-0.45447652232068414,-0.6524577022560054,-0.6199773251438351,995,504,491,549
QQQ,5,20,0.3,0.7,5,30,1.0,-0.05084259966995852,0.11141742143870081,-0.4563254023782169,-0.6995515460763847,-0.6245497482558989,1125,552,573,655
QQQ,5,20,0.3,0.7,5,30,1.1,-0.056876019018928026,0.12453715151668208,-0.4566992124539586,-0.73703764890196,-0.6669117846472274,1125,552,573,655
QQQ,5,20,0.3,0.7,5,30,1.2,-0.06383119735901643,0.13776806862755914,-0.4633235988201089,-0.7699464779271384,-0.7101264838486562,1125,552,573,655
SPY,5,40,0.3,0.8,5,30,1.2,-0.06047986980910225,0.12991749175475187,-0.4655252267590837,-0.7053058631337812,-0.6900125656613671,878,504,374,481
SPY,5,40,0.3,0.7,5,21,1.1,-0.05073035171313467,0.10422466180250285,-0.4867403821301383,-0.6494140894218834,-0.6237152959744519,995,504,491,549
SPY,5,40,0.3,0.7,5,30,1.1,-0.06090008484109177,0.12246736993180703,-0.49727600809099193,-0.7089706923954145,-0.6926051723740124,995,504,491,549
SPY,5,40,0.3,0.7,5,21,1.2,-0.05967068833794531,0.11415818810053754,-0.5227017818940343,-0.701007404053313,-0.684961724346714,995,504,491,549
SPY,5,40,0.3,0.7,5,30,1.2,-0.07238900436431206,0.1344943204128981,-0.5382309389874422,-0.7680679305519931,-0.7560317015004759,995,504,491,549
