low_ratio,high_ratio,dte,vol_cap,slope_filter,annual,vol,sharpe,max_dd,total,active_days,long_days,short_days,trades
0.9,1.0,30,30.0,False,-0.007442305883654798,0.059632515901622316,-0.12480281556345217,-0.1847059346521759,-0.11572792509610363,2742,319,2423,677
0.9,1.0,30,25.0,False,-0.009776365114854912,0.05903089896812971,-0.16561436952083503,-0.21015949179061946,-0.1493485749219423,2684,319,2365,671
0.9,1.0,30,30.0,True,-0.008561565438032992,0.04817754683541232,-0.17770862155521622,-0.20475282015448376,-0.1320029347112972,1732,230,1502,1128
0.9,1.0,30,None,True,-0.008561565438032992,0.04817754683541232,-0.17770862155521622,-0.20475282015448376,-0.1320029347112972,1732,230,1502,1128
0.9,1.0,30,25.0,True,-0.010076285912625549,0.04790194354409923,-0.2103523399494046,-0.21648994793394039,-0.15358062727440103,1700,230,1470,1114
0.88,1.0,30,30.0,True,-0.01255311326523545,0.047146177857827175,-0.26625940501667605,-0.2581521690026577,-0.18778177850823585,1468,230,1238,1028
0.88,1.0,30,None,True,-0.01255311326523545,0.047146177857827175,-0.26625940501667605,-0.2581521690026577,-0.18778177850823585,1468,230,1238,1028
0.88,1.0,30,25.0,True,-0.013738117616334033,0.047088224518462556,-0.29175272070297603,-0.26265072621133484,-0.20368175877318617,1452,230,1222,1022
0.88,1.0,30,30.0,False,-0.016926670827584478,0.05787476777909416,-0.2924706478683932,-0.29561887708358114,-0.24502535423430616,2267,319,1948,717
0.88,1.0,30,None,False,-0.016926670827584478,0.05787476777909416,-0.2924706478683932,-0.29561887708358114,-0.24502535423430616,2267,319,1948,717
0.88,1.0,30,25.0,False,-0.018277444235627494,0.057465683351021285,-0.31805841625483194,-0.3113855197117379,-0.2619244661580057,2229,319,1910,715
