date,return,nav,holding,next_target,is_signal,rebalance_day,score,r2
2018-04-18,-0.022555418192048537,0.9345231513339616,1.512010,1.512010,False,False,0.07671654577801323,0.34942639367245976
2018-04-19,0.007930126804924553,0.9419340384261776,1.512010,1.512660,True,True,0.1715019895027392,0.7764605689257815
2018-04-20,0.012784534753802035,0.9539762268762262,1.512660,1.512660,False,False,0.17311186989532512,0.7764605689257815
2018-04-23,-0.03212902019416353,0.923325905418168,1.512660,1.512660,False,False,0.139972961940259,0.7764605689257815
2018-04-24,0.0018809382619033865,0.9250626244418756,1.512660,1.512660,False,False,0.1268202855617857,0.7764605689257815
2018-04-25,0.0007764104209966316,0.9257808527035668,1.512660,1.512660,False,False,0.13563138892118798,0.7764605689257815
2018-04-26,0.00030900175929327034,0.9260669206157722,1.512660,cash,True,True,,0.09695764939776041
2018-04-27,0.0,0.9260669206157722,cash,cash,False,False,,0.09695764939776041
2018-05-02,0.0,0.9260669206157722,cash,cash,False,False,,0.09695764939776041
2018-05-03,0.0,0.9260669206157722,cash,1.512010,True,True,0.16272259790193422,0.47449851883302513
2018-05-04,0.008844016858286619,0.9342570720735996,1.512010,1.512010,False,False,0.1898229978317436,0.47449851883302513
2018-05-07,0.0049148998231711705,0.9388488519919306,1.512010,1.512010,False,False,0.20484469888776613,0.47449851883302513
2018-05-08,-0.003766318776436517,0.9353128479324375,1.512010,1.512010,False,False,0.17672975514265854,0.47449851883302513
2018-05-09,0.006257522843627683,0.9411655894443132,1.512010,1.512010,False,False,0.15605490586639625,0.47449851883302513
2018-05-10,0.03346219815487017,0.9726590588948439,1.512010,1.512010,False,True,0.1957853914976304,0.7948800581316844
2018-05-11,-0.01795452453145918,0.9551954279611705,1.512010,1.512010,False,False,0.1871807754995818,0.7948800581316844
2018-05-14,0.018403720779259336,0.9727745779069931,1.512010,1.512010,False,False,0.1846166759109673,0.7948800581316844
2018-05-15,0.009407964742649932,0.9819264068384882,1.512010,1.512010,False,False,0.20016838987509522,0.7948800581316844
2018-05-16,0.01870866816719774,1.0002969421486383,1.512010,1.512010,False,False,0.22214527811967533,0.7948800581316844
2018-05-17,-0.006742908051536656,0.9935520318434967,1.512010,1.512010,False,True,0.22442346176701422,0.9459041656057574
2018-05-18,0.004374986816976234,0.997898808884792,1.512010,1.512010,False,False,0.22016085365206073,0.9459041656057574
2018-05-21,-0.01285205541145773,0.9850737580979769,1.512010,1.512010,False,False,0.203538214937538,0.9459041656057574
2018-05-22,0.012368467228700553,0.9972576105928647,1.512010,1.512010,False,False,0.2010468309746214,0.9459041656057574
2018-05-23,0.011033989800623534,1.0082613408967405,1.512010,1.512010,False,False,0.23693342350832092,0.9459041656057574
2018-05-24,0.0054757097826292345,1.0137822873845357,1.512010,1.512010,False,True,0.24837671847045106,0.9305753668455515
2018-05-25,0.03772807543569856,1.0520303419983545,1.512010,1.512010,False,False,0.3057820293358824,0.9305753668455515
2018-05-28,0.02531810808070567,1.0786657599012506,1.512010,1.512010,False,False,0.3445352851113823,0.9305753668455515
2018-05-29,-0.044329984072440265,1.0308485239453415,1.512010,1.512010,False,False,0.29667662744360124,0.9305753668455515
2018-05-30,0.02227349773418341,1.0538091262077245,1.512010,1.512010,False,False,0.3279034950526467,0.9305753668455515
2018-05-31,0.022783909128272217,1.0778190175777853,1.512010,1.512010,False,True,0.35352834224677565,0.8955081890206118
2018-06-01,-0.02026789080171565,1.0559738994255063,1.512010,1.512010,False,False,0.31779326805373875,0.8955081890206118
2018-06-04,-0.011441300622344941,1.0438921845928293,1.512010,1.512010,False,False,0.2919914713083891,0.8955081890206118
2018-06-05,0.01691749330696446,1.061552223638871,1.512010,1.512010,False,False,0.3070660279510675,0.8955081890206118
2018-06-06,0.012372504327279099,1.0746862831194757,1.512010,1.512010,False,False,0.2929243153940779,0.8955081890206118
2018-06-07,-0.010834137270452904,1.0630429844054865,1.512010,1.512010,False,True,0.2710310350957297,0.813116333342145
2018-06-08,0.008107784664558304,1.0716619080122156,1.512010,1.512010,False,False,0.30275519425308994,0.813116333342145
2018-06-11,-0.022610417991365095,1.0474311843266355,1.512010,1.512010,False,False,0.2763172384079746,0.813116333342145
2018-06-12,0.009171501821616301,1.057037701341705,1.512010,1.512010,False,False,0.2745473469804305,0.813116333342145
2018-06-13,-0.0024837542664585266,1.0544122794411899,1.512010,1.512010,False,False,0.2578744783558784,0.813116333342145
2018-06-14,-0.008393039461204066,1.0455625555714618,1.512010,1.512010,False,True,0.24045755798249369,0.44078937403855895
2018-06-15,0.004292681148843958,1.0500508222437006,1.512010,1.512010,False,False,0.2142163603915732,0.44078937403855895
2018-06-19,0.03986487787259785,1.0919109700324667,1.512010,1.512010,False,False,0.2450835380176768,0.44078937403855895
2018-06-20,0.022519406959566224,1.1165001575302427,1.512010,1.512010,False,False,0.26364191187288144,0.44078937403855895
2018-06-21,0.01693816676981985,1.13541162339702,1.512010,1.512010,False,True,0.2824263069781736,0.33165832207447976
2018-06-22,-0.0037421316666543802,1.1311627636064185,1.512010,1.512010,False,False,0.25004775169848403,0.33165832207447976
2018-06-25,0.006800229452028184,1.1388549299465325,1.512010,1.512010,False,False,0.25008316010455256,0.33165832207447976
2018-06-26,-0.01292639561574882,1.1241336405730977,1.512010,1.512010,False,False,0.23457709057468779,0.33165832207447976
2018-06-27,-0.018557014635006253,1.1032730761532799,1.512010,1.512010,False,False,0.22534432899800705,0.33165832207447976
2018-06-28,-0.010231949532789275,1.0919844417171942,1.512010,1.512010,False,True,0.24977380561451668,0.4865518890102688
2018-06-29,0.0019397754453609473,1.0941026463239534,1.512010,1.512010,False,False,0.23559972595269918,0.4865518890102688
2018-07-02,0.013074907998597673,1.1084079377656613,1.512010,1.512010,False,False,0.2617102290871465,0.4865518890102688
2018-07-03,-0.019619298004263097,1.086661752124346,1.512010,1.512010,False,False,0.235467415325751,0.4865518890102688
2018-07-04,-0.008333617945545657,1.0776059282461046,1.512010,1.512010,False,False,0.20852100265836393,0.4865518890102688
2018-07-05,0.0014729703729010613,1.0791932098520736,1.512010,cash,True,True,,0.22660935885169914
2018-07-06,0.0,1.0791932098520736,cash,cash,False,False,,0.22660935885169914
2018-07-09,0.0,1.0791932098520736,cash,cash,False,False,,0.22660935885169914
2018-07-10,0.0,1.0791932098520736,cash,cash,False,False,,0.22660935885169914
2018-07-11,0.0,1.0791932098520736,cash,cash,False,False,,0.22660935885169914
2018-07-12,0.0,1.0791932098520736,cash,cash,False,True,,0.05278532002868391
2018-07-13,0.0,1.0791932098520736,cash,cash,False,False,,0.05278532002868391
2018-07-16,0.0,1.0791932098520736,cash,cash,False,False,,0.05278532002868391
2018-07-17,0.0,1.0791932098520736,cash,cash,False,False,,0.05278532002868391
2018-07-18,0.0,1.0791932098520736,cash,cash,False,False,,0.05278532002868391
2018-07-19,0.0,1.0791932098520736,cash,cash,False,True,,0.08256077230743791
2018-07-20,0.0,1.0791932098520736,cash,cash,False,False,,0.08256077230743791
2018-07-23,0.0,1.0791932098520736,cash,cash,False,False,,0.08256077230743791
2018-07-24,0.0,1.0791932098520736,cash,cash,False,False,,0.08256077230743791
2018-07-25,0.0,1.0791932098520736,cash,cash,False,False,,0.08256077230743791
2018-07-26,0.0,1.0791932098520736,cash,cash,False,True,,0.10307702973178444
2018-07-27,0.0,1.0791932098520736,cash,cash,False,False,,0.10307702973178444
2018-07-30,0.0,1.0791932098520736,cash,cash,False,False,,0.10307702973178444
2018-07-31,0.0,1.0791932098520736,cash,cash,False,False,,0.10307702973178444
2018-08-01,0.0,1.0791932098520736,cash,cash,False,False,,0.10307702973178444
2018-08-02,0.0,1.0791932098520736,cash,0.159928,True,True,0.1328365009007486,0.3766568804240684
2018-08-03,0.000202882049129105,1.0794121587818946,0.159928,0.159928,False,False,0.11951555976320494,0.3766568804240684
2018-08-06,-0.01093827635557465,1.0676052502875708,0.159928,0.159928,False,False,0.10754712750706918,0.3766568804240684
2018-08-07,-0.013605468142842359,1.053079981065652,0.159928,0.159928,False,False,0.06989965649169205,0.3766568804240684
2018-08-08,-2.1480084900216134e-05,1.0530573608182519,0.159928,0.159928,False,False,0.0720391314558595,0.3766568804240684
2018-08-09,-0.001964481331014012,1.0509886492924374,0.159928,1.512800,True,True,0.1435874037956406,0.9022489535840171
2018-08-10,-0.009407485812905403,1.041101488484694,1.512800,1.512800,False,False,0.1317695584806815,0.9022489535840171
2018-08-13,-0.022054575017504408,1.018140437606073,1.512800,1.512800,False,False,0.09966986811988487,0.9022489535840171
2018-08-14,-0.0009153526282269508,1.017208480080606,1.512800,1.512800,False,False,0.11053633479213087,0.9022489535840171
2018-08-15,0.003350524522497622,1.0206166620376087,1.512800,1.512800,False,False,0.12494113339272195,0.9022489535840171
2018-08-16,0.011236235291540275,1.0320845509947296,1.512800,1.512800,False,True,0.13676861309917343,0.41019477659691217
2018-08-17,0.010791095327617573,1.043221873770675,1.512800,1.512800,False,False,0.1522947988255967,0.41019477659691217
2018-08-20,0.009493014805097788,1.053125194463382,1.512800,1.512800,False,False,0.15102210102567737,0.41019477659691217
2018-08-21,-0.003466335427370737,1.0494747092923569,1.512800,1.512800,False,False,0.14430542502463894,0.41019477659691217
2018-08-22,0.004684496437453944,1.0543909698292349,1.512800,1.512800,False,False,0.1435802027901476,0.41019477659691217
2018-08-23,-0.0011139862201052786,1.0532163928182416,1.512800,cash,True,True,,0.26677082513228734
2018-08-24,0.0,1.0532163928182416,cash,cash,False,False,,0.26677082513228734
2018-08-27,0.0,1.0532163928182416,cash,cash,False,False,,0.26677082513228734
2018-08-28,0.0,1.0532163928182416,cash,cash,False,False,,0.26677082513228734
2018-08-29,0.0,1.0532163928182416,cash,cash,False,False,,0.26677082513228734
2018-08-30,0.0,1.0532163928182416,cash,cash,False,True,,0.19687329392927286
2018-08-31,0.0,1.0532163928182416,cash,cash,False,False,,0.19687329392927286
2018-09-03,0.0,1.0532163928182416,cash,cash,False,False,,0.19687329392927286
2018-09-04,0.0,1.0532163928182416,cash,cash,False,False,,0.19687329392927286
2018-09-05,0.0,1.0532163928182416,cash,cash,False,False,,0.19687329392927286
2018-09-06,0.0,1.0532163928182416,cash,1.512660,True,True,0.1827831809581364,0.8287474143996255
2018-09-07,-0.012069157106173178,1.0405049587065214,1.512660,1.512660,False,False,0.17577958266189087,0.8287474143996255
2018-09-10,-0.001390578716121249,1.0390580546569255,1.512660,1.512660,False,False,0.18240493558461268,0.8287474143996255
2018-09-11,0.017490540919070874,1.0572317420791926,1.512660,1.512660,False,False,0.1989478134298286,0.8287474143996255
2018-09-12,0.013087639571298437,1.071068410062861,1.512660,1.512660,False,False,0.19328539742051065,0.8287474143996255
2018-09-13,0.012177446187684238,1.0841112879897299,1.512660,1.512660,False,True,0.21870135149262393,0.9158301779321407
2018-09-14,-0.021778844830033006,1.0605005964701144,1.512660,1.512660,False,False,0.18480641078773097,0.9158301779321407
2018-09-17,0.006067432090762104,1.0669351118214094,1.512660,1.512660,False,False,0.19297757748422706,0.9158301779321407
2018-09-18,-0.0006284578082280667,1.0662645881195125,1.512660,1.512660,False,False,0.16508198071767644,0.9158301779321407
2018-09-19,0.0025301417718108787,1.0689623886937165,1.512660,1.512660,False,False,0.15991940601430366,0.9158301779321407
2018-09-20,-0.014390008499804097,1.053580010834443,1.512660,1.512800,True,True,0.15122823497470628,0.8240235370939123
2018-09-21,0.025269663505182116,1.0802036231840155,1.512800,1.512800,False,False,0.1986046438606368,0.8240235370939123
2018-09-25,-0.00963322274551992,1.0697977810713661,1.512800,1.512800,False,False,0.2100316622655276,0.8240235370939123
2018-09-26,0.0076065523799846435,1.0779352539290767,1.512800,1.512800,False,False,0.2273003908928528,0.8240235370939123
2018-09-27,0.008421363721702324,1.0870129387708591,1.512800,1.512800,False,True,0.22255963092657516,0.8769487484361235
2018-09-28,0.004837149628334592,1.0922709830036295,1.512800,1.512800,False,False,0.18963125788734114,0.8769487484361235
2018-10-08,-0.004308799831564181,1.0875646059760409,1.512800,1.512800,False,False,0.17671118104896033,0.8769487484361235
2018-10-09,0.0024965081168795145,1.090279719842491,1.512800,1.512800,False,False,0.1682446667310984,0.8769487484361235
2018-10-10,0.0052804549258111955,1.0960368927596453,1.512800,1.512800,False,False,0.18372014507904044,0.8769487484361235
2018-10-11,0.03199269914064229,1.131102071316749,1.512800,1.512800,False,True,0.2167962466366833,0.9119994439797877
2018-10-12,0.02855991874890096,1.163406254570269,1.512800,1.512800,False,False,0.2600186532983657,0.9119994439797877
2018-10-15,0.005674730344797041,1.1700082713464055,1.512800,1.512800,False,False,0.28074714028321623,0.9119994439797877
2018-10-16,0.030153644600487528,1.2052882849402158,1.512800,1.512800,False,False,0.3358739049081978,0.9119994439797877
2018-10-17,-0.0017961708987201952,1.2031233811982378,1.512800,1.512800,False,False,0.33979944422176755,0.9119994439797877
2018-10-18,0.008653975732394903,1.2135351817422042,1.512800,1.512800,False,True,0.34448330047738795,0.8502299785128007
2018-10-19,0.005281250672398485,1.2199441652367595,1.512800,1.512800,False,False,0.3395211052528535,0.8502299785128007
2018-10-22,-0.02238638594350384,1.1926340243242437,1.512800,1.512800,False,False,0.2724032996826615,0.8502299785128007
2018-10-23,-0.0041294527600113096,1.1877090984608145,1.512800,1.512800,False,False,0.2546699010938571,0.8502299785128007
2018-10-24,0.022817736408716982,1.2148099315997283,1.512800,1.512800,False,False,0.30009495439437384,0.8502299785128007
2018-10-25,0.010804194182686855,1.2279349739957883,1.512800,1.512800,False,True,0.3151740741317759,0.8941434569629269
2018-10-26,-0.0019238867933382142,1.2255725661162398,1.512800,1.512800,False,False,0.30952913146465777,0.8941434569629269
2018-10-29,-0.0014592079532886881,1.2237842008804305,1.512800,1.512800,False,False,0.3071856603752332,0.8941434569629269
2018-10-30,0.0044304018224312625,1.2292060566342737,1.512800,1.512800,False,False,0.2803561385374176,0.8941434569629269
2018-10-31,-0.014130382560566979,1.2118369048082656,1.512800,1.512800,False,False,0.2607447344686984,0.8941434569629269
2018-11-01,-0.012308450313689545,1.1969210704771378,1.512800,1.512800,False,True,0.24913612287176012,0.7184546094082735
2018-11-02,-0.009739003749927422,1.1852642516833938,1.512800,1.512800,False,False,0.23213654854254684,0.7184546094082735
2018-11-05,-0.014705173175266206,1.1678347356039371,1.512800,1.512800,False,False,0.1979283498458968,0.7184546094082735
2018-11-06,-0.005495229688008196,1.161417215494159,1.512800,1.512800,False,False,0.15844942891785885,0.7184546094082735
2018-11-07,0.0010750243513599766,1.162665767282904,1.512800,1.512800,False,False,0.16837549215872616,0.7184546094082735
2018-11-08,0.01566170060814498,1.1808750904374279,1.512800,cash,True,True,,0.026178478922074186
2018-11-09,0.0,1.1808750904374279,cash,cash,False,False,,0.026178478922074186
2018-11-12,0.0,1.1808750904374279,cash,cash,False,False,,0.026178478922074186
2018-11-13,0.0,1.1808750904374279,cash,cash,False,False,,0.026178478922074186
2018-11-14,0.0,1.1808750904374279,cash,cash,False,False,,0.026178478922074186
2018-11-15,0.0,1.1808750904374279,cash,cash,False,True,,0.05325749877234394
2018-11-16,0.0,1.1808750904374279,cash,cash,False,False,,0.05325749877234394
2018-11-19,0.0,1.1808750904374279,cash,cash,False,False,,0.05325749877234394
2018-11-20,0.0,1.1808750904374279,cash,cash,False,False,,0.05325749877234394
2018-11-21,0.0,1.1808750904374279,cash,cash,False,False,,0.05325749877234394
2018-11-22,0.0,1.1808750904374279,cash,cash,False,True,,0.026441083087577692
2018-11-23,0.0,1.1808750904374279,cash,cash,False,False,,0.026441083087577692
2018-11-26,0.0,1.1808750904374279,cash,cash,False,False,,0.026441083087577692
2018-11-27,0.0,1.1808750904374279,cash,cash,False,False,,0.026441083087577692
2018-11-28,0.0,1.1808750904374279,cash,cash,False,False,,0.026441083087577692
2018-11-29,0.0,1.1808750904374279,cash,cash,False,True,,0.12292105404099593
2018-11-30,0.0,1.1808750904374279,cash,cash,False,False,,0.12292105404099593
2018-12-03,0.0,1.1808750904374279,cash,cash,False,False,,0.12292105404099593
2018-12-04,0.0,1.1808750904374279,cash,cash,False,False,,0.12292105404099593
2018-12-05,0.0,1.1808750904374279,cash,cash,False,False,,0.12292105404099593
2018-12-06,0.0,1.1808750904374279,cash,1.512000,True,True,0.18173322079584708,0.41086127050689686
2018-12-07,0.002754266814118278,1.1841275355106387,1.512000,1.512000,False,False,0.18314273225605993,0.41086127050689686
2018-12-10,-0.0018774873812346105,1.181904351004945,1.512000,1.512000,False,False,0.17702596556494044,0.41086127050689686
2018-12-11,-0.005563009178677136,1.175329406251986,1.512000,1.512000,False,False,0.1878480534476037,0.41086127050689686
2018-12-12,0.006006384499958717,1.1823888865800436,1.512000,1.512000,False,False,0.18724418807727106,0.41086127050689686
2018-12-13,-0.003147774422957994,1.1786669930848772,1.512000,cash,True,True,,0.05815583560299895
2018-12-14,0.0,1.1786669930848772,cash,cash,False,False,,0.05815583560299895
2018-12-17,0.0,1.1786669930848772,cash,cash,False,False,,0.05815583560299895
2018-12-18,0.0,1.1786669930848772,cash,cash,False,False,,0.05815583560299895
2018-12-19,0.0,1.1786669930848772,cash,cash,False,False,,0.05815583560299895
2018-12-20,0.0,1.1786669930848772,cash,cash,False,True,,0.20849643696617753
2018-12-21,0.0,1.1786669930848772,cash,cash,False,False,,0.20849643696617753
2018-12-24,0.0,1.1786669930848772,cash,cash,False,False,,0.20849643696617753
2018-12-25,0.0,1.1786669930848772,cash,cash,False,False,,0.20849643696617753
2018-12-26,0.0,1.1786669930848772,cash,cash,False,False,,0.20849643696617753
2018-12-27,0.0,1.1786669930848772,cash,1.512000,True,True,0.11619524026123296,0.6992795996124984
2018-12-28,0.016230235686976124,1.1977970361791042,1.512000,1.512000,False,False,0.13193702390174966,0.6992795996124984
2019-01-02,0.0057323702598850446,1.2046632522866758,1.512000,1.512000,False,False,0.14466517498182707,0.6992795996124984
2019-01-03,0.025162463638353394,1.2349755475687998,1.512000,cash,True,True,,0.1909770565678661
2019-01-04,0.0,1.2349755475687998,cash,cash,False,False,,0.1909770565678661
2019-01-07,0.0,1.2349755475687998,cash,cash,False,False,,0.1909770565678661
2019-01-08,0.0,1.2349755475687998,cash,cash,False,False,,0.1909770565678661
2019-01-09,0.0,1.2349755475687998,cash,cash,False,False,,0.1909770565678661
2019-01-10,0.0,1.2349755475687998,cash,1.512000,True,True,0.1823581528907796,0.3114455078101152
2019-01-11,0.0031579632500218224,1.2388755549626977,1.512000,1.512000,False,False,0.1799744632343263,0.3114455078101152
2019-01-14,0.0038774798407033018,1.2436792699522057,1.512000,1.512000,False,False,0.17498941535229462,0.3114455078101152
2019-01-15,0.010072526423385408,1.256206262261016,1.512000,1.512000,False,False,0.18303280800226363,0.3114455078101152
2019-01-16,-0.005484078419522476,1.2493171286076814,1.512000,1.512000,False,False,0.12105620861079847,0.3114455078101152
2019-01-17,-0.0056188555798794,1.2422973960885653,1.512000,1.512000,False,True,0.08136315680201345,0.5870415533844875
2019-01-18,0.0031985820052216063,1.2462709861848278,1.512000,1.512000,False,False,0.07013895340947629,0.5870415533844875
2019-01-21,-0.011243661760699575,1.232258336753992,1.512000,1.512000,False,False,0.011320269095391522,0.5870415533844875
2019-01-22,-0.0010513189272983725,1.2309628402412414,1.512000,1.512000,False,False,0.04808407313700114,0.5870415533844875
2019-01-23,-0.004434625254974178,1.2255039813419728,1.512000,1.512000,False,False,0.03180473755409152,0.5870415533844875
2019-01-24,0.013810509382168101,1.2424288155741805,1.512000,0.159928,True,True,0.1396818896291594,0.6100891654773642
2019-01-25,0.004548000654653883,1.2480793826407728,0.159928,0.159928,False,False,0.13603354588285432,0.6100891654773642
