name,category,subb_annual,subb_vol,subb_sharpe,subb_max_dd,combined_annual,combined_vol,combined_sharpe,combined_max_dd,params,delta_combined_annual_bp,delta_combined_sharpe,delta_combined_max_dd_bp,delta_subb_sharpe
partial_vol_l1.4_h1.8_p0.50,partial_vol,0.16902888206111832,0.15723723741316598,1.0749926979254152,-0.20381647916728593,0.2079871316271349,0.10748900362501088,1.8243187435664403,-0.13431021821066905,"{'low_th': 1.4, 'high_th': 1.8, 'partial_scale': 0.5}",-44.59119958680535,-0.05096143689895105,-61.473644735930975,-0.030462592934756394
partial_vol_l1.5_h1.8_p0.35,partial_vol,0.16874503013599917,0.15859013809810363,1.0640323046544908,-0.20820481719880257,0.20708845072638726,0.10739805600294083,1.818729545362587,-0.13218169121904685,"{'low_th': 1.5, 'high_th': 1.8, 'partial_scale': 0.35}",-53.578008594281634,-0.05655063510280445,-40.18837481970905,-0.041422986205680745
partial_vol_l1.4_h1.8_p0.35,partial_vol,0.16518629076000502,0.15621746183162416,1.0574124609580953,-0.21007819513640372,0.2073502403503977,0.10769695247187845,1.8160105222976286,-0.13551889857580454,"{'low_th': 1.4, 'high_th': 1.8, 'partial_scale': 0.35}",-50.96011235417725,-0.05926965816776275,-73.56044838728593,-0.04804282990207631
partial_vol_l1.3_h1.8_p0.50,partial_vol,0.1687610353755451,0.15502136106559045,1.0886308455525773,-0.21637846643712383,0.20668401338907683,0.10747622566804449,1.814334088236705,-0.1357744284311197,"{'low_th': 1.3, 'high_th': 1.8, 'partial_scale': 0.5}",-57.622381967386005,-0.06094609222868641,-76.11574694043749,-0.016824445307594305
partial_vol_l1.3_h2.0_p0.35,partial_vol,0.16574797488143211,0.1539652271284316,1.076528629046686,-0.21376625964023935,0.20644600209953665,0.10741749319117516,1.8134100201160746,-0.136836346255968,"{'low_th': 1.3, 'high_th': 2.0, 'partial_scale': 0.35}",-60.002494862787806,-0.061870160349316805,-86.73492518892046,-0.028926661813485577
partial_vol_l1.3_h1.8_p0.35,partial_vol,0.16478647793359302,0.15360403922084107,1.0728004209360318,-0.21969456521202035,0.20569760893126499,0.10770179133164132,1.8030316559403519,-0.13740766372145607,"{'low_th': 1.3, 'high_th': 1.8, 'partial_scale': 0.35}",-67.4864265455044,-0.07224852452503949,-92.44809984380126,-0.032654869924139796
trend_vol_ma150_v1.5,trend_vol,0.15999231433955785,0.16307612447179304,0.9810897509232347,-0.22762559716181757,0.20685088081365066,0.10835778964261705,1.8017178554395763,-0.13023608122962388,"{'sma_w': 150, 'vol_th': 1.5}",-55.953707721647646,-0.07356232502581506,-20.7322749254793,-0.12436553993693689
trend_vol_ma150_v1.4,trend_vol,0.15659834698528052,0.16227104369707737,0.9650418424473409,-0.23043702578390907,0.20741148990680044,0.108816273192301,1.7989166201341835,-0.13423673929412383,"{'sma_w': 150, 'vol_th': 1.4}",-50.34761679014982,-0.07636356033120784,-60.73885557047881,-0.14041344841283065
trend_vol_ma150_v1.3,trend_vol,0.15687913230932393,0.161307751603878,0.9725455271025698,-0.22299737533067146,0.20688783923274953,0.10913745493931129,1.789939152556326,-0.13982632734038095,"{'sma_w': 150, 'vol_th': 1.3}",-55.58412353065895,-0.08534102790906539,-116.63473603304996,-0.13290976375760177
ddcool_dd0.08_cd10,dd_cooldown,0.10036156017816955,0.13809530621122187,0.726755766953171,-0.3182489343501278,0.1987370572237395,0.10773935922105803,1.7476506872375346,-0.1350935899589106,"{'dd_trigger': 0.08, 'cooldown_days': 10}",-137.09194362075934,-0.12762949322785677,-69.30736221834654,-0.37869952390700057
ddcool_dd0.12_cd5,dd_cooldown,0.12907060192736175,0.15850790176477111,0.8142849693317189,-0.27826434831226654,0.20086958420975187,0.10921822884883729,1.7420654049839916,-0.13537189456134086,"{'dd_trigger': 0.12, 'cooldown_days': 5}",-115.76667376063554,-0.1332147754813997,-72.09040824264906,-0.2911703215284527
ddcool_dd0.08_cd5,dd_cooldown,0.10065123340262216,0.14088796691665803,0.7144061739648936,-0.24557843321770048,0.1979697963433025,0.10784201871852706,1.7400436110114899,-0.13587375410931918,"{'dd_trigger': 0.08, 'cooldown_days': 5}",-144.76455242512927,-0.1352365694539015,-77.10900372243229,-0.391049116895278
ddcool_dd0.12_cd10,dd_cooldown,0.1254167283598513,0.1569664239281966,0.7990035398731035,-0.2571453211421733,0.20048569167289762,0.1092847918005135,1.7380983824119363,-0.1351288147634209,"{'dd_trigger': 0.12, 'cooldown_days': 10}",-119.60559912917806,-0.1371817980534551,-69.65961026344947,-0.3064517509870681
ddcool_dd0.12_cd15,dd_cooldown,0.12366188354432772,0.15635510207635653,0.790904050473115,-0.24677580932600643,0.2003317789008745,0.10936096862829764,1.7357820679929599,-0.13496897018122542,"{'dd_trigger': 0.12, 'cooldown_days': 15}",-121.14472684940924,-0.1394981124724315,-68.06116444149468,-0.3145512403870566
combo_l1.4_h1.8_p0.35_ma200_v1.4_dd0.08_cd10,combo,0.10292296287520997,0.12649992238804356,0.8136207590664734,-0.28574875683699996,0.19790849920842213,0.10859972641139042,1.7281244544337857,-0.14004696957958188,"{'low_th': 1.4, 'high_th': 1.8, 'partial_scale': 0.35, 'sma_w': 200, 'trend_vol_th': 1.4, 'dd_trigger': 0.08, 'cooldown_days': 10}",-145.37752377393298,-0.14715572603160565,-118.84115842505926,-0.2918345317936982
ddcool_dd0.08_cd15,dd_cooldown,0.08625202534186527,0.1355788855552977,0.6361759427996345,-0.3864758928757042,0.1966614036275509,0.1084032307301733,1.7213168918335293,-0.13726236386619453,"{'dd_trigger': 0.08, 'cooldown_days': 15}",-157.84847958264515,-0.15396328863186204,-90.99510129118582,-0.46927934806053706
ddcool_dd0.10_cd5,dd_cooldown,0.11379613451065573,0.149804077579013,0.7596330910995052,-0.19835837836507322,0.19804714134024248,0.10946022121688075,1.7166029198745016,-0.13531214190940744,"{'dd_trigger': 0.1, 'cooldown_days': 5}",-143.99110245572945,-0.1586772605908897,-71.49288172331487,-0.3458221997606664
combo_l1.5_h2.0_p0.65_ma150_v1.5_dd0.12_cd15,combo,0.11661589203424327,0.14369715872087613,0.811539303019646,-0.24416097620985722,0.19754534320455755,0.11003132441884259,1.7043574022000527,-0.13816889723834572,"{'low_th': 1.5, 'high_th': 2.0, 'partial_scale': 0.65, 'sma_w': 150, 'trend_vol_th': 1.5, 'dd_trigger': 0.12, 'cooldown_days': 15}",-149.00908381257878,-0.17092277826533864,-100.06043501269768,-0.2939159878405255
ddcool_dd0.10_cd15,dd_cooldown,0.10674778697596343,0.14626988064364674,0.7298001919891499,-0.20580782168985848,0.19635417964504742,0.10969513616665102,1.7000659665796016,-0.1375710203498969,"{'dd_trigger': 0.1, 'cooldown_days': 15}",-160.92071940768005,-0.17521421388578973,-94.08166612820956,-0.37565509887102166
ddcool_dd0.10_cd10,dd_cooldown,0.10318469835109556,0.14832048043218687,0.6956874603590049,-0.2021810894475037,0.19613037148318724,0.11009426095770972,1.6925584158221005,-0.13585194372439469,"{'dd_trigger': 0.1, 'cooldown_days': 10}",-163.15880102628188,-0.18272176464329082,-76.89089987318737,-0.4097678305011667
combo_l1.4_h2.0_p0.50_ma200_v1.4_dd0.10_cd10,combo,0.10606419761354413,0.1360380493509821,0.779665675298647,-0.2701914229031772,0.19616135283138506,0.11098989689109082,1.6799646538375614,-0.14038903125466695,"{'low_th': 1.4, 'high_th': 2.0, 'partial_scale': 0.5, 'sma_w': 200, 'trend_vol_th': 1.4, 'dd_trigger': 0.1, 'cooldown_days': 10}",-162.84898754430372,-0.19531552662782992,-122.26177517591003,-0.3257896155615245
combo_l1.3_h1.8_p0.50_ma200_v1.4_dd0.10_cd10,combo,0.10742765044271985,0.1341534387667747,0.8007819361938417,-0.2371121555938561,0.1955210178950646,0.11085916924300408,1.6769158660525354,-0.1404004850673104,"{'low_th': 1.3, 'high_th': 1.8, 'partial_scale': 0.5, 'sma_w': 200, 'trend_vol_th': 1.4, 'dd_trigger': 0.1, 'cooldown_days': 10}",-169.2523369075083,-0.19836431441285596,-122.3763133023445,-0.30467335466632983
