date,baseline,zz2000_and_cyb_below_ma53_days13:scale0.00,zz2000_and_cyb_below_ma53_days13:scale0.25,zz2000_and_cyb_below_ma53_days13:scale0.50
2010-11-16,1.0305042395179935,1.0305042395179935,1.0305042395179935,1.0305042395179935
2010-11-17,1.0480046586857568,1.0480046586857568,1.0480046586857568,1.0480046586857568
2010-11-18,1.0495544889707933,1.0495544889707933,1.0495544889707933,1.0495544889707933
2010-11-19,1.0432965315217926,1.0432965315217926,1.0432965315217926,1.0432965315217926
2010-11-22,1.0399985820385411,1.0399985820385411,1.0399985820385411,1.0399985820385411
2010-11-23,1.0434303006617507,1.0434303006617507,1.0434303006617507,1.0434303006617507
2010-11-24,1.0330922805343377,1.0330922805343377,1.0330922805343377,1.0330922805343377
2010-11-25,1.0345936840769783,1.0345936840769783,1.0345936840769783,1.0345936840769783
2010-11-26,1.0384625803743448,1.0384625803743448,1.0384625803743448,1.0384625803743448
2010-11-29,1.0474731220835904,1.0474731220835904,1.0474731220835904,1.0474731220835904
2010-11-30,1.0396217562437118,1.0396217562437118,1.0396217562437118,1.0396217562437118
2010-12-01,1.044135617973378,1.044135617973378,1.044135617973378,1.044135617973378
2010-12-02,1.0576221162798807,1.0576221162798807,1.0576221162798807,1.0576221162798807
2010-12-03,1.05279809158346,1.05279809158346,1.05279809158346,1.05279809158346
2010-12-06,1.0479960702225535,1.0479960702225535,1.0479960702225535,1.0479960702225535
2010-12-07,1.0479960702225535,1.0479960702225535,1.0479960702225535,1.0479960702225535
2010-12-08,1.0479960702225535,1.0479960702225535,1.0479960702225535,1.0479960702225535
2010-12-09,1.0479960702225535,1.0479960702225535,1.0479960702225535,1.0479960702225535
2010-12-10,1.043280087906552,1.043280087906552,1.043280087906552,1.043280087906552
2010-12-13,1.0455776564250143,1.0455776564250143,1.0455776564250143,1.0455776564250143
2010-12-14,1.040808568904075,1.040808568904075,1.040808568904075,1.040808568904075
2010-12-15,1.0407445847707406,1.0407445847707406,1.0407445847707406,1.0407445847707406
2010-12-16,1.0406806045708572,1.0406806045708572,1.0406806045708572,1.0406806045708572
2010-12-17,1.0439340116426374,1.0439340116426374,1.0439340116426374,1.0439340116426374
2010-12-20,1.0340997951726179,1.0340997951726179,1.0340997951726179,1.0340997951726179
2010-12-21,1.0340997951726179,1.0340997951726179,1.0340997951726179,1.0340997951726179
2010-12-22,1.0340997951726179,1.0340997951726179,1.0340997951726179,1.0340997951726179
2010-12-23,1.029446346094341,1.029446346094341,1.029446346094341,1.029446346094341
2010-12-24,1.0296154792172214,1.0296154792172214,1.0296154792172214,1.0296154792172214
2010-12-27,1.026660738800373,1.026660738800373,1.026660738800373,1.026660738800373
2010-12-28,1.020362689629346,1.020362689629346,1.020362689629346,1.020362689629346
2010-12-29,1.0166728250319843,1.0166728250319843,1.0166728250319843,1.0166728250319843
2010-12-30,1.0171681705255118,1.0171681705255118,1.0171681705255118,1.0171681705255118
2010-12-31,1.0154412504521975,1.0154412504521975,1.0154412504521975,1.0154412504521975
2011-01-04,1.0157601165586816,1.0157601165586816,1.0157601165586816,1.0157601165586816
2011-01-05,1.0131078225140342,1.0131078225140342,1.0131078225140342,1.0131078225140342
2011-01-06,1.0168910588090616,1.0168910588090616,1.0168910588090616,1.0168910588090616
2011-01-07,1.0228192698036722,1.0228192698036722,1.0228192698036722,1.0228192698036722
2011-01-10,1.0238014224013041,1.0238014224013041,1.0238014224013041,1.0238014224013041
2011-01-11,1.0254332206408228,1.0254332206408228,1.0254332206408228,1.0254332206408228
2011-01-12,1.0345358742014195,1.0345358742014195,1.0345358742014195,1.0345358742014195
2011-01-13,1.0373219944606578,1.0373219944606578,1.0373219944606578,1.0373219944606578
2011-01-14,1.0427073079290414,1.0427073079290414,1.0427073079290414,1.0427073079290414
2011-01-17,1.0486344300621373,1.0486344300621373,1.0486344300621373,1.0486344300621373
2011-01-18,1.0509666393422785,1.0509666393422785,1.0509666393422785,1.0509666393422785
2011-01-19,1.0424514428384737,1.0424514428384737,1.0424514428384737,1.0424514428384737
2011-01-20,1.0488750877322945,1.0488750877322945,1.0488750877322945,1.0488750877322945
2011-01-21,1.0494902022830386,1.0494902022830386,1.0494902022830386,1.0494902022830386
2011-01-24,1.0537411403297388,1.0537411403297388,1.0537411403297388,1.0537411403297388
2011-01-25,1.0480025298719975,1.0480025298719975,1.0480025298719975,1.0480025298719975
2011-01-26,1.0473721355040626,1.0473721355040626,1.0473721355040626,1.0473721355040626
2011-01-27,1.0434632582011643,1.0434632582011643,1.0434632582011643,1.0434632582011643
2011-01-28,1.0502721469863003,1.0502721469863003,1.0502721469863003,1.0502721469863003
2011-01-31,1.0478498554767437,1.0478498554767437,1.0478498554767437,1.0478498554767437
2011-02-01,1.0430704040042833,1.0430704040042833,1.0430704040042833,1.0430704040042833
2011-02-09,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-10,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-11,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-14,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-15,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-16,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-17,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-18,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-21,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-22,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-23,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-24,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-25,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-02-28,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-03-01,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-03-02,1.0383127525600027,1.0383127525600027,1.0383127525600027,1.0383127525600027
2011-03-03,1.0336403451734828,1.0336403451734828,1.0336403451734828,1.0336403451734828
2011-03-04,1.0348958566288482,1.0348958566288482,1.0348958566288482,1.0348958566288482
2011-03-07,1.030084529874942,1.030084529874942,1.030084529874942,1.030084529874942
2011-03-08,1.0284911762157185,1.0284911762157185,1.0284911762157185,1.0284911762157185
2011-03-09,1.0209240058169504,1.0209240058169504,1.0209240058169504,1.0209240058169504
2011-03-10,1.0297777363326064,1.0297777363326064,1.0297777363326064,1.0297777363326064
2011-03-11,1.03612016028144,1.03612016028144,1.03612016028144,1.03612016028144
2011-03-14,1.0427407814303458,1.0427407814303458,1.0427407814303458,1.0427407814303458
2011-03-15,1.0344908991151143,1.0344908991151143,1.0344908991151143,1.0344908991151143
2011-03-16,1.040300568338802,1.040300568338802,1.040300568338802,1.040300568338802
2011-03-17,1.043641705927913,1.043641705927913,1.043641705927913,1.043641705927913
2011-03-18,1.0449165134620868,1.0449165134620868,1.0449165134620868,1.0449165134620868
2011-03-21,1.0485258724041837,1.0485258724041837,1.0485258724041837,1.0485258724041837
2011-03-22,1.0511040102562073,1.0511040102562073,1.0511040102562073,1.0511040102562073
2011-03-23,1.0522417450156714,1.0522417450156714,1.0522417450156714,1.0522417450156714
2011-03-24,1.0562015682101995,1.0562015682101995,1.0562015682101995,1.0562015682101995
2011-03-25,1.0548452097490675,1.0548452097490675,1.0548452097490675,1.0548452097490675
2011-03-28,1.0636309090714382,1.0636309090714382,1.0636309090714382,1.0636309090714382
2011-03-29,1.0640274336794562,1.0640274336794562,1.0640274336794562,1.0640274336794562
2011-03-30,1.0572183959839327,1.0572183959839327,1.0572183959839327,1.0572183959839327
2011-03-31,1.0545020461421997,1.0545020461421997,1.0545020461421997,1.0545020461421997
2011-04-01,1.0622369428494296,1.0622369428494296,1.0622369428494296,1.0622369428494296
2011-04-06,1.0647208135882142,1.0647208135882142,1.0647208135882142,1.0647208135882142
2011-04-07,1.0706407123078592,1.0706407123078592,1.0706407123078592,1.0706407123078592
2011-04-08,1.0712646228022298,1.0712646228022298,1.0712646228022298,1.0712646228022298
2011-04-11,1.0651339111847669,1.0651339111847669,1.0651339111847669,1.0651339111847669
2011-04-12,1.0744342476036126,1.0744342476036126,1.0744342476036126,1.0744342476036126
2011-04-13,1.077833308011171,1.077833308011171,1.077833308011171,1.077833308011171
2011-04-14,1.0762988179160835,1.0762988179160835,1.0762988179160835,1.0762988179160835
2011-04-15,1.0822191318077479,1.0822191318077479,1.0822191318077479,1.0822191318077479
2011-04-18,1.0893848497953358,1.0893848497953358,1.0893848497953358,1.0893848497953358
2011-04-19,1.0893499589771647,1.0893499589771647,1.0893499589771647,1.0893499589771647
2011-04-20,1.0774746928972383,1.0774746928972383,1.0774746928972383,1.0774746928972383
2011-04-21,1.0731901312903402,1.0731901312903402,1.0731901312903402,1.0731901312903402
2011-04-22,1.0737867213844838,1.0737867213844838,1.0737867213844838,1.0737867213844838
2011-04-25,1.0688889667111345,1.0688889667111345,1.0688889667111345,1.0688889667111345
2011-04-26,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-04-27,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-04-28,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-04-29,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-03,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-04,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-05,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-06,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-09,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-10,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-11,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-12,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-13,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-16,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-17,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-18,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-19,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-20,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-23,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-24,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-25,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-26,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-27,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-30,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-05-31,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-01,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-02,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-03,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-07,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-08,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-09,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-10,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-13,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-14,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-15,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-16,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-17,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-20,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-21,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-22,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-23,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-24,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-27,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-28,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-29,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-06-30,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-01,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-04,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-05,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-06,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-07,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-08,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-11,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-12,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-13,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-14,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-15,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-18,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-19,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-20,1.0640135516703795,1.0640135516703795,1.0640135516703795,1.0640135516703795
2011-07-21,1.0608215110153683,1.0608215110153683,1.0608215110153683,1.0608215110153683
2011-07-22,1.06313520181957,1.06313520181957,1.06313520181957,1.06313520181957
2011-07-25,1.0538517881414289,1.0538517881414289,1.0538517881414289,1.0538517881414289
2011-07-26,1.0518015801971823,1.0518015801971823,1.0518015801971823,1.0518015801971823
2011-07-27,1.0625019877382587,1.0625019877382587,1.0625019877382587,1.0625019877382587
2011-07-28,1.0715967139889158,1.0715967139889158,1.0715967139889158,1.0715967139889158
2011-07-29,1.073169314953345,1.073169314953345,1.073169314953345,1.073169314953345
2011-08-01,1.088289840031978,1.088289840031978,1.088289840031978,1.088289840031978
2011-08-02,1.0966251036297516,1.0966251036297516,1.0966251036297516,1.0966251036297516
2011-08-03,1.0971062252292014,1.0971062252292014,1.0971062252292014,1.0971062252292014
2011-08-04,1.0880782926066563,1.0880782926066563,1.0880782926066563,1.0880782926066563
2011-08-05,1.083121809216231,1.083121809216231,1.083121809216231,1.083121809216231
2011-08-08,1.0686574622063059,1.0686574622063059,1.0686574622063059,1.0686574622063059
2011-08-09,1.0538370603703504,1.0538370603703504,1.0538370603703504,1.0538370603703504
2011-08-10,1.0572485850010864,1.0572485850010864,1.0572485850010864,1.0572485850010864
2011-08-11,1.0696742454936985,1.0696742454936985,1.0696742454936985,1.0696742454936985
2011-08-12,1.080460489125381,1.080460489125381,1.080460489125381,1.080460489125381
2011-08-15,1.0869294788075816,1.0869294788075816,1.0869294788075816,1.0869294788075816
2011-08-16,1.0886583460121249,1.0886583460121249,1.0886583460121249,1.0886583460121249
2011-08-17,1.0937144862864998,1.0937144862864998,1.0937144862864998,1.0937144862864998
2011-08-18,1.0880368393490445,1.0880368393490445,1.0880368393490445,1.0880368393490445
2011-08-19,1.087581169447616,1.087581169447616,1.087581169447616,1.087581169447616
2011-08-22,1.1153537462509295,1.1153537462509295,1.1153537462509295,1.1153537462509295
2011-08-23,1.1440967036949232,1.1440967036949232,1.1440967036949232,1.1440967036949232
2011-08-24,1.1421315024456948,1.1421315024456948,1.1421315024456948,1.1421315024456948
2011-08-25,1.1376763283653155,1.1376763283653155,1.1376763283653155,1.1376763283653155
2011-08-26,1.1487090060070613,1.1487090060070613,1.1487090060070613,1.1487090060070613
2011-08-29,1.1531494378208453,1.1531494378208453,1.1531494378208453,1.1531494378208453
2011-08-30,1.1444926143177845,1.1444926143177845,1.1444926143177845,1.1444926143177845
2011-08-31,1.153023820380853,1.153023820380853,1.153023820380853,1.153023820380853
2011-09-01,1.155131306111272,1.155131306111272,1.155131306111272,1.155131306111272
2011-09-02,1.1576834079070084,1.1576834079070084,1.1576834079070084,1.1576834079070084
2011-09-05,1.1594750799638003,1.1594750799638003,1.1594750799638003,1.1594750799638003
2011-09-06,1.1514695684915162,1.1514695684915162,1.1514695684915162,1.1514695684915162
2011-09-07,1.154077501186933,1.154077501186933,1.154077501186933,1.154077501186933
2011-09-08,1.148813524307467,1.148813524307467,1.148813524307467,1.148813524307467
2011-09-09,1.1487429005252352,1.1487429005252352,1.1487429005252352,1.1487429005252352
2011-09-13,1.1472632798529856,1.1472632798529856,1.1472632798529856,1.1472632798529856
2011-09-14,1.154642249481966,1.154642249481966,1.154642249481966,1.154642249481966
2011-09-15,1.1550483954613866,1.1550483954613866,1.1550483954613866,1.1550483954613866
2011-09-16,1.1561647814914067,1.1561647814914067,1.1561647814914067,1.1561647814914067
2011-09-19,1.152992307695565,1.152992307695565,1.152992307695565,1.152992307695565
2011-09-20,1.1519233121375216,1.1519233121375216,1.1519233121375216,1.1519233121375216
2011-09-21,1.1557715372872845,1.1557715372872845,1.1557715372872845,1.1557715372872845
2011-09-22,1.1578031016217012,1.1578031016217012,1.1578031016217012,1.1578031016217012
2011-09-23,1.1546817919687966,1.1546817919687966,1.1546817919687966,1.1546817919687966
2011-09-26,1.157264883716223,1.157264883716223,1.157264883716223,1.157264883716223
2011-09-27,1.1560739305359773,1.1560739305359773,1.1560739305359773,1.1560739305359773
2011-09-28,1.1538059623590358,1.1538059623590358,1.1538059623590358,1.1538059623590358
2011-09-29,1.1577676428846915,1.1577676428846915,1.1577676428846915,1.1577676428846915
2011-09-30,1.1535163513068412,1.1535163513068412,1.1535163513068412,1.1535163513068412
2011-10-10,1.156889139143776,1.156889139143776,1.156889139143776,1.156889139143776
2011-10-11,1.1619653874413127,1.1619653874413127,1.1619653874413127,1.1619653874413127
2011-10-12,1.1701775491341602,1.1701775491341602,1.1701775491341602,1.1701775491341602
2011-10-13,1.1676523559143412,1.1676523559143412,1.1676523559143412,1.1676523559143412
2011-10-14,1.1719171454886028,1.1719171454886028,1.1719171454886028,1.1719171454886028
2011-10-17,1.1842530225105277,1.1842530225105277,1.1842530225105277,1.1842530225105277
